,plot,New_Source,New_Pedigree,Old_Pedigree,Old_Source,Shared,New_Family,Tester,Pass,Range,Group.1,canopy_cover
314,MIH119_2064,WIPV17/31134,PHW65_MoG_0375/PHT69,PHW65_MoG_0375/PHT69,WIPV17/31134,1,PHW65_MoG,PHT69,25,13,2064,0.920340833
315,MIH119_2065,WIPV18/30401,PHW65_MoG_0439/PHT69,PHW65_MoG_0439/PHT69,WIPV17/30555,1,PHW65_MoG,PHT69,24,13,2065,0.920203889
316,MIH119_2066,WIPV18/30666,PHW65_MoG_0180/PHT69,PHW65_MoG_0180/PHT69,WIPV17/31070,1,PHW65_MoG,PHT69,23,13,2066,0.8694275
317,MIH119_2067,WIPV18/30440,PHW65_MoG_0277/PHT69,PHW65_MoG_0277/PHT69,WIPV17/31102,1,PHW65_MoG,PHT69,22,13,2067,0.911197361
318,MIH119_2068,WIPV17/31135,PHW65_MoG_0377/PHT69,PHW65_MoG_0377/PHT69,WIPV17/31135,1,PHW65_MoG,PHT69,21,13,2068,0.930501167
319,MIH119_2069,WIPV17/31043,PHW65_MoG_0133/PHT69,PHW65_MoG_0132/PHT69,WIPV17/31042,NA,PHW65_MoG,PHT69,20,13,2069,0.927368056
320,MIH119_2070,WIPV17/31054,PHW65_MoG_0152/PHT69,PHW65_MoG_0152/PHT69,WIPV17/31054,1,PHW65_MoG,PHT69,19,13,2070,0.902306944
321,MIH119_2071,WIPV18/30524,PHW65_MoG_0200/PHT69,PHW65_MoG_0200/PHT69,WIPV17/30480,1,PHW65_MoG,PHT69,18,13,2071,0.893949167
322,MIH119_2072,WIPV18/30452,PHW65_MoG_0018/PHT69,PHW65_MoG_0018/PHT69,WIPV17/30983,1,PHW65_MoG,PHT69,17,13,2072,0.927727333
323,MIH119_2073,WIPV17/30568,PHW65_MoG_0499/PHT69,PHW65_MoG_0499/PHT69,WIPV17/30568,1,PHW65_MoG,PHT69,16,13,2073,0.87661875
324,MIH119_2074,WIPV18/30560,PHW65_MoG_0444/PHT69,PHW65_MoG_0444/PHT69,WIPV17/31157,1,PHW65_MoG,PHT69,15,13,2074,0.894073889
325,MIH119_2075,WIPV17/30968,PHN11_PHW65_0614/PHT69,PHW65_MoG_0014/PHT69,WIPV17/30979,NA,PHN11_PHW65,PHT69,14,13,2075,0.905370556
326,MIH119_2076,WIPV17/30471,PHW65_MoG_0181/PHT69,PHW65_MoG_0183/PHT69,WIPV17/30472,NA,PHW65_MoG,PHT69,13,13,2076,0.930331528
327,MIH119_2077,WIPV18/30603,PHW65_MoG_0511/PHT69,PHW65_MoG_0511/PHT69,WIPV17/31169,1,PHW65_MoG,PHT69,12,13,2077,0.918194722
328,MIH119_2078,WIPV18/30403,PHW65_MoG_0017/PHT69,PHW65_MoG_0017/PHT69,WIPV17/30982,1,PHW65_MoG,PHT69,11,13,2078,0.9201625
329,MIH119_2079,WIPV18/30550,PHW65_MoG_0572/PHT69,PHW65_MoG_0572/PHT69,WIPV17/31185,1,PHW65_MoG,PHT69,10,13,2079,0.902285278
330,MIH119_2080,WIPV17/30406,PHW65_MoG_0061/PHT69,PHW65_MoG_0061/PHT69,WIPV17/30406,1,PHW65_MoG,PHT69,9,13,2080,0.912491042
331,MIH119_2081,WIPV17/30555,PHW65_MoG_0439/PHT69,PHW65_MoG_0442/PHT69,WIPV17/30556,NA,PHW65_MoG,PHT69,8,13,2081,0.913165556
332,MIH119_2082,WIPV18/30660,PHW65_MoG_0287/PHT69,PHW65_MoG_0287/PHT69,WIPV17/31103,1,PHW65_MoG,PHT69,7,13,2082,0.915645972
333,MIH119_2083,WIPV18/30456,PHW65_MoG_0052/PHT69,PHW65_MoG_0052/PHT69,WIPV17/30999,1,PHW65_MoG,PHT69,6,13,2083,0.908890694
334,MIH119_2084,WIPV18/30503,PHW65_MoG_0662/PHT69,PHW65_MoG_0662/PHT69,WIPV17/31198,1,PHW65_MoG,PHT69,5,13,2084,0.924481389
335,MIH119_2085,WIPV17/31014,PHW65_MoG_0072/PHT69,PHW65_MoG_0075/PHT69,WIPV17/31015,NA,PHW65_MoG,PHT69,4,13,2085,0.921499667
336,MIH119_2086,WIPV17/30583,PHW65_MoG_0567/PHT69,PHW65_MoG_0567/PHT69,WIPV17/30583,1,PHW65_MoG,PHT69,3,13,2086,0.903236875
337,MIH119_2087,WIPV18/30512,PHW65_MoG_0305/PHT69,PHW65_MoG_0305/PHT69,WIPV17/31110,1,PHW65_MoG,PHT69,3,14,2087,0.865664861
338,MIH119_2088,NA,B37/MO17,B14A/MO17,NA,NA,NA,NA,4,14,2088,0.919693056
339,MIH119_2089,WIPV18/30506,PHW65_MoG_0191/PHT69,PHW65_MoG_0191/PHT69,WIPV17/31074,1,PHW65_MoG,PHT69,5,14,2089,0.942271806
340,MIH119_2090,WIPV18/30583,PHW65_MoG_0203/PHT69,PHW65_MoG_0203/PHT69,WIPV17/31082,1,PHW65_MoG,PHT69,6,14,2090,0.896852833
341,MIH119_2091,WIPV17/31196,PHW65_MoG_0651/PHT69,PHW65_MoG_0651/PHT69,WIPV17/31196,1,PHW65_MoG,PHT69,7,14,2091,0.927171389
342,MIH119_2092,WIPV17/30568,PHW65_MoG_0499/PHT69,PHW65_MoG_0512/PHT69,WIPV17/30570,NA,PHW65_MoG,PHT69,8,14,2092,0.914501806
343,MIH119_2093,WIPV18/30654,PHW65_MoG_0024/PHT69,PHW65_MoG_0024/PHT69,WIPV17/30386,1,PHW65_MoG,PHT69,9,14,2093,0.912495278
344,MIH119_2094,WIPV17/31066,PHW65_MoG_0175/PHT69,PHW65_MoG_0157/PHT69,WIPV17/31058,NA,PHW65_MoG,PHT69,10,14,2094,0.864327
345,MIH119_2095,WIPV17/31026,PHW65_MoG_0109/PHT69,PHW65_MoG_0109/PHT69,WIPV17/31026,1,PHW65_MoG,PHT69,11,14,2095,0.91914
346,MIH119_2096,WIPV18/30613,PHW65_MoG_0221/PHT69,PHW65_MoG_0221/PHT69,WIPV17/31089,1,PHW65_MoG,PHT69,12,14,2096,0.924479833
347,MIH119_2097,WIPV18/30399,Mo44_PHW65_0105/PHT69,Mo44_PHW65_0105/PHT69,WIPV17/30644,1,Mo44_PHW65,PHT69,13,14,2097,0.911274667
348,MIH119_2098,WIPV18/30493,Mo44_PHW65_0154/PHT69,Mo44_PHW65_0154/PHT69,WIPV17/30664,1,Mo44_PHW65,PHT69,14,14,2098,0.920924792
349,MIH119_2099,WIPV17/30686,Mo44_PHW65_0188/PHT69,Mo44_PHW65_0188/PHT69,WIPV17/30686,1,Mo44_PHW65,PHT69,15,14,2099,0.847593333
350,MIH119_2100,WIPV18/30523,Mo44_PHW65_0180/PHT69,Mo44_PHW65_0180/PHT69,WIPV17/30682,1,Mo44_PHW65,PHT69,16,14,2100,0.933088472
351,MIH119_2101,WIPV17/30657,Mo44_PHW65_0139/PHT69,Mo44_PHW65_0121/PHT69,WIPV17/30652,NA,Mo44_PHW65,PHT69,17,14,2101,0.926938194
352,MIH119_2102,WIPV18/30609,Mo44_PHW65_0020/PHT69,Mo44_PHW65_0020/PHT69,WIPV17/30608,1,Mo44_PHW65,PHT69,18,14,2102,0.877333056
353,MIH119_2103,WIPV17/30671,Mo44_PHW65_0165/PHT69,Mo44_PHW65_0165/PHT69,WIPV17/30671,1,Mo44_PHW65,PHT69,19,14,2103,0.897235208
354,MIH119_2104,WIPV17/30675,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0176/PHT69,WIPV17/30678,NA,Mo44_PHW65,PHT69,20,14,2104,0.931292083
355,MIH119_2105,WIPV18/30443,Mo44_PHW65_0446/PHT69,Mo44_PHW65_0446/PHT69,WIPV17/30752,1,Mo44_PHW65,PHT69,21,14,2105,0.925585972
356,MIH119_2106,WIPV17/30111,Mo44_PHW65_0253/PHT69,Mo44_PHW65_0253/PHT69,WIPV17/30111,1,Mo44_PHW65,PHT69,22,14,2106,0.906115417
357,MIH119_2107,WIPV18/30659,Mo44_PHW65_0404/PHT69,Mo44_PHW65_0404/PHT69,WIPV17/30747,1,Mo44_PHW65,PHT69,23,14,2107,0.893034375
358,MIH119_2108,WIPV18/30444,Mo44_PHW65_0093/PHT69,Mo44_PHW65_0093/PHT69,WIPV17/30038,1,Mo44_PHW65,PHT69,24,14,2108,0.89289625
359,MIH119_2109,NA,F42/OH43,F42/OH43,NA,1,NA,NA,25,14,2109,0.924414167
360,MIH119_2110,WIPV17/30605,Mo44_PHW65_0012/PHT69,Mo44_PHW65_0037/PHT69,WIPV17/30620,NA,Mo44_PHW65,PHT69,26,14,2110,0.911047833
361,MIH119_2111,WIPV18/30419,Mo44_PHW65_0396/PHT69,Mo44_PHW65_0396/PHT69,WIPV17/30745,1,Mo44_PHW65,PHT69,27,14,2111,0.93933625
362,MIH119_2112,WIPV17/30698,Mo44_PHW65_0220/PHT69,Mo44_PHW65_0223/PHT69,WIPV17/30699,NA,Mo44_PHW65,PHT69,28,14,2112,0.926607083
363,MIH119_2113,WIPV17/30643,Mo44_PHW65_0104/PHT69,Mo44_PHW65_0104/PHT69,WIPV17/30643,1,Mo44_PHW65,PHT69,29,14,2113,0.909983
364,MIH119_2114,WIPV18/30491,Mo44_PHW65_0288/PHT69,Mo44_PHW65_0288/PHT69,WIPV17/30721,1,Mo44_PHW65,PHT69,30,14,2114,0.914169722
365,MIH119_2115,WIPV18/30521,Mo44_PHW65_0099/PHT69,Mo44_PHW65_0099/PHT69,WIPV17/30640,1,Mo44_PHW65,PHT69,30,15,2115,0.895173056
366,MIH119_2116,NA,Mo44/PHT69,Mo44/PHT69,NA,1,NA,PHT69,29,15,2116,0.9079575
367,MIH119_2117,NA,CG44/CGR01,CG44/CGR01,NA,1,NA,NA,28,15,2117,0.900014306
368,MIH119_2118,WIPV18/30408,Mo44_PHW65_0029/PHT69,Mo44_PHW65_0029/PHT69,WIPV17/30014,1,Mo44_PHW65,PHT69,27,15,2118,0.919732083
369,MIH119_2119,WIPV18/30539,Mo44_PHW65_0151/PHT69,Mo44_PHW65_0151/PHT69,WIPV17/30663,1,Mo44_PHW65,PHT69,26,15,2119,0.867027292
370,MIH119_2120,WIPV17/30006,Mo44_PHW65_0015/PHT69,Mo44_PHW65_0023/PHT69,WIPV17/30009,NA,Mo44_PHW65,PHT69,25,15,2120,0.888641667
371,MIH119_2121,NA,B37/H95,B73/MO17,NA,NA,NA,NA,24,15,2121,0.926728833
372,MIH119_2122,WIPV18/30502,Mo44_PHW65_0328/PHT69,Mo44_PHW65_0328/PHT69,WIPV17/30732,1,Mo44_PHW65,PHT69,23,15,2122,0.9084325
373,MIH119_2123,WIPV17/30693,Mo44_PHW65_0207/PHT69,Mo44_PHW65_0187/PHT69,WIPV17/30685,NA,Mo44_PHW65,PHT69,22,15,2123,0.867007222
374,MIH119_2124,WIPV18/30614,Mo44_PHW65_0416/PHT69,Mo44_PHW65_0416/PHT69,WIPV17/30748,1,Mo44_PHW65,PHT69,21,15,2124,0.905625833
375,MIH119_2125,WIPV18/30558,Mo44_PHW65_0063/PHT69,Mo44_PHW65_0063/PHT69,WIPV17/30627,1,Mo44_PHW65,PHT69,20,15,2125,0.920141528
376,MIH119_2126,WIPV18/30585,Mo44_PHW65_0315/PHT69,Mo44_PHW65_0315/PHT69,WIPV17/30725,1,Mo44_PHW65,PHT69,19,15,2126,0.902932708
377,MIH119_2127,WIPV17/30667,Mo44_PHW65_0159/PHT69,Mo44_PHW65_0159/PHT69,WIPV17/30667,1,Mo44_PHW65,PHT69,18,15,2127,0.88665125
378,MIH119_2128,WIPV17/30684,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0185/PHT69,WIPV17/30684,1,Mo44_PHW65,PHT69,17,15,2128,0.909452222
379,MIH119_2129,WIPV18/30437,Mo44_PHW65_0442/PHT69,Mo44_PHW65_0442/PHT69,WIPV17/30751,1,Mo44_PHW65,PHT69,16,15,2129,0.876041
380,MIH119_2130,NA,PHW65/PHT69,PHW65/PHT69,NA,1,NA,PHT69,15,15,2130,0.857923333
381,MIH119_2131,WIPV17/30050,Mo44_PHW65_0118/PHT69,Mo44_PHW65_0118/PHT69,WIPV17/30050,1,Mo44_PHW65,PHT69,14,15,2131,0.810215
382,MIH119_2132,WIPV18/30490,Mo44_PHW65_0177/PHT69,Mo44_PHW65_0177/PHT69,WIPV17/30679,1,Mo44_PHW65,PHT69,13,15,2132,0.8928495
383,MIH119_2133,WIPV17/30017,Mo44_PHW65_0034/PHT69,Mo44_PHW65_0034/PHT69,WIPV17/30017,1,Mo44_PHW65,PHT69,12,15,2133,0.928782167
384,MIH119_2134,WIPV17/30626,Mo44_PHW65_0060/PHT69,Mo44_PHW65_0060/PHT69,WIPV17/30626,1,Mo44_PHW65,PHT69,11,15,2134,0.867915
385,MIH119_2135,WIPV18/30445,Mo44_PHW65_0171/PHT69,Mo44_PHW65_0171/PHT69,WIPV17/30675,1,Mo44_PHW65,PHT69,10,15,2135,0.880076458
386,MIH119_2136,WIPV18/30495,Mo44_PHW65_0363/PHT69,Mo44_PHW65_0363/PHT69,WIPV17/30740,1,Mo44_PHW65,PHT69,9,15,2136,0.919230417
387,MIH119_2137,WIPV17/30695,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0230/PHT69,WIPV17/30702,NA,Mo44_PHW65,PHT69,8,15,2137,0.899747639
388,MIH119_2138,WIPV17/30669,Mo44_PHW65_0163/PHT69,Mo44_PHW65_0164/PHT69,WIPV17/30670,NA,Mo44_PHW65,PHT69,7,15,2138,0.882445208
389,MIH119_2139,WIPV18/30664,Mo44_PHW65_0163/PHT69,Mo44_PHW65_0163/PHT69,WIPV17/30669,1,Mo44_PHW65,PHT69,6,15,2139,0.937581167
390,MIH119_2140,WIPV17/30636,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0083/PHT69,WIPV17/30635,NA,Mo44_PHW65,PHT69,5,15,2140,0.942367083
391,MIH119_2141,WIPV18/30601,Mo44_PHW65_0056/PHT69,Mo44_PHW65_0056/PHT69,WIPV17/30625,1,Mo44_PHW65,PHT69,4,15,2141,0.932118194
392,MIH119_2142,NA,H95/B14A,PHG39/PHN82,NA,NA,NA,NA,3,15,2142,0.942279444
393,MIH119_2143,WIPV17/30659,Mo44_PHW65_0144/PHT69,Mo44_PHW65_0144/PHT69,WIPV17/30659,1,Mo44_PHW65,PHT69,3,16,2143,0.887449667
394,MIH119_2144,WIPV18/30592,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0084/PHT69,WIPV17/30636,1,Mo44_PHW65,PHT69,4,16,2144,0.888885333
395,MIH119_2145,WIPV18/30536,Mo44_PHW65_0113/PHT69,Mo44_PHW65_0113/PHT69,WIPV17/30647,1,Mo44_PHW65,PHT69,5,16,2145,0.926016167
396,MIH119_2146,WIPV17/30694,Mo44_PHW65_0210/PHT69,Mo44_PHW65_0210/PHT69,WIPV17/30694,1,Mo44_PHW65,PHT69,6,16,2146,0.907890333
397,MIH119_2147,WIPV18/30658,Mo44_PHW65_0042/PHT69,Mo44_PHW65_0042/PHT69,WIPV17/30021,1,Mo44_PHW65,PHT69,7,16,2147,0.90772875
398,MIH119_2148,WIPV18/30611,Mo44_PHW65_0009/PHT69,Mo44_PHW65_0009/PHT69,WIPV17/30602,1,Mo44_PHW65,PHT69,8,16,2148,0.938220833
399,MIH119_2149,WIPV17/30637,Mo44_PHW65_0092/PHT69,Mo44_PHW65_0092/PHT69,WIPV17/30637,1,Mo44_PHW65,PHT69,9,16,2149,0.9268825
400,MIH119_2150,WIPV17/30695,Mo44_PHW65_0214/PHT69,Mo44_PHW65_0224/PHT69,WIPV17/30700,NA,Mo44_PHW65,PHT69,10,16,2150,0.888117917
401,MIH119_2151,WIPV17/30651,Mo44_PHW65_0120/PHT69,Mo44_PHW65_0120/PHT69,WIPV17/30651,1,Mo44_PHW65,PHT69,11,16,2151,0.904804333
402,MIH119_2152,WIPV17/30639,Mo44_PHW65_0098/PHT69,Mo44_PHW65_0098/PHT69,WIPV17/30639,1,Mo44_PHW65,PHT69,12,16,2152,0.905258
403,MIH119_2153,WIPV18/30474,Mo44_PHW65_0260/PHT69,Mo44_PHW65_0260/PHT69,WIPV17/30715,1,Mo44_PHW65,PHT69,13,16,2153,0.907049167
404,MIH119_2154,WIPV17/30684,Mo44_PHW65_0185/PHT69,Mo44_PHW65_0200/PHT69,WIPV17/30691,NA,Mo44_PHW65,PHT69,14,16,2154,0.88886875
405,MIH119_2155,WIPV17/30680,Mo44_PHW65_0178/PHT69,Mo44_PHW65_0178/PHT69,WIPV17/30680,1,Mo44_PHW65,PHT69,15,16,2155,0.903818667
406,MIH119_2156,WIPV17/30604,Mo44_PHW65_0011/PHT69,Mo44_PHW65_0010/PHT69,WIPV17/30603,NA,Mo44_PHW65,PHT69,16,16,2156,0.898144
407,MIH119_2157,WIPV18/30653,Mo44_PHW65_0035/PHT69,Mo44_PHW65_0035/PHT69,WIPV17/30618,1,Mo44_PHW65,PHT69,17,16,2157,0.895814028
408,MIH119_2158,WIPV18/30617,Mo44_PHW65_0191/PHT69,Mo44_PHW65_0191/PHT69,WIPV17/30688,1,Mo44_PHW65,PHT69,18,16,2158,0.895443611
409,MIH119_2159,WIPV17/30036,Mo44_PHW65_0084/PHT69,Mo44_PHW65_0242/PHT69,WIPV17/30105,NA,Mo44_PHW65,PHT69,19,16,2159,0.913960417
410,MIH119_2160,WIPV17/30011,Mo44_PHW65_0025/PHT69,Mo44_PHW65_0025/PHT69,WIPV17/30011,1,Mo44_PHW65,PHT69,20,16,2160,0.909386667
411,MIH119_2161,WIPV17/30960,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0505/PHT69,WIPV17/30958,NA,PHN11_PHW65,PHT69,21,16,2161,0.911028833
412,MIH119_2162,WIPV17/30852,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0237/PHT69,WIPV17/30860,NA,PHN11_PHW65,PHT69,22,16,2162,0.867751833
413,MIH119_2163,WIPV18/30575,PHN11_PHW65_0225/PHT69,PHN11_PHW65_0225/PHT69,WIPV17/30858,1,PHN11_PHW65,PHT69,23,16,2163,0.901002167
414,MIH119_2164,WIPV17/30944,PHN11_PHW65_0443/PHT69,PHN11_PHW65_0432/PHT69,WIPV17/30943,NA,PHN11_PHW65,PHT69,24,16,2164,0.918307708
415,MIH119_2165,WIPV17/30819,PHN11_PHW65_0125/PHT69,PHN11_PHW65_0125/PHT69,WIPV17/30819,1,PHN11_PHW65,PHT69,25,16,2165,0.940575
416,MIH119_2166,WIPV17/30368,PHN11_PHW65_0614/PHT69,PHN11_PHW65_0614/PHT69,WIPV17/30368,1,PHN11_PHW65,PHT69,26,16,2166,0.761040208
417,MIH119_2167,WIPV17/30788,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1,PHN11_PHW65,PHT69,27,16,2167,0.847249861
418,MIH119_2168,WIPV17/30932,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0422/PHT69,WIPV17/30938,NA,PHN11_PHW65,PHT69,28,16,2168,0.905011944
419,MIH119_2169,WIPV17/30784,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1,PHN11_PHW65,PHT69,29,16,2169,0.919360167
420,MIH119_2170,WIPV17/30835,PHN11_PHW65_0155/PHT69,PHN11_PHW65_0155/PHT69,WIPV17/30835,1,PHN11_PHW65,PHT69,30,16,2170,0.914741806
421,MIH119_2171,WIPV17/30873,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0277/PHT69,WIPV17/30877,NA,PHN11_PHW65,PHT69,30,17,2171,0.889654583
422,MIH119_2172,WIPV17/30811,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0113/PHT69,WIPV17/30814,NA,PHN11_PHW65,PHT69,29,17,2172,0.917054583
423,MIH119_2173,WIPV17/30929,PHN11_PHW65_0393/PHT69,PHN11_PHW65_0393/PHT69,WIPV17/30929,1,PHN11_PHW65,PHT69,28,17,2173,0.90433
424,MIH119_2174,WIPV17/30910,PHN11_PHW65_0346/PHT69,PHN11_PHW65_0346/PHT69,WIPV17/30910,1,PHN11_PHW65,PHT69,27,17,2174,0.879198472
425,MIH119_2175,WIPV18/30421,PHN11_PHW65_0410/PHT69,PHN11_PHW65_0410/PHT69,WIPV17/30935,1,PHN11_PHW65,PHT69,26,17,2175,0.821044333
426,MIH119_2176,WIPV17/30895,PHN11_PHW65_0315/PHT69,PHN11_PHW65_0315/PHT69,WIPV17/30895,1,PHN11_PHW65,PHT69,25,17,2176,0.895076833
427,MIH119_2177,WIPV17/30764,PHN11_PHW65_0021/PHT69,PHN11_PHW65_0021/PHT69,WIPV17/30764,1,PHN11_PHW65,PHT69,24,17,2177,0.908492833
428,MIH119_2178,WIPV17/30818,PHN11_PHW65_0119/PHT69,PHN11_PHW65_0136/PHT69,WIPV17/30823,NA,PHN11_PHW65,PHT69,23,17,2178,0.901412917
429,MIH119_2179,NA,CG119/CG108,CG119/CG108,NA,1,NA,NA,22,17,2179,0.8055875
430,MIH119_2180,WIPV18/30987,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514/PHT69,WIPV17/30960,1,PHN11_PHW65,PHT69,21,17,2180,0.889536944
431,MIH119_2181,WIPV18/30624,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1,PHN11_PHW65,PHT69,20,17,2181,0.932653167
432,MIH119_2182,NA,B37/H95,B37/H95,NA,1,NA,NA,19,17,2182,0.921468611
433,MIH119_2183,WIPV17/30962,PHN11_PHW65_0548/PHT69,PHN11_PHW65_0548/PHT69,WIPV17/30962,1,PHN11_PHW65,PHT69,18,17,2183,0.9336185
434,MIH119_2184,WIPV17/30815,PHN11_PHW65_0114/PHT69,PHN11_PHW65_0114/PHT69,WIPV17/30815,1,PHN11_PHW65,PHT69,17,17,2184,0.915182639
435,MIH119_2185,WIPV18/30661,PHN11_PHW65_0336/PHT69,PHN11_PHW65_0336/PHT69,WIPV17/30905,1,PHN11_PHW65,PHT69,16,17,2185,0.933950556
436,MIH119_2186,WIPV18/30623,PHN11_PHW65_0284/PHT69,PHN11_PHW65_0284/PHT69,WIPV17/30881,1,PHN11_PHW65,PHT69,15,17,2186,0.824582917
437,MIH119_2187,WIPV17/30898,PHN11_PHW65_0320/PHT69,PHN11_PHW65_0320/PHT69,WIPV17/30898,1,PHN11_PHW65,PHT69,14,17,2187,0.911014861
438,MIH119_2188,WIPV17/30328,PHN11_PHW65_0390/PHT69,PHN11_PHW65_0390/PHT69,WIPV17/30328,1,PHN11_PHW65,PHT69,13,17,2188,0.891988542
439,MIH119_2189,WIPV17/30197,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1,PHN11_PHW65,PHT69,12,17,2189,0.918696667
440,MIH119_2190,NA,B37/H95,B73/PHN82,NA,NA,NA,NA,11,17,2190,0.894638472
441,MIH119_2191,WIPV17/30854,PHN11_PHW65_0217/PHT69,PHN11_PHW65_0217/PHT69,WIPV17/30854,1,PHN11_PHW65,PHT69,10,17,2191,0.928337778
442,MIH119_2192,WIPV18/30472,PHN11_PHW65_0591/PHT69,PHN11_PHW65_0591/PHT69,WIPV17/30965,1,PHN11_PHW65,PHT69,9,17,2192,0.9336105
443,MIH119_2193,WIPV17/30773,PHN11_PHW65_0049/PHT69,PHN11_PHW65_0049/PHT69,WIPV17/30773,1,PHN11_PHW65,PHT69,8,17,2193,0.928686111
444,MIH119_2194,NA,PHW52/PHM49,PHW52/PHM49,NA,1,NA,NA,7,17,2194,0.929164583
445,MIH119_2195,WIPV17/30760,PHN11_PHW65_0011/PHT69,PHN11_PHW65_0011/PHT69,WIPV17/30760,1,PHN11_PHW65,PHT69,6,17,2195,0.920694861
446,MIH119_2196,WIPV18/30559,PHN11_PHW65_0372/PHT69,PHN11_PHW65_0372/PHT69,WIPV17/30921,1,PHN11_PHW65,PHT69,5,17,2196,0.946993472
447,MIH119_2197,WIPV17/30957,PHN11_PHW65_0499/PHT69,PHN11_PHW65_0499/PHT69,WIPV17/30957,1,PHN11_PHW65,PHT69,4,17,2197,0.926585833
448,MIH119_2198,WIPV17/30303,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0345/PHT69,WIPV17/30309,NA,PHN11_PHW65,PHT69,3,17,2198,0.88416875
449,MIH119_2199,WIPV17/30897,PHN11_PHW65_0319/PHT69,PHN11_PHW65_0319/PHT69,WIPV17/30897,1,PHN11_PHW65,PHT69,3,18,2199,0.898559583
450,MIH119_2200,WIPV17/30209,PHN11_PHW65_0105/PHT69,PHN11_PHW65_0105/PHT69,WIPV17/30209,1,PHN11_PHW65,PHT69,4,18,2200,0.891549444
451,MIH119_2201,WIPV17/30861,PHN11_PHW65_0241/PHT69,PHN11_PHW65_0241/PHT69,WIPV17/30861,1,PHN11_PHW65,PHT69,5,18,2201,0.921411806
452,MIH119_2202,WIPV17/30342,PHN11_PHW65_0431/PHT69,PHN11_PHW65_0431/PHT69,WIPV17/30342,1,PHN11_PHW65,PHT69,6,18,2202,0.931763056
453,MIH119_2203,WIPV18/30460,PHN11_PHW65_0352/PHT69,PHN11_PHW65_0352/PHT69,WIPV17/30312,1,PHN11_PHW65,PHT69,7,18,2203,0.920569028
454,MIH119_2204,NA,B37/OH43,B37/OH43,NA,1,NA,NA,8,18,2204,0.925232778
455,MIH119_2205,WIPV17/30759,PHN11_PHW65_0010/PHT69,PHN11_PHW65_0010/PHT69,WIPV17/30759,1,PHN11_PHW65,PHT69,9,18,2205,0.921125972
456,MIH119_2206,WIPV17/30833,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1,PHN11_PHW65,PHT69,10,18,2206,0.913065417
457,MIH119_2207,WIPV17/30922,PHN11_PHW65_0374/PHT69,PHN11_PHW65_0374/PHT69,WIPV17/30922,1,PHN11_PHW65,PHT69,11,18,2207,0.908572778
458,MIH119_2208,WIPV17/30868,PHN11_PHW65_0257/PHT69,PHN11_PHW65_0257/PHT69,WIPV17/30868,1,PHN11_PHW65,PHT69,12,18,2208,0.914375972
459,MIH119_2209,WIPV17/30359,PHN11_PHW65_0512/PHT69,PHN11_PHW65_0512/PHT69,WIPV17/30359,1,PHN11_PHW65,PHT69,13,18,2209,0.899109167
460,MIH119_2210,WIPV17/30763,PHN11_PHW65_0017/PHT69,PHN11_PHW65_0017/PHT69,WIPV17/30763,1,PHN11_PHW65,PHT69,14,18,2210,0.909833333
461,MIH119_2211,WIPV17/30880,PHN11_PHW65_0282/PHT69,PHN11_PHW65_0282/PHT69,WIPV17/30880,1,PHN11_PHW65,PHT69,15,18,2211,0.904847639
462,MIH119_2212,WIPV18/30631,PHN11_PHW65_0075/PHT69,PHN11_PHW65_0075/PHT69,WIPV17/30792,1,PHN11_PHW65,PHT69,16,18,2212,0.919559444
463,MIH119_2213,WIPV17/30766,PHN11_PHW65_0023/PHT69,PHN11_PHW65_0027/PHT69,WIPV17/30767,NA,PHN11_PHW65,PHT69,17,18,2213,0.928891667
464,MIH119_2214,WIPV17/30966,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0639/PHT69,WIPV17/30971,NA,PHN11_PHW65,PHT69,18,18,2214,0.901518889
465,MIH119_2215,WIPV17/30961,PHN11_PHW65_0541/PHT69,PHN11_PHW65_0541/PHT69,WIPV17/30961,1,PHN11_PHW65,PHT69,19,18,2215,0.920943333
466,MIH119_2216,WIPV18/30449,PHN11_PHW65_0552/PHT69,PHN11_PHW65_0552/PHT69,WIPV17/30963,1,PHN11_PHW65,PHT69,20,18,2216,0.897090139
467,MIH119_2217,WIPV18/30540,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1,PHN11_PHW65,PHT69,21,18,2217,0.88631625
