,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L2.End.Angle,RPlant.L2.End.Length,RPlant.L2.Mid.Angle,RPlant.L2.Mid.Length,RPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
166,MIH119_1167,4,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0048/PHT69,WIPV17/30772,1.0,75.0,45.0,42.0,46.0,22.0,0.01648572421411343,2.2285782128044467,-0.14780893594825248,1.9787163208036338,30.780007892507477,43.466662183008076,34.18466197196013,11.646857029613432,75.64274576325514,48.722904117276336,26.919841645978806,0.0
167,MIH119_1168,3,7,1,PHN11_PHW65_0048/PHT69,PHN11_PHW65_0042/PHT69,WIPV17/30771,,70.0,61.0,47.0,56.0,25.0,0.009000393616263388,2.25,-0.06028308287464527,2.0253017562527185,40.95580729067355,57.321249867940416,38.19190816349992,20.863228742865793,84.21111341226512,59.237465799812426,24.973647612452694,0.0
168,MIH119_1169,3,8,1,PHN11_PHW65_0049/PHT69,PHN11_PHW65_0049/PHT69,WIPV17/30773,1.0,82.0,52.0,45.0,55.0,22.0,0.01029651805624909,2.25,-0.18674092017374602,2.025656965132674,38.890872965260115,51.49393957456166,38.89087296526011,7.237001249923403,93.47073352001036,58.25200176508079,35.218731754929564,0.0
169,MIH119_1170,4,8,1,PHN11_PHW65_0056/PHT69,PHN11_PHW65_0056/PHT69,WIPV17/30776,1.0,90.0,37.0,45.0,46.0,16.0,0.01287349467439534,2.25,-1.0353746230352352,2.3011499805026268,32.526911934581186,37.0,32.526911934581186,0.0,81.99035269085132,48.71985602170394,33.27049666914737,0.0
170,MIH119_1171,5,8,1,PHN11_PHW65_0058/PHT69,PHN11_PHW65_0058/PHT69,WIPV17/30778,1.0,60.0,64.0,40.0,68.0,21.0,0.01350762143631673,2.185929273368535,-0.14240601049520668,2.0111434489065076,43.70955745868468,55.42562584220408,52.09102213209051,31.999999999999996,96.15240378217321,71.88701103409159,24.265392748081617,0.0
171,MIH119_1172,6,8,1,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1.0,77.0,44.0,39.0,53.0,22.0,0.03647163127441571,2.0042858146673868,-0.5819895473116029,1.7684185276749267,33.353980725641385,42.87228285055035,41.18873595721945,9.89784639113006,88.75562598721433,55.495908666770084,33.259717320444246,0.0
172,MIH119_1173,7,8,1,PHN11_PHW65_0062/PHT69,PHN11_PHW65_0062/PHT69,WIPV17/30781,1.0,80.0,48.0,42.0,49.0,26.0,0.057958889450270515,1.8461018709973958,-0.37142624105369154,1.6181909196488582,32.78739971158405,47.27077214458598,36.414096448392314,8.335112528012656,83.10423626558268,50.8612300670183,32.24300619856438,0.0
173,MIH119_1174,8,8,1,PHN11_PHW65_0064/PHT69,PHN11_PHW65_0064/PHT69,WIPV17/30183,1.0,82.0,37.0,40.0,44.0,30.0,0.26189104475674657,1.4533631938113547,-2.0193063672396967,1.247747880408633,28.282654826207732,36.63991854343811,33.70595549723503,5.149404735522421,74.51180699050119,44.69445273724954,29.81735425325164,0.0
174,MIH119_1175,9,8,1,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1.0,67.0,41.0,22.0,51.0,19.0,1.484119265530981,1.1733773599367712,-2.023511993469295,0.9359426518140216,19.10493626421152,37.740698991550055,47.28637658290615,16.019976268060223,87.50002837727652,51.08636806028133,36.41366031699519,0.0
175,MIH119_1176,10,8,1,PHN11_PHW65_0066/PHT69,PHN11_PHW65_0066/PHT69,WIPV17/30785,,70.0,54.0,40.0,47.0,34.0,0.5188023145800187,1.2440163618768716,-0.8196725891500246,1.013582349313439,30.21101765526735,50.74340152243906,36.00408882659197,18.46908773958611,74.26809743239407,47.26648636758954,27.00161106480453,0.0
176,MIH119_1177,11,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0070/PHT69,WIPV17/30787,,85.0,43.0,40.0,53.0,20.0,0.014479623246665713,2.25,-0.45351691323192084,2.0254652314471455,34.067743313386586,42.83637201794506,40.60035548530583,3.7476969381493013,94.82428644324754,56.21197068669295,38.612315756554594,0.0
177,MIH119_1178,12,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0069/PHT69,WIPV17/30786,1.0,67.0,50.0,43.0,49.0,23.0,0.016082077099774557,2.196867871843751,-0.117116546069464,1.9475911232317331,33.417919643062426,46.02524267262202,35.836331379339356,19.536556424463686,73.31078690496709,51.80353051006835,21.507256394898743,0.0
178,MIH119_1179,13,8,1,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1.0,55.0,51.0,35.0,69.0,24.0,0.1737529058349464,1.5726918801839491,0.0,0.0,39.57677410822218,41.776754258738585,56.52149105594044,29.252398253903348,70.4938203437326,70.4938203437326,0.0,1.0
179,MIH119_1180,14,8,1,PHN11_PHW65_0074/PHT69,PHN11_PHW65_0074/PHT69,WIPV17/30791,1.0,45.0,53.0,33.0,60.0,28.0,0.7116869422513918,1.221358047323423,-2.693320784635602,0.9960487819452853,32.67834210090163,37.47665940288702,50.320234076725434,37.476659402887016,73.96923242805867,60.25859525610211,13.710637171956563,0.0
180,MIH119_1181,15,8,1,PHN11_PHW65_0075/PHT69,PHN11_PHW65_0075/PHT69,WIPV17/30792,1.0,88.0,68.0,55.0,45.0,33.0,0.009261001965100914,2.1991550787238148,-0.028126890040298305,1.9566997521798573,36.86184199300463,67.95857623729852,25.810939635797073,2.3731657757700657,87.50997407677134,47.09936378678849,40.41061028998284,0.0
181,MIH119_1182,16,8,1,PHN11_PHW65_0076/PHT69,PHN11_PHW65_0080/PHT69,WIPV17/30796,,60.0,45.0,27.0,60.0,20.0,0.523461275044918,1.3999096671234097,-1.722875883728107,1.1731790654374932,27.23942998437281,38.97114317029974,53.460391451302065,22.499999999999996,93.76850962591624,60.60864949082118,33.15986013509506,0.0
182,MIH119_1183,17,8,1,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1.0,80.0,46.0,40.0,51.0,26.0,0.09645109234352926,1.720409197270548,-0.7182704672968943,1.4907481289191755,32.78216809401351,45.30115663856157,39.068266599067876,7.987816172678795,86.46152086791707,52.574035925274174,33.88748494264289,0.0
183,MIH119_1184,18,8,1,PHN11_PHW65_0079/PHT69,PHN11_PHW65_0079/PHT69,WIPV17/30795,1.0,90.0,33.0,50.0,36.0,32.0,0.04139370779052696,1.9072044243372352,-1.207303459054829,1.7468922698718106,27.577599952283208,33.0,23.140353948715415,0.0,61.40428855682808,37.361848368703235,24.042440188124846,0.0
184,MIH119_1185,19,8,1,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1.0,70.0,51.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.5142831612389156,1.5035900960980628,36.76955262170048,47.92432366008133,36.76955262170047,17.443027309609104,76.28068119035784,53.60421351328149,22.67646767707634,0.0
185,MIH119_1186,20,8,1,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1.0,85.0,49.0,50.0,52.0,31.0,0.022392511454409195,1.983411052172061,-0.5726745682761819,1.7905215626691822,39.834311042186854,48.81354020649553,33.42495570370004,4.2706313946352505,85.223747314346,54.17126544880613,31.052481865539868,0.0
186,MIH119_1187,21,8,1,PHN11_PHW65_0086/PHT69,PHN11_PHW65_0086/PHT69,WIPV17/30799,1.0,75.0,69.0,62.0,71.0,23.0,0.003014274291772896,2.25,-0.8502147317964412,2.1083737756607137,62.68927909298382,66.64888201394571,33.332480957798246,17.85851411207393,90.0042170263149,73.65612076116876,16.348096265146133,0.0
187,MIH119_1188,22,8,1,PHN11_PHW65_0087/PHT69,PHN11_PHW65_0087/PHT69,WIPV17/30800,1.0,72.0,45.0,40.0,53.0,28.0,0.15499329053690772,1.5781168834174566,-1.4718891330716346,1.3374521043515843,34.067743313386586,42.79754323328191,40.60035548530583,13.905764746872633,82.41528748640857,54.202905596544774,28.212381889863796,0.0
188,MIH119_1189,23,8,1,PHN11_PHW65_0088/PHT69,PHN11_PHW65_0088/PHT69,WIPV17/30801,1.0,85.0,48.0,40.0,44.0,23.0,0.045535387641635824,1.976794851270834,-0.1457681129513388,1.7868597916792548,28.282654826207732,47.81734550840379,33.70595549723503,4.183475651887592,82.5799192922,46.00543722416923,36.574482068030775,0.0
189,MIH119_1190,24,8,1,PHN11_PHW65_0092/PHT69,PHN11_PHW65_0089/PHT69,WIPV17/30802,,75.0,56.0,48.0,48.0,37.0,0.16553893224159247,1.4738325866309012,-0.47868114508453263,1.237694472953392,35.67095162291493,54.09184627218782,32.118269105225195,14.493866525741161,74.40140122751134,48.77071187484448,25.630689352666852,0.0
190,MIH119_1191,25,8,1,PHN11_PHW65_0096/PHT69,PHN11_PHW65_0096/PHT69,WIPV17/30805,1.0,45.0,49.0,35.0,62.0,29.0,0.5578819869318083,1.2632078375313567,0.0,0.0,35.56173905376486,34.64823227814083,50.78742674591749,34.648232278140824,62.37938600317331,62.37938600317331,0.0,1.0
191,MIH119_1192,26,8,1,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1.0,60.0,53.0,42.0,56.0,12.0,0.011979506023805158,2.25,-0.18586019952833072,2.063519055172553,37.47131395609606,45.899346400575254,41.61611022673407,26.499999999999996,77.46480463576123,59.37859074153952,18.086213894221707,0.0
192,MIH119_1193,27,8,1,PHN11_PHW65_0101/PHT69,PHN11_PHW65_0101/PHT69,WIPV17/30807,1.0,59.0,57.0,30.0,52.0,19.0,0.1909773027124592,1.676746932009576,-0.1706482793450869,1.444494173765899,26.000000000000007,48.858536140020405,45.033320996790806,29.357170269873087,81.36963505501367,53.31318204425186,28.05645301076182,0.0
193,MIH119_1194,28,8,1,PHN11_PHW65_0103/PHT69,PHN11_PHW65_0103/PHT69,WIPV17/30808,1.0,86.0,54.0,40.0,52.0,20.0,0.014828523825660725,2.25,-0.08550190730085837,2.0030743796775026,33.42495570370005,53.86845871403051,39.834311042186854,3.7668495821827666,98.36279231481302,55.15136746618931,43.21142484862373,0.0
194,MIH119_1195,29,8,1,PHN11_PHW65_0105/PHT69,PHN11_PHW65_0105/PHT69,WIPV17/30209,1.0,82.0,39.0,45.0,46.0,14.0,0.01287349467439534,2.25,-0.7236733835727921,2.004680420835022,32.526911934581186,38.62045468092124,32.526911934581186,5.427750937442552,76.9799960574023,48.71985602170394,28.260140035698356,0.0
195,MIH119_1196,30,8,1,PHN11_PHW65_0106/PHT69,PHN11_PHW65_0118/PHT69,WIPV17/30817,,82.0,51.0,45.0,55.0,24.0,0.010446993182219531,2.2460367739042155,-0.2125199622504742,2.042311059561517,38.890872965260115,50.50367150582009,38.89087296526011,7.0978281489633375,93.16347819343633,58.24066266331198,34.92281553012435,0.0
196,MIH119_1197,30,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0110/PHT69,WIPV17/30813,,90.0,44.0,55.0,31.0,30.0,0.012283411901529668,2.25,-0.051118341531861386,2.0016199821819,25.393713372958747,44.0,17.780869526882427,0.0,59.415694928579796,32.51572924450683,26.899965684072956,0.0
197,MIH119_1198,29,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0113/PHT69,WIPV17/30814,,82.0,33.0,31.0,43.0,16.0,0.05591249041336728,2.0954500015319044,-0.3015675207329691,1.9846600917491428,22.146637221132337,32.67884626847182,36.85819393019082,4.59271233168216,79.91437467644738,45.08190031751144,34.83247435893593,0.0
199,MIH119_1200,27,9,1,PHN11_PHW65_0114/PHT69,PHN11_PHW65_0114/PHT69,WIPV17/30815,1.0,90.0,42.0,56.0,38.0,26.0,0.009037330710997993,2.25,-0.19058748730676203,2.005049584080933,31.503427757091586,42.0,21.249330331888377,0.0,64.42621370271061,39.8021282394882,24.624085463222414,0.0
200,MIH119_1201,26,9,1,PHN11_PHW65_0117/PHT69,PHN11_PHW65_0117/PHT69,WIPV17/30816,1.0,90.0,43.0,55.0,40.0,45.0,0.15718127173704455,1.4281480067421142,-1.8748208304368081,1.076877579756283,32.76608177155967,43.0,22.943057454041842,0.0,65.6023157612246,40.47039309215284,25.131922669071766,0.0
201,MIH119_1202,25,9,1,PHN11_PHW65_0119/PHT69,PHN11_PHW65_0136/PHT69,WIPV17/30823,,58.0,51.0,45.0,61.0,25.0,0.013456840506909512,2.144506920509559,0.0,0.0,43.1335136523794,43.250452903977724,43.13351365237939,27.02588247589345,64.26805400433935,64.26805400433935,0.0,1.0
202,MIH119_1203,24,9,1,PHN11_PHW65_0125/PHT69,PHN11_PHW65_0125/PHT69,WIPV17/30819,1.0,90.0,48.0,71.0,36.0,44.0,0.004187994904207354,2.25,-0.0586592140251686,2.0093931891471093,34.038668721575405,48.0,11.720453560457642,0.0,55.75847240508129,36.74412959093769,19.01434281414361,0.0
203,MIH119_1204,23,9,1,PHN11_PHW65_0129/PHT69,PHN11_PHW65_0129/PHT69,WIPV17/30820,1.0,70.0,62.0,40.0,56.0,22.0,0.02513861354464259,2.0768444658333474,-0.06613386555042602,1.8669220042391135,35.9961061424462,58.26094248872632,42.89848881466277,21.20524888619146,91.13670718802827,58.866231205921764,32.2704759821065,0.0
204,MIH119_1205,22,9,1,PHN11_PHW65_0137/PHT69,PHN11_PHW65_0137/PHT69,WIPV17/30824,1.0,90.0,35.0,46.0,37.0,26.0,0.02422107175150887,2.123151780436619,-0.38226207227573866,1.9790627123705191,26.615572612530094,35.0,25.702359706982897,0.0,66.65941706245769,38.91997684769719,27.73944021476051,0.0
205,MIH119_1206,21,9,1,PHN11_PHW65_0139/PHT69,PHN11_PHW65_0139/PHT69,WIPV17/30826,1.0,80.0,65.0,55.0,58.0,27.0,0.005613531198678202,2.25,-0.06921412728901168,2.054850715055574,47.51081856876152,64.01250394579353,33.26743330836067,11.287131548350471,89.6830037081852,60.83588052198052,28.84712318620467,0.0
206,MIH119_1207,20,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0140/PHT69,WIPV17/30827,1.0,65.0,56.0,50.0,60.0,22.0,0.007011436562702642,2.25,-0.6374905005737938,2.011694429720752,45.96266658713868,50.753236074052396,38.56725658119235,23.66662265747917,79.37852581440826,63.30692955118155,16.071596263226724,0.0
208,MIH119_1209,18,9,1,PHN11_PHW65_0144/PHT69,PHN11_PHW65_0144/PHT69,WIPV17/30230,1.0,82.0,39.0,41.0,45.0,20.0,0.01671639627332134,2.25,-0.30225041474325753,2.059572129593407,29.522656304572834,38.62045468092124,33.961931110024736,5.427750937442552,78.52048924622486,47.72347528506727,30.797013961157578,0.0
209,MIH119_1210,17,9,1,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1.0,35.0,78.0,35.0,78.0,22.0,0.08804354479414188,1.7330744724858405,0.0,0.0,44.7389620353816,44.7389620353816,63.893859454541364,63.893859454541364,80.3959325902414,80.3959325902414,0.0,1.0
210,MIH119_1211,16,9,1,PHN11_PHW65_0155/PHT69,PHN11_PHW65_0155/PHT69,WIPV17/30835,1.0,90.0,54.0,55.0,42.0,40.0,0.05841482659025097,1.702000517791175,-0.30594892171072446,1.4674601517670445,34.40438586013766,54.0,24.090210326743936,0.0,74.57232417668477,43.00639511650715,31.565929060177613,0.0
211,MIH119_1212,15,9,1,PHN11_PHW65_0167/PHT69,PHN11_PHW65_0167/PHT69,WIPV17/30237,1.0,90.0,39.0,45.0,43.0,25.0,0.02007934329167321,2.144506920509559,-0.42417044490601835,1.98606433368222,30.405591591021544,39.0,30.40559159102154,0.0,77.60931164263582,45.30371019978019,32.30560144285563,0.0
212,MIH119_1213,14,9,1,PHN11_PHW65_0167/PHT69,PHN11_PHW65_0154/PHT69,WIPV17/30234,,56.0,67.0,38.0,66.0,20.0,0.018301997993956293,2.1465646169716632,-0.0742457321657444,1.9530583333692462,40.63365737149345,55.5455173611878,52.00870973804365,37.465924532540036,91.34282803632217,69.62067742266345,21.722150613658727,0.0
213,MIH119_1214,13,9,1,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1.0,22.0,30.0,20.0,57.0,20.0,2.7474774194546194,1.0000000000000002,0.0,0.0,19.495148169563123,11.238197802477366,53.562479384796774,27.81551563700362,57.0,57.0,0.0,1.0
214,MIH119_1215,12,9,1,PHN11_PHW65_0172/PHT69,PHN11_PHW65_0172/PHT69,WIPV17/30839,1.0,70.0,43.0,44.0,50.0,24.0,0.016371129095775587,2.1689725003631946,-0.6300087702487429,2.027141394228976,34.732918522949866,40.406782693794064,35.966990016932556,14.706866163003754,75.26043038644264,52.76729049692512,22.49313988951752,0.0
215,MIH119_1216,11,9,1,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1.0,58.0,54.0,30.0,55.0,15.0,0.03771919286349934,2.1547005383792524,-0.06553184745891323,1.9508964783472686,27.500000000000007,45.794597192447,47.63139720814412,28.615640268593065,85.31514186499663,57.78073553746711,27.534406327529517,0.0
216,MIH119_1217,10,9,1,PHN11_PHW65_0178/PHT69,PHN11_PHW65_0178/PHT69,WIPV17/30841,1.0,80.0,52.0,50.0,38.0,25.0,0.012409851260087312,2.25,-0.029643006021987522,2.0198565209330717,29.109688838521166,51.21000315663482,24.42592916808849,9.029705238680377,68.06412079583859,40.09438871574832,27.96973208009027,0.0
217,MIH119_1218,9,9,1,PHN11_PHW65_0180/PHT69,PHN11_PHW65_0180/PHT69,WIPV17/30843,1.0,90.0,48.0,48.0,48.0,31.0,0.043401106981585724,1.8483696212719356,-0.5435458676471143,1.6238591422948543,35.67095162291493,48.0,32.118269105225195,0.0,84.6790893234986,49.72826629786309,34.95082302563553,0.0
218,MIH119_1219,8,9,1,PHN11_PHW65_0184/PHT69,PHN11_PHW65_0184/PHT69,WIPV17/30844,1.0,80.0,59.0,50.0,61.0,45.0,0.40148085292249713,1.1917535925942098,-2.8888446887759587,0.9481007375905482,46.72871103025766,58.10365742772027,39.2100441908789,10.245242482348889,92.33715764866844,61.213973290941674,31.123184357726753,0.0
219,MIH119_1220,7,9,1,PHN11_PHW65_0190/PHT69,PHN11_PHW65_0190/PHT69,WIPV17/30246,1.0,90.0,42.0,40.0,39.0,30.0,0.2766122890955779,1.4533631938113547,-0.9897994289863155,1.2043489616939849,25.068716777775034,42.0,29.87573328164014,0.0,74.07092108195798,39.61553765347118,34.45538342848679,0.0
220,MIH119_1221,6,9,1,PHN11_PHW65_0194/PHT69,PHN11_PHW65_0194/PHT69,WIPV17/30247,1.0,90.0,44.0,45.0,43.0,35.0,0.23178025320850318,1.4281480067421146,-1.386554231271051,1.183221771427724,30.405591591021544,44.0,30.40559159102154,0.0,76.9899282422686,43.612341193653954,33.37758704861465,0.0
221,MIH119_1222,5,9,1,PHN11_PHW65_0205/PHT69,PHN11_PHW65_0205/PHT69,WIPV17/30848,1.0,75.0,60.0,45.0,56.0,30.0,0.06767405013233516,1.732050807568877,-0.3087763251021765,1.4969048710307593,39.59797974644666,57.9555495773441,39.597979746446654,15.529142706151244,88.54066432228046,57.727614552764685,30.813049769515782,0.0
222,MIH119_1223,4,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0206/PHT69,WIPV17/30849,1.0,90.0,35.0,40.0,44.0,30.0,0.26189104475674657,1.4533631938113547,-3.0680148300369816,1.2582835181487526,28.282654826207732,35.0,33.70595549723503,0.0,79.10483212553339,44.69445273724954,34.410379388283864,0.0
223,MIH119_1224,3,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0209/PHT69,WIPV17/30250,,75.0,62.0,45.0,58.0,30.0,0.06595773582857792,1.732050807568877,-0.3192415080264124,1.4838401464849016,41.01219330881976,59.88740122992223,41.012193308819754,16.046780796356288,91.62446143757779,59.78931507250628,31.835146365071513,0.0
224,MIH119_1225,3,10,1,PHN11_PHW65_0211/PHT69,PHN11_PHW65_0211/PHT69,WIPV17/30851,1.0,65.0,56.0,40.0,58.0,30.0,0.23106185481299174,1.4533631938113545,-0.8927234381988186,1.209997965682283,37.28168136181928,50.753236074052396,44.43057770090073,23.66662265747917,83.76353372083739,58.91541497182893,24.84811874900846,0.0
225,MIH119_1226,4,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0212/PHT69,WIPV17/30852,1.0,90.0,53.0,50.0,40.0,35.0,0.07593121726336252,1.7020005177911748,-0.26664996306111327,1.4703802875643506,30.64177772475912,53.0,25.71150438746157,0.0,75.72875014326875,41.08599111177255,34.64275903149621,0.0
226,MIH119_1227,5,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0237/PHT69,WIPV17/30860,,90.0,42.0,45.0,38.0,20.0,0.01634610376604802,2.25,-0.09270708533115972,2.08686039125677,26.870057685088806,42.0,26.870057685088803,0.0,72.51670442161256,40.246837583146736,32.26986683846583,0.0
227,MIH119_1228,6,10,1,PHN11_PHW65_0217/PHT69,PHN11_PHW65_0217/PHT69,WIPV17/30854,1.0,70.0,57.0,40.0,53.0,30.0,0.24070127304183414,1.4533631938113547,-0.5684108056425614,1.2169208245394116,34.067743313386586,53.56247938479678,40.60035548530583,19.495148169563116,82.70094578498018,53.836499888050575,28.864445896929602,0.0
228,MIH119_1229,7,10,1,PHN11_PHW65_0221/PHT69,PHN11_PHW65_0221/PHT69,WIPV17/30255,1.0,85.0,45.0,55.0,50.0,35.0,0.014758185382728023,2.039606729161475,-4.960199937122679,1.1877285232198533,40.95760221444959,44.82876141412855,28.678821817552304,3.9220084236446175,77.04247683949444,51.974606998936814,25.067869840557616,0.0
229,MIH119_1230,8,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0216/PHT69,WIPV17/30253,,55.0,51.0,35.0,54.0,20.0,0.05989556389275688,1.923804400163087,-0.2526441855036561,1.7154675331089608,30.973127562956492,41.776754258738585,44.23421039160556,29.252398253903348,75.26790859092583,56.24375170664313,19.024156884282704,0.0
230,MIH119_1231,9,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0224/PHT69,WIPV17/30857,1.0,90.0,36.0,35.0,44.0,25.0,0.28281867474731176,1.5015999114836838,-1.7918291845088052,1.2632008794467968,25.23736319944603,36.0,36.04268994871564,0.0,82.48846333882373,44.780737799566225,37.70772553925751,0.0
231,MIH119_1232,10,10,1,PHN11_PHW65_0225/PHT69,PHN11_PHW65_0225/PHT69,WIPV17/30858,1.0,90.0,53.0,40.0,51.0,25.0,0.07319853775563244,1.7994549660566952,-0.3115320052719306,1.6070045948925837,32.78216809401351,53.0,39.068266599067876,0.0,97.67761128679206,52.80697255703771,44.87063872975435,0.0
232,MIH119_1233,11,10,1,PHN11_PHW65_0227/PHT69,PHN11_PHW65_0227/PHT69,WIPV17/30859,1.0,80.0,41.0,35.0,49.0,20.0,0.06552047847073957,1.923804400163087,-0.45984096261359614,1.7045974351170943,28.10524538120126,40.37711787350053,40.138450170160596,7.119575284344144,86.91550770780913,51.03599691899099,35.879510788818145,0.0
233,MIH119_1234,12,10,1,PHN11_PHW65_0241/PHT69,PHN11_PHW65_0241/PHT69,WIPV17/30861,1.0,70.0,38.0,35.0,56.0,30.0,0.6825556447652609,1.2127950320219432,-8.724015935000795,1.0383919208663497,32.120280435658586,35.70831958986452,45.87251448018354,12.996765446375411,89.30570782830395,56.23446021547782,33.071247612826134,0.0
234,MIH119_1235,13,10,1,PHN11_PHW65_0245/PHT69,PHN11_PHW65_0245/PHT69,WIPV17/30263,1.0,70.0,58.0,35.0,58.0,25.0,0.24622291834805324,1.5015999114836842,-0.6030957657884577,1.2521638399129198,33.26743330836068,54.502172005582686,47.51081856876152,19.837168312888785,94.11619364375949,59.02915437215551,35.087039271604,0.0
235,MIH119_1236,14,10,1,PHN11_PHW65_0250/PHT69,PHN11_PHW65_0250/PHT69,WIPV17/30865,1.0,75.0,52.0,35.0,56.0,25.0,0.25059525323038206,1.501599911483684,-0.8127085116246274,1.2726278396703503,32.120280435658586,50.22814296703155,45.87251448018354,13.458590345331078,94.33138932674336,56.993666290357034,37.33772303638634,0.0
236,MIH119_1237,15,10,1,PHN11_PHW65_0251/PHT69,PHN11_PHW65_0251/PHT69,WIPV17/30266,1.0,70.0,44.0,35.0,51.0,25.0,0.26263146168357904,1.5015999114836838,-1.1650541880059095,1.256837672025515,29.252398253903355,41.34647531457997,41.776754258738585,15.048886306329424,81.36208885692825,51.90494608586086,29.45714277106739,0.0
237,MIH119_1238,16,10,1,PHN11_PHW65_0257/PHT69,PHN11_PHW65_0257/PHT69,WIPV17/30868,1.0,90.0,55.0,45.0,46.0,35.0,0.2251833340482805,1.4281480067421144,-0.7906433110265851,1.1942788453614777,32.526911934581186,55.0,32.526911934581186,0.0,86.32961958962619,46.655062672280984,39.674556917345214,0.0
238,MIH119_1239,17,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0260/PHT69,WIPV17/30870,1.0,60.0,55.0,40.0,61.0,20.0,0.012146182579929192,2.25,-0.26618212359899773,2.008653228974645,39.210044190878904,47.63139720814413,46.72871103025766,27.499999999999996,86.43962541633658,64.69679645072208,21.74282896561452,0.0
239,MIH119_1240,18,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0261/PHT69,WIPV17/30871,,90.0,47.0,40.0,38.0,30.0,0.2798890226275215,1.4533631938113545,-0.645613492377122,1.221965786081979,24.425929168088494,47.0,29.109688838521166,0.0,75.61018917355125,38.59975463671551,37.01043453683573,0.0
240,MIH119_1241,19,10,1,PHN11_PHW65_0266/PHT69,PHN11_PHW65_0266/PHT69,WIPV17/30872,1.0,75.0,45.0,35.0,42.0,15.0,0.02675916012699878,2.25,-0.051414788563023964,2.0555348170895713,24.09021032674394,43.466662183008076,34.40438586013766,11.646857029613432,75.87621978609863,44.493227613011655,31.382992173086986,0.0
241,MIH119_1242,20,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0278/PHT69,WIPV17/30278,,85.0,52.0,45.0,50.0,25.0,0.016895946627215983,2.144506920509559,-0.12847225692230854,1.9571631316090334,35.35533905932738,51.80212430077077,35.35533905932737,4.532098622878225,88.96094954856122,52.67873279044208,36.28221675811913,0.0
242,MIH119_1243,21,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0277/PHT69,WIPV17/30877,,80.0,42.0,30.0,47.0,20.0,0.27212142205994555,1.5862568277145446,-0.6546079618820032,1.364211385655378,23.500000000000004,41.361925626512736,40.703193977868615,7.293223462011074,86.18841660742918,47.96198455164632,38.22643205578285,0.0
243,MIH119_1244,22,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0267/PHT69,WIPV17/30873,1.0,85.0,49.0,45.0,42.0,40.0,0.5219127523288488,1.1917535925942102,-1.564333458466383,0.945062791758041,29.698484809834998,48.81354020649553,29.698484809834994,4.2706313946352505,73.9783525769432,42.15564069517348,31.822711881769713,0.0
244,MIH119_1245,23,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0274/PHT69,WIPV17/30874,1.0,60.0,46.0,35.0,51.0,25.0,0.26263146168357904,1.5015999114836838,-0.9072824661963153,1.284182532123503,29.252398253903355,39.83716857408418,41.776754258738585,22.999999999999996,73.59111693262851,51.90494608586086,21.686170846767645,0.0
245,MIH119_1246,24,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0275/PHT69,WIPV17/30875,,90.0,36.0,45.0,34.0,35.0,0.25629672138304577,1.4281480067421146,-1.1945736773655569,1.2097846276143824,24.041630560342618,36.0,24.041630560342615,0.0,61.41942302082725,34.4841767577729,26.93524626305435,0.0
