plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,End.Angle,End.Length,Mid.Angle,Mid.Length,Stem.Angle,A1,N1,A2,N2,a,b,c,d,model_leaf_length
MIH119_1208,19,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0141/PHT69,WIPV17/30828,1.0,72.0,63.0,44.0,55.0,24.0,0.014645079127196129,2.1689725003631954,-0.011472662790632393,2.426511287643401,38.20621037524486,59.916560526594665,39.563689018625816,19.468070645621687,89.59262111728151
MIH119_1210,17,9,1,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1.0,60.0,73.5,45.0,69.0,24.0,0.007201057169906716,2.27338490554789,-0.20917801858109375,3.310893318543757,48.35819215492547,62.20830460992052,48.85121948865522,37.018795455691034,92.74921514487218
MIH119_1214,13,9,1,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1.0,68.5,65.0,41.0,64.0,20.0,0.007698456590273087,2.3971438738947,-0.49149862078208595,2.225897514215932,42.20137301293857,60.48123570651006,47.90916713290065,23.805434002368784,100.7088417481989
MIH119_1216,11,9,1,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1.0,70.0,58.0,49.0,58.5,22.5,0.0017593356034253738,2.9939814943771195,-0.5735407846951519,1.6306183080266092,44.01109407737187,53.852335070944406,38.20051915244884,19.046269418841376,85.53343516318216
MIH119_1218,9,9,1,PHN11_PHW65_0180/PHT69,PHN11_PHW65_0180/PHT69,WIPV17/30843,1.0,89.0,61.0,52.0,57.0,30.0,0.0076200215876252265,2.2169239376810483,-0.6002585990495445,1.4538270253611785,44.916612955583155,60.99070940453987,35.092704093562524,1.0645967926742943,97.9988982460268
MIH119_1219,8,9,1,PHN11_PHW65_0184/PHT69,PHN11_PHW65_0184/PHT69,WIPV17/30844,1.0,80.0,58.5,47.5,57.5,32.5,0.12276946572403838,1.7464849614864146,-0.7172333230691206,1.3722171728468466,42.074856160447126,57.611253551214176,38.46598328307121,10.158418393515424,91.74230025781675
MIH119_1220,7,9,1,PHN11_PHW65_0190/PHT69,PHN11_PHW65_0190/PHT69,WIPV17/30246,1.0,76.0,56.5,40.0,51.5,20.5,0.12987888780681753,2.3454405397956366,-0.06243765486313553,2.247184721307592,32.667155521093434,54.0222032729674,38.7961256483532,12.584321470667973,90.25856581467698
MIH119_1221,6,9,1,PHN11_PHW65_0194/PHT69,PHN11_PHW65_0194/PHT69,WIPV17/30247,1.0,72.0,56.0,45.0,56.0,27.0,0.028977649677314938,1.9626105055051508,-0.5946162904669605,1.3861280222087031,39.597979746446654,53.259164912528604,39.597979746446654,17.304951684997057,84.88044012644492
MIH119_1222,5,9,1,PHN11_PHW65_0205/PHT69,PHN11_PHW65_0205/PHT69,WIPV17/30848,1.0,75.0,65.5,49.0,60.5,27.5,0.00970770956539538,2.2229469982658205,-0.3778773925013799,1.5926072450443487,45.61290104416749,63.10633872328434,39.73162627954983,16.593486572604828,93.87783164252474
MIH119_1223,4,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0206/PHT69,WIPV17/30849,1.0,85.0,47.0,43.0,50.0,20.0,0.004325986005138527,2.5620641424640067,-1.1237405596099728,1.3225856688017423,34.09991800312493,46.82115081031204,36.56768508095853,4.096319909139933,88.85022312868242
MIH119_1224,3,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0209/PHT69,WIPV17/30250,,71.0,67.5,46.0,59.5,25.5,0.012289630365236743,2.1715943031313,-0.07210082183194086,2.3987147452603663,42.86087839465982,63.8269882458724,41.25682979406798,21.931249461207393,93.10298431631038
MIH119_1225,3,10,1,PHN11_PHW65_0211/PHT69,PHN11_PHW65_0211/PHT69,WIPV17/30851,1.0,69.0,58.5,42.0,59.5,21.5,0.10896292266546938,2.8181104119776097,-0.39286525136121675,2.3423627012373753,39.62043793681923,54.418920671582825,44.341971331900524,21.07626471532796,92.98883204485068
MIH119_1226,4,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0212/PHT69,WIPV17/30852,1.0,67.0,67.0,42.5,70.0,24.5,0.11026501024292104,2.0891611529413714,-0.6671730751093712,1.3631721943475381,46.59802877129894,61.26173598678931,51.43243454104727,25.87167009777797,102.9128739368084
MIH119_1227,5,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0237/PHT69,WIPV17/30860,,72.5,63.5,42.5,62.5,26.5,0.11352495137218319,1.904607779817554,-0.6064263735359163,1.356206778029689,42.13596033615896,60.45747758499998,46.080179005996996,19.222246154485525,97.99856766509916
MIH119_1229,7,10,1,PHN11_PHW65_0221/PHT69,PHN11_PHW65_0221/PHT69,WIPV17/30255,1.0,80.5,61.5,48.5,58.5,31.0,0.3440117722396498,2.1112932670985027,-1.0120597591892921,1.3623119300311899,43.29941295653445,60.65641531911308,36.90545942355834,10.137130978775183,93.32008503084805
MIH119_1230,8,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0216/PHT69,WIPV17/30253,,60.0,60.0,40.0,60.0,10.0,1.3000326608185895e-06,4.758770483143632,-6.923994239740247e-05,4.758770483143631,38.56725658119236,51.96152422706631,45.962666587138685,30.0,93.47817690603507
MIH119_1231,9,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0224/PHT69,WIPV17/30857,1.0,77.0,60.5,48.0,60.0,28.5,0.036238912222653186,2.0778364701015035,-0.9543110804928734,1.3613751041974713,44.73769982011682,58.85094128794802,39.85945599668142,13.667379271501417,93.22194840589702
MIH119_1232,10,10,1,PHN11_PHW65_0225/PHT69,PHN11_PHW65_0225/PHT69,WIPV17/30858,1.0,80.5,49.0,45.0,54.0,23.0,0.11933836986685417,2.8047509430618485,-1.0957921992739237,1.5765015808481861,38.03846542574897,48.33479605612876,38.03846542574897,8.035383608445352,90.29169338993411
MIH119_1233,11,10,1,PHN11_PHW65_0227/PHT69,PHN11_PHW65_0227/PHT69,WIPV17/30859,1.0,62.5,61.5,35.0,63.0,18.5,0.11349615423366763,2.165414026759914,-0.0518780799495294,2.515161478591918,35.85502209543945,54.549598596813745,51.51018113812309,28.273784375702384,98.20815491978985
MIH119_1234,12,10,1,PHN11_PHW65_0241/PHT69,PHN11_PHW65_0241/PHT69,WIPV17/30861,1.0,81.0,58.0,49.0,55.0,19.0,0.00014165536278845642,3.3409124415858664,-0.2507377293685022,1.6963848441241278,41.50902691225246,57.285923754517995,36.0832465944779,9.07319897233339,92.79336136321508
MIH119_1235,13,10,1,PHN11_PHW65_0245/PHT69,PHN11_PHW65_0245/PHT69,WIPV17/30263,1.0,72.5,60.0,35.5,60.0,20.0,0.4304991308052406,2.063132957799986,-0.043207592679976356,2.1323123210794557,34.11038109308154,57.2341364260072,48.13480943315825,17.817172907287812,102.85558634640046
MIH119_1236,14,10,1,PHN11_PHW65_0250/PHT69,PHN11_PHW65_0250/PHT69,WIPV17/30865,1.0,83.5,59.5,28.5,57.5,20.0,0.9116241484462573,1.5169286662563275,-0.06380636215798272,2.0023427291301523,27.31000456653384,59.10171228530378,50.180149139534194,6.694270081645472,115.18254480228032
MIH119_1237,15,10,1,PHN11_PHW65_0251/PHT69,PHN11_PHW65_0251/PHT69,WIPV17/30266,1.0,75.0,64.5,44.0,61.5,22.5,0.03363857760971164,2.4254188861568067,-0.3331192021785613,1.8748167183408697,42.84322611682038,61.91851287525379,43.913576638733204,17.17751224040222,99.64694360973161
MIH119_1238,16,10,1,PHN11_PHW65_0257/PHT69,PHN11_PHW65_0257/PHT69,WIPV17/30868,1.0,84.5,63.0,48.5,54.5,20.5,0.007129286295266511,3.304096927946505,-0.11999569065013646,2.043512522457732,40.60037087138129,62.509126646238784,36.20546427521416,6.097766284897559,98.46067386738818
MIH119_1239,17,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0260/PHT69,WIPV17/30870,1.0,69.5,62.5,39.5,64.0,17.0,0.005093301098676101,2.776636824976286,-0.13509145111716564,2.1350816904751504,40.687255195609,58.54742297045808,49.39874522393735,21.86669314444324,104.3480001965955
MIH119_1240,18,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0261/PHT69,WIPV17/30871,,72.5,72.0,39.0,60.5,19.5,0.035193336099086335,2.4665102302477226,-0.0013289700844776123,3.696664099595722,37.979924884946115,68.53668108094126,47.081560210037594,21.838213528972688,108.88862965287913
MIH119_1241,19,10,1,PHN11_PHW65_0266/PHT69,PHN11_PHW65_0266/PHT69,WIPV17/30872,1.0,76.0,67.5,46.5,57.5,22.5,0.007915775911485025,2.5979448633832387,-0.4558220439922543,2.6171686313040166,41.75780026909731,65.45332042939711,39.50036658598196,16.454245821660475,98.33463660723697
MIH119_1242,20,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0278/PHT69,WIPV17/30278,,78.0,59.0,47.5,58.0,24.5,0.007975602255650097,2.4106146574543086,-0.7934099344490296,1.3076049033256543,42.75085433582646,57.66426169454318,39.11477774956951,12.096401679117736,92.81215679152064
MIH119_1243,21,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0277/PHT69,WIPV17/30877,,82.5,59.5,47.5,55.5,27.5,0.015304387040333232,2.104342346492735,-0.6311272740019522,1.3462956003259468,40.776805566096584,58.937669656612506,37.57212789685317,7.737293523604189,93.6002297820978
MIH119_1244,22,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0267/PHT69,WIPV17/30873,1.0,80.5,58.5,47.5,54.0,27.5,0.03693444652046838,2.143887317214645,-0.6031016677944798,1.3358899929671475,39.83402071818162,57.52631965571039,36.38282938207333,9.586829383446279,89.17356229575658
MIH119_1245,23,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0274/PHT69,WIPV17/30874,1.0,64.0,65.0,40.0,56.0,21.5,0.11315173261771903,2.196926174153286,-0.0057455336079978055,2.8978501242027717,34.25204441329599,53.54910080159942,43.25133445062793,25.66510557098983,86.69639082471525
MIH119_1246,24,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0275/PHT69,WIPV17/30875,,74.0,59.0,44.0,51.0,20.0,0.0028430138701864326,2.6532081030032355,-0.003213421933703374,2.86358994367713,35.42757689340887,56.71444006036082,36.68632981727121,16.262603993202948,87.14804704882452
MIH119_1247,25,10,1,PHN11_PHW65_0276/PHT69,PHN11_PHW65_0276/PHT69,WIPV17/30876,1.0,80.0,55.0,40.0,53.0,20.0,0.01190842345922156,2.3054072893322783,-0.14953151822923186,1.7782836184896391,34.067743313386586,54.164426415671436,40.600355485305826,9.550649771681169,94.55207611700091
MIH119_1248,26,10,1,PHN11_PHW65_0279/PHT69,PHN11_PHW65_0279/PHT69,WIPV17/30879,1.0,89.0,52.0,50.0,51.0,27.0,0.0062007409166372025,2.3389481207989014,-1.198374975314696,1.2820447553021488,39.06826659906788,51.992080148132345,32.7821680940135,0.9075251347387426,88.57266866283285
MIH119_1249,27,10,1,PHN11_PHW65_0282/PHT69,PHN11_PHW65_0282/PHT69,WIPV17/30880,1.0,83.0,44.0,45.0,54.0,20.0,0.0017206897953551364,2.747477419454622,-2.186529695130935,1.5909487555114972,38.18376618407357,43.67203067221817,38.18376618407356,5.362251109826489,91.93468911479677
MIH119_2002,30,10,2,PHN11_PHW65_0288/PHT69,PHN11_PHW65_0288/PHT69,WIPV17/30884,1.0,81.5,58.0,38.5,52.5,25.5,0.156890813040926,1.6854890346616576,-0.30566672202338385,1.634387494443964,32.612226794527196,57.14477544922189,40.405589996329674,7.51019974454554,95.97997439984488
MIH119_2003,30,11,2,PHN11_PHW65_0294/PHT69,PHN11_PHW65_0294/PHT69,WIPV17/30886,1.0,65.0,60.0,45.0,59.5,25.0,0.03492564907537403,2.2397641135117494,-0.27520983884024885,1.6390660744434533,42.07285348059958,54.318875171113355,42.072853480599576,24.944644586421404,84.69914266198018
MIH119_2004,29,11,2,PHN11_PHW65_0300/PHT69,PHN11_PHW65_0300/PHT69,WIPV17/30887,1.0,85.0,57.0,65.0,51.0,30.0,1.4113128277084195e-05,3.7143949435056256,-0.5696075350385825,1.430229657012435,46.22169713886914,56.783097791229494,21.553531348775675,4.9678773366165165,74.54458075603907
MIH119_2005,28,11,2,PHN11_PHW65_0301/PHT69,PHN11_PHW65_0301/PHT69,WIPV17/30888,1.0,70.5,47.0,34.0,54.0,17.5,0.12118027463735619,2.2510272405304486,-0.46504105818019503,1.956506828480604,29.891536883141463,44.19616447170621,44.81500554991677,15.34564914828708,91.16374114556075
MIH119_2006,27,11,2,PHN11_PHW65_0302/PHT69,PHN11_PHW65_0302/PHT69,WIPV17/30889,1.0,72.5,62.0,47.5,59.5,27.5,0.014201227731602983,2.1043423464927358,-0.7166545854953195,2.4319124357907067,43.69363918374142,57.143061333778824,40.30407626434935,20.05962718281294,89.10310654282713
MIH119_2007,26,11,2,PHN11_PHW65_0303/PHT69,PHN11_PHW65_0303/PHT69,WIPV17/30890,1.0,85.0,66.0,50.0,51.0,25.0,0.0028013978003285232,2.555723826860413,-0.02587516613940712,2.1167935891827017,39.06826659906788,65.74885007405521,32.7821680940135,5.752279021345439,94.51077889171994
MIH119_2010,23,11,2,PHN11_PHW65_0315/PHT69,PHN11_PHW65_0315/PHT69,WIPV17/30895,1.0,81.5,59.0,48.0,55.5,24.0,0.03351121985197253,2.646074865602695,-0.6372931117173329,1.7027989083156039,40.703461335052495,57.89317877076577,36.930475022601044,9.22449585424819,93.3742109436104
MIH119_2012,21,11,2,PHN11_PHW65_0320/PHT69,PHN11_PHW65_0320/PHT69,WIPV17/30898,1.0,71.0,62.5,45.0,62.5,20.0,0.11677503769981833,3.172513655429089,-0.5263702602938269,2.119462084634325,42.96281292110204,58.10235301515563,42.41377481542538,19.703539230722093,96.22282251485154
MIH119_2013,20,11,2,PHN11_PHW65_0322/PHT69,PHN11_PHW65_0322/PHT69,WIPV17/30900,1.0,73.0,61.0,45.0,60.0,21.0,0.002440612603840959,2.6050890646938027,-0.2321700021631906,1.6852100013166749,42.42640687119285,58.33459011374517,42.42640687119285,17.83467398808694,94.69214684989879
MIH119_2017,16,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0329/PHT69,WIPV17/30903,1.0,78.0,75.0,44.0,58.0,30.0,0.08619269098691883,1.672622022264792,-0.012191880521573224,2.1922736278163457,40.290185486621844,73.36107005503544,41.72170841964176,15.593376811331947,103.88442953558328
MIH119_2018,15,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0345/PHT69,WIPV17/30309,,58.0,54.0,35.0,61.0,26.0,0.303516415641127,1.4356382054941497,-0.7249417156500573,1.4212763350256306,34.988162617413806,45.79459719244701,49.9682747016285,28.61564026859307,86.06375377428249
MIH119_2019,14,11,2,PHN11_PHW65_0336/PHT69,PHN11_PHW65_0336/PHT69,WIPV17/30905,1.0,70.0,58.5,45.0,59.0,27.5,0.03955883708113729,1.9382788640392181,-0.7386291724426803,1.3631254809836197,41.719300090006314,54.83735573884279,41.7193000900063,19.727292204366467,87.41191281864779
MIH119_2020,13,11,2,PHN11_PHW65_0343/PHT69,PHN11_PHW65_0343/PHT69,WIPV17/30907,1.0,64.0,81.5,40.5,69.0,27.0,0.0948104819075434,1.6819460216371254,-0.0004365199562606317,3.287075470782292,44.554453626132144,72.96498987118697,52.408180470059975,35.29665695688968,106.6764482269877
MIH119_2021,12,11,2,PHN11_PHW65_0345/PHT69,PHN11_PHW65_0347/PHT69,WIPV17/30911,,65.0,55.5,45.0,59.5,24.5,0.010604139945308448,2.25055002439737,-0.8149833437438725,1.553957103651586,41.69705411245737,49.279056790041025,42.128453029470904,23.6498000450214,83.33166581431061
MIH119_2024,9,11,2,PHN11_PHW65_0353/PHT69,PHN11_PHW65_0353/PHT69,WIPV17/30913,1.0,69.0,62.0,40.0,62.0,23.5,0.03747434077330293,2.0111632337022205,-0.2932072027776627,1.7854695249533785,40.10177077817191,57.565999441747906,46.977887800434374,22.62055190992939,95.9235023311451
MIH119_2025,8,11,2,PHN11_PHW65_0354/PHT69,PHN11_PHW65_0354/PHT69,WIPV17/30914,1.0,60.0,59.0,37.5,61.0,24.5,0.11594961520395988,1.7043988697892263,-0.3333882632913383,1.568693767978611,36.50609665440988,50.57971565169454,48.218909575511915,28.60067751431883,87.46931687467938
MIH119_2026,7,11,2,PHN11_PHW65_0355/PHT69,PHN11_PHW65_0355/PHT69,WIPV17/30915,1.0,69.5,60.5,40.5,60.5,25.5,0.06062550245090118,1.8123794011553165,-0.3117854280872973,1.6758313257530997,39.379296688305004,56.425284473865716,45.68440133765552,21.30595856352501,93.32921903606055
MIH119_2027,6,11,2,PHN11_PHW65_0358/PHT69,PHN11_PHW65_0358/PHT69,WIPV17/30916,1.0,67.0,68.0,35.0,57.0,25.0,0.24838028882580596,1.5015999114836842,-0.0003991984163073607,3.1866579681470215,32.69385687200963,62.59433003476594,46.69166652447253,26.569716737270607,97.06211894613241
MIH119_2028,5,11,2,PHN11_PHW65_0365/PHT69,PHN11_PHW65_0365/PHT69,WIPV17/30919,1.0,77.0,68.5,47.5,61.0,30.5,0.03905207013030248,1.8761521796852354,-0.33363389398143944,1.721822401657979,44.75429935552124,66.71763028350874,41.36473643612917,15.107559281911897,99.71481244758243
MIH119_2029,4,11,2,PHN11_PHW65_0372/PHT69,PHN11_PHW65_0372/PHT69,WIPV17/30921,1.0,85.0,62.0,50.0,56.5,31.5,0.06921261557173636,2.006744936110072,-0.756453511309712,1.2788390918347807,43.088800503908374,61.76407128168823,36.2126834816459,5.403656050354806,95.11525160195526
MIH119_2030,3,11,2,PHN11_PHW65_0374/PHT69,PHN11_PHW65_0374/PHT69,WIPV17/30922,1.0,82.5,73.0,52.5,50.5,42.5,0.23794742773278083,1.4468770551926924,-0.15906836996279008,1.633560515631801,40.22536481143878,72.31228293783408,30.45365026244093,9.476096877672845,90.62030307836571
MIH119_2031,3,12,2,PHN11_PHW65_0382/PHT69,PHN11_PHW65_0382/PHT69,WIPV17/30924,1.0,55.0,57.0,32.5,62.0,20.5,0.1641820711829787,1.712831514190033,-0.3648422461651595,1.6321573622006331,32.256989296433964,44.8037815573654,52.33384083853632,32.00386501346574,88.1083949526785
MIH119_2033,5,12,2,PHN11_PHW65_0393/PHT69,PHN11_PHW65_0393/PHT69,WIPV17/30929,1.0,70.0,63.5,43.0,60.5,22.5,0.009863490024908954,2.263054606826795,-0.2274206460550561,2.0774540574500295,41.032111724294765,58.556083617144935,44.34687877421871,21.959445330007906,93.90485618281339
MIH119_2034,6,12,2,PHN11_PHW65_0395/PHT69,PHN11_PHW65_0395/PHT69,WIPV17/30930,1.0,66.5,60.5,37.0,64.0,16.0,0.0048837561044543605,2.7393601833844077,-0.05533946131699493,2.3221687525430137,38.50517377414105,55.42658904032624,51.0111279368506,24.20007228805588,102.94755846514437
MIH119_2035,7,12,2,PHN11_PHW65_0398/PHT69,PHN11_PHW65_0398/PHT69,WIPV17/30331,1.0,73.0,62.0,38.0,58.0,21.0,0.11716294731632897,2.1724543570417136,-0.02920955882846935,2.211179230533755,35.370739420666936,57.50819578242138,45.86753573507292,18.52293773857963,98.21741812940904
MIH119_2037,9,12,2,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0422/PHT69,WIPV17/30938,,80.0,49.0,40.0,50.0,16.0,0.0014900400930845585,2.926288173589226,-0.15728261610466235,1.8864497066739585,32.13938048432697,48.2555798975982,38.3022221559489,8.508760705679586,89.73805230545292
MIH119_2038,10,12,2,PHN11_PHW65_0407/PHT69,PHN11_PHW65_0407/PHT69,WIPV17/30933,1.0,65.0,43.0,35.0,53.5,18.0,0.03732189460749831,2.1828591413009573,-0.77003623353714,1.755771240085137,30.68633934478097,38.56510226875732,43.824634369461066,18.656362579862037,83.44604893963364
MIH119_2039,11,12,2,PHN11_PHW65_0410/PHT69,PHN11_PHW65_0410/PHT69,WIPV17/30935,1.0,78.0,65.0,44.0,54.0,29.0,0.07029077581062569,1.7421486664815136,-0.05949514359447231,1.8566058787538489,37.511552004785855,63.57959404769736,38.84434921828716,13.514259903154356,93.42189174853931
MIH119_2040,12,12,2,PHN11_PHW65_0418/PHT69,PHN11_PHW65_0418/PHT69,WIPV17/30336,1.0,86.0,54.0,43.0,51.0,34.0,0.2759054507630849,1.3825104692569932,-0.6183886212370726,1.3540747292730595,34.78191636318742,53.8684587140305,37.299038782577696,3.766849582182767,90.5472485520892
MIH119_2041,13,12,2,PHN11_PHW65_0423/PHT69,PHN11_PHW65_0423/PHT69,WIPV17/30939,1.0,62.5,69.5,40.0,70.0,24.5,0.04461560517529142,1.8828005783340624,-0.3514429296287046,2.1158944766021324,44.69038226898029,60.96917639073163,53.531104154746316,32.10642651004756,101.13428346035624
MIH119_2042,14,12,2,PHN11_PHW65_0424/PHT69,PHN11_PHW65_0424/PHT69,WIPV17/30940,1.0,67.5,64.0,43.0,58.5,25.5,0.03281901331598997,2.1178777120108796,-0.21804537132165255,2.946764389104533,39.37669460225182,58.52253893984759,42.673071399658994,24.52339039817814,89.9915368034732
MIH119_2044,16,12,2,PHN11_PHW65_0431/PHT69,PHN11_PHW65_0431/PHT69,WIPV17/30342,1.0,77.0,59.0,44.0,54.5,25.5,0.036669016893526946,2.080667830564049,-0.3312326416825548,1.9365367682430161,37.884500625441575,57.40904874404055,39.16773950591504,13.253923237775918,91.13088954207853
MIH119_2045,17,12,2,PHN11_PHW65_0443/PHT69,PHN11_PHW65_0432/PHT69,WIPV17/30943,,78.5,68.5,46.5,60.5,33.0,0.10292810461187175,1.6661079444499514,-0.5521555538853846,1.2784744562045558,43.65621415089083,66.79491500179363,41.72276532787983,13.069728430287842,99.45092640231798
MIH119_2047,19,12,2,PHN11_PHW65_0451/PHT69,PHN11_PHW65_0451/PHT69,WIPV17/30946,1.0,72.0,60.5,46.5,66.0,20.5,0.0008820392338821793,2.8203609684741178,-0.915803689050837,1.497166093701793,47.84028399776466,57.50926034969598,45.43482187641223,18.667543652188535,100.38105315857155
MIH119_2048,20,12,2,PHN11_PHW65_0453/PHT69,PHN11_PHW65_0453/PHT69,WIPV17/30947,1.0,84.0,60.5,53.0,60.0,34.0,0.030805731589817417,1.9924721049614798,-1.0562808238913415,1.3494383087099617,47.85246047022059,60.01836127744522,36.059415394718584,6.343254319916404,94.67929029079603
MIH119_2049,21,12,2,PHN11_PHW65_0455/PHT69,PHN11_PHW65_0455/PHT69,WIPV17/30948,1.0,82.0,68.0,52.5,58.0,31.5,0.010037862291206515,2.140484625462488,-0.31524286135818214,1.5629074075585274,46.05035953658614,67.25349440433408,35.17074057508673,9.769044506572595,94.99751264407536
MIH119_2054,26,12,2,PHN11_PHW65_0494/PHT69,PHN11_PHW65_0494/PHT69,WIPV17/30955,1.0,79.5,63.0,50.5,55.5,36.5,0.0754256398990429,1.6834706906772166,-0.502348457188257,1.3153526960494952,42.18535141580627,61.76467541840731,34.881868246237616,10.862537765578683,88.18340258317266
MIH119_2056,28,12,2,PHN11_PHW65_0512/PHT69,PHN11_PHW65_0512/PHT69,WIPV17/30359,1.0,86.0,56.0,41.5,53.5,26.5,0.05781987391028744,1.8503357881458788,-0.34031496697068114,1.6331147703475832,35.33753980021458,55.85020884637129,39.38415255383141,3.975407144746285,97.36027505659686
MIH119_2057,29,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0505/PHT69,WIPV17/30958,,63.0,62.5,44.0,62.5,30.0,0.27865422754596286,1.7900373448898024,-1.4422026511714559,1.476820103126843,42.63297739228466,51.62958514848687,45.50338869431319,29.601357446281828,82.81965000135973
MIH119_2058,30,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514/PHT69,WIPV17/30960,1.0,87.0,63.0,47.5,46.0,28.5,0.11512702918040774,2.1889208281418413,-0.04088001330458408,1.9725635316480123,33.94141582095952,62.87533538731631,30.98325181858099,3.2951566993256627,90.31041185494865
MIH119_2060,29,13,2,PHN11_PHW65_0548/PHT69,PHN11_PHW65_0548/PHT69,WIPV17/30962,1.0,76.5,53.5,42.0,48.5,22.5,0.039360084930579915,2.2263315345299652,-0.5604400197818268,1.7431969032570553,32.420097328336155,51.77817779035931,36.03224406454259,10.986750951701296,84.6495746315555
MIH119_2062,27,13,2,PHN11_PHW65_0591/PHT69,PHN11_PHW65_0591/PHT69,WIPV17/30965,1.0,68.0,63.0,45.0,62.0,31.0,0.08115868491700633,1.6642794823505176,-0.5421330742013678,1.3511722544136118,43.84062043356595,58.4125828377076,43.84062043356594,23.60021538520245,88.87043807153681
MIH119_2063,26,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0604/PHT69,WIPV17/30366,1.0,70.0,60.0,46.0,62.0,23.5,0.0072501644873766485,2.39215101983243,-0.6630098921829475,1.4669686248199643,44.73271112571322,56.381557247154504,42.71301245060481,20.521208599540124,91.57589502260714
MIH119_2064,25,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0626/PHT69,WIPV17/30969,,72.0,54.0,35.0,51.0,20.0,0.06314323000357751,1.923804400163087,-0.013965714214048084,2.420583193163934,29.252398253903355,51.35705187993829,41.776754258738585,16.68691769624716,88.87553211435505
MIH119_2065,24,13,2,PHN11_PHW65_0604/PHT69,PHW65_MoG_0001/PHT69,WIPV17/30973,,56.5,58.0,30.5,67.5,20.5,1.7499638966566655,1.5722534602547795,-0.7402134692294451,1.3788024295132795,32.62827784215777,47.26708915068071,56.62512974640395,28.24129732855123,101.56196023075688
MIH119_2066,23,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0639/PHT69,WIPV17/30971,,65.0,49.0,36.0,53.0,22.0,0.08841952544744525,1.7982558595139089,-0.4836943800255982,1.4799946356820626,31.152618371501077,44.40908156479585,42.877900701872214,20.708294825294274,81.06996069211998
MIH119_2067,22,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0663/PHT69,WIPV17/30972,,74.5,58.5,44.5,56.0,22.5,0.032612008074272655,2.6680251897239096,-0.2721322672730223,2.1926907944760465,39.26809686216659,56.373733122914146,39.92215475397741,15.6202359938601,91.39256091317469
MIH119_2070,19,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0012/PHT69,WIPV17/30978,,67.5,58.0,38.5,55.5,25.0,0.11212575083473628,1.707728420740072,-0.2773579160336515,1.9104993624822633,34.60942508770617,53.55070424372882,43.36283433323946,22.13421468771716,87.08917080616757
MIH119_2071,18,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0015/PHT69,WIPV17/30980,,66.0,50.5,33.5,58.5,16.5,0.0923174578769254,2.2557212880671966,-1.1284015767626825,1.63182880368913,31.009233099593967,43.58000679625736,48.858350021883,18.03008017644335,95.84095842135244
MIH119_2072,17,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0014/PHT69,WIPV17/30979,,74.0,57.0,45.0,52.0,19.0,0.0010446722608420623,2.904210877675823,-0.01592465018484279,2.4855252440197537,36.76955262170048,54.791916668484184,36.76955262170047,15.711329281568954,86.43307979806556
MIH119_2073,16,13,2,PHN11_PHW65_0614/PHT69,PHN11_PHW65_0614/PHT69,WIPV17/30368,1.0,70.0,57.0,44.0,54.0,21.0,0.0042578718364672365,2.5157052671474647,-0.048033900518742734,2.1610243901320247,37.511552004785855,53.56247938479678,38.84434921828716,19.495148169563123,84.49044265392376
MIH119_2074,15,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,65.0,52.0,39.0,55.0,23.0,0.044735442171759635,1.9984021140129185,-0.49575046518330956,2.2434454321266153,34.42300994554331,45.412775444464216,42.508877101129215,21.461900187200012,82.48675138277542
