,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L1.End.Angle,RPlant.L1.End.Length,RPlant.L1.Mid.Angle,RPlant.L1.Mid.Length,RPlant.L1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
171,MIH119_1172,6,8,1,PHN11_PHW65_0059/PHT69,PHN11_PHW65_0059/PHT69,WIPV17/30779,1.0,80.0,63.0,42.0,53.0,32.0,0.23024366047226322,1.4409476821780411,-0.5471658078355381,1.2045413907171656,35.46392213701949,62.04288843976911,39.38667575030189,10.939835193016611,92.89614243435611,53.8017954463271,39.094346988029024,0.0
172,MIH119_1173,7,8,1,PHN11_PHW65_0062/PHT69,PHN11_PHW65_0062/PHT69,WIPV17/30781,1.0,72.0,54.0,40.0,58.0,21.0,0.016311878010061603,2.1859292733685347,-0.1328968674082648,2.0197911471310723,37.28168136181928,51.35705187993829,44.43057770090073,16.68691769624716,93.6824146978337,61.315391764372244,32.367022933461456,0.0
173,MIH119_1174,8,8,1,PHN11_PHW65_0064/PHT69,PHN11_PHW65_0064/PHT69,WIPV17/30183,1.0,60.0,50.0,38.0,54.0,18.0,0.01603321041929858,2.25,-0.16609020810787464,2.0191391982483973,33.24571966758555,43.30127018922194,42.55258069476298,24.999999999999996,78.36971546469384,57.263661502076026,21.10605396261781,0.0
174,MIH119_1175,9,8,1,PHN11_PHW65_0065/PHT69,PHN11_PHW65_0065/PHT69,WIPV17/30784,1.0,53.0,69.0,40.0,73.0,24.0,0.03959070931690323,1.884648628593635,-0.4237406965521453,1.677268364870678,46.92349550711737,55.10585019326321,55.921244347685395,41.52523659749133,92.91789176137056,75.94423669776218,16.973655063608373,0.0
175,MIH119_1176,10,8,1,PHN11_PHW65_0066/PHT69,PHN11_PHW65_0066/PHT69,WIPV17/30785,,75.0,54.0,40.0,54.0,23.0,0.037279651671189996,1.976794851270834,-0.1667404967729265,1.7841726737867583,34.71053092307312,52.15999461960969,41.36639992842481,13.97622843553612,89.99390649555939,56.46121841148043,33.53268808407896,0.0
176,MIH119_1177,11,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0070/PHT69,WIPV17/30787,,65.0,53.0,44.0,61.0,19.0,0.009578255805661748,2.25,-0.5011866176013585,2.167897575709012,42.37416059799884,48.034312712942445,43.87972782065771,22.39876787225707,87.4319436158854,64.63762713669863,22.79431647918677,0.0
177,MIH119_1178,12,8,1,PHN11_PHW65_0069/PHT69,PHN11_PHW65_0069/PHT69,WIPV17/30786,1.0,90.0,57.0,43.0,42.0,20.0,0.016182788476658487,2.25,-0.03187971578607123,2.0540876902664427,28.643931122624934,57.0,30.71685546800516,0.0,88.39685446033,44.52148463519566,43.87536982513434,0.0
178,MIH119_1179,13,8,1,PHN11_PHW65_0071/PHT69,PHN11_PHW65_0071/PHT69,WIPV17/30788,1.0,52.0,86.0,33.0,85.0,20.0,0.07608891004388584,1.7842326983325338,-0.15090035281060965,1.5651867542376614,46.29431797627731,67.76892481017808,71.28699827536103,52.946886878006616,116.60007957920756,87.78693706668834,28.813142512519228,0.0
179,MIH119_1180,14,8,1,PHN11_PHW65_0074/PHT69,PHN11_PHW65_0074/PHT69,WIPV17/30791,1.0,90.0,46.0,35.0,43.0,20.0,0.0739234605806539,1.9238044001630867,-0.1769455144284432,1.7297144072338149,24.663786763094986,46.0,35.22353790442665,0.0,87.15501092302817,44.786691173808435,42.368319749219744,0.0
180,MIH119_1181,15,8,1,PHN11_PHW65_0075/PHT69,PHN11_PHW65_0075/PHT69,WIPV17/30792,1.0,80.0,85.0,62.0,47.0,20.0,0.0050481631584664895,2.25,-0.0007204546167530573,2.4646097703143384,41.49853686436957,83.70865900603768,22.06516345093687,14.760095101689078,91.92161602260774,48.75827712359058,43.16333889901716,0.0
181,MIH119_1182,16,8,1,PHN11_PHW65_0076/PHT69,PHN11_PHW65_0080/PHT69,WIPV17/30796,,68.0,61.0,42.0,63.0,18.0,0.01033946951764572,2.25,-0.10924290284770409,2.0209913800946793,42.15522820060807,56.558215128574034,46.81812400507583,22.851002198370633,96.00665855866539,66.80091458423198,29.205743974433425,0.0
182,MIH119_1183,17,8,1,PHN11_PHW65_0077/PHT69,PHN11_PHW65_0077/PHT69,WIPV17/30194,1.0,70.0,59.0,50.0,68.0,20.0,0.005995976625261074,2.25,-1.8821280826792042,2.0888720890366463,52.09102213209051,55.4418646263686,43.70955745868467,20.179188456214455,95.76828377984424,71.7478534913391,24.020430288505157,0.0
183,MIH119_1184,18,8,1,PHN11_PHW65_0079/PHT69,PHN11_PHW65_0079/PHT69,WIPV17/30795,1.0,87.0,56.0,57.0,55.0,36.0,0.00890875002656514,2.11944229616139,-0.32790565754241685,1.9332793513683857,46.12688123699832,55.92325394625613,29.955146925826483,2.930813549604854,86.7494279393102,57.222870457959964,29.52655748135024,0.0
184,MIH119_1185,19,8,1,PHN11_PHW65_0081/PHT69,PHN11_PHW65_0081/PHT69,WIPV17/30197,1.0,82.0,57.0,58.0,59.0,30.0,0.004695681213813314,2.25,-0.5618187288485067,2.0056843768063604,50.034837673229134,56.44527991826951,31.265236589759088,7.93286675472373,86.3502204816345,61.61330600773042,24.736914473904076,0.0
185,MIH119_1186,20,8,1,PHN11_PHW65_0084/PHT69,PHN11_PHW65_0084/PHT69,WIPV17/30798,1.0,81.0,68.0,56.0,63.0,28.0,0.004803900284024943,2.25,-0.10841869547020871,2.006270904966732,52.229367070967626,67.16280716046937,35.22915291865705,10.637543622735699,96.02164328149678,65.987738923362,30.033904358134766,0.0
186,MIH119_1187,21,8,1,PHN11_PHW65_0086/PHT69,PHN11_PHW65_0086/PHT69,WIPV17/30799,1.0,89.0,59.0,44.0,51.0,26.0,0.03139621465953132,1.979955404756948,-0.1495845442226417,1.73239085274941,35.42757689340887,58.99101401422708,36.68632981727121,1.0296919797997273,97.32261170547983,53.29755782240109,44.02505388307874,0.0
187,MIH119_1188,22,8,1,PHN11_PHW65_0087/PHT69,PHN11_PHW65_0087/PHT69,WIPV17/30800,1.0,65.0,58.0,45.0,52.0,22.0,0.011044334909269118,2.25,-0.04322048741018569,2.0463961908491033,36.76955262170048,52.565851648125694,36.76955262170047,24.511859180960567,75.92694639073413,55.07461985062185,20.852326540112273,0.0
188,MIH119_1189,23,8,1,PHN11_PHW65_0088/PHT69,PHN11_PHW65_0088/PHT69,WIPV17/30801,1.0,81.0,55.0,30.0,53.0,18.0,0.13578096433996367,1.7769014186686123,-0.22621284480920975,1.5349874775515455,26.500000000000007,54.32285873273258,45.89934640057525,8.603895577212699,102.08047253995815,54.623021738934774,47.45745080102338,0.0
189,MIH119_1190,24,8,1,PHN11_PHW65_0092/PHT69,PHN11_PHW65_0089/PHT69,WIPV17/30802,,83.0,45.0,42.0,53.0,16.0,0.012833026970482228,2.25,-0.27303169779739506,2.172627793203632,35.46392213701949,44.66457682385949,39.38667575030189,5.484120453231636,92.28029530239776,56.19759480895704,36.082700493440704,0.0
190,MIH119_1191,25,8,1,PHN11_PHW65_0096/PHT69,PHN11_PHW65_0096/PHT69,WIPV17/30805,1.0,72.0,50.0,35.0,58.0,19.0,0.038167142332456924,2.0335503490992486,-0.2149994594968249,1.8820161484517839,33.26743330836068,47.552825814757675,47.51081856876152,15.450849718747369,96.9305447467606,60.76522661713174,36.16531812962888,0.0
191,MIH119_1192,26,8,1,PHN11_PHW65_0100/PHT69,PHN11_PHW65_0100/PHT69,WIPV17/30806,1.0,70.0,59.0,47.0,59.0,22.0,0.008432017945490748,2.25,-0.11395964023289336,2.060853370642001,43.14986839553106,55.4418646263686,40.23790324368741,20.179188456214455,87.04198783826152,62.41090146765953,24.631086370602006,0.0
192,MIH119_1193,27,8,1,PHN11_PHW65_0101/PHT69,PHN11_PHW65_0101/PHT69,WIPV17/30807,1.0,70.0,59.0,45.0,58.0,24.0,0.00977802389448243,2.2460367739042155,-0.08897879903116347,2.043952740872386,41.01219330881976,55.4418646263686,41.012193308819754,20.179188456214455,87.97899900725633,61.4174260813108,26.56157292594553,0.0
193,MIH119_1194,28,8,1,PHN11_PHW65_0103/PHT69,PHN11_PHW65_0103/PHT69,WIPV17/30808,1.0,90.0,54.0,45.0,54.0,25.0,0.015471371319153226,2.144506920509559,-0.1758574207246333,1.9487215972948018,38.18376618407357,54.0,38.18376618407356,0.0,99.52463807965313,56.893031413677456,42.63160666597567,0.0
194,MIH119_1195,29,8,1,PHN11_PHW65_0105/PHT69,PHN11_PHW65_0105/PHT69,WIPV17/30209,1.0,80.0,61.0,49.0,63.0,25.0,0.0069624571993827855,2.25,-0.18151063748116072,2.030173920140559,47.546703554034636,60.07327293374469,41.33171882640196,10.592538837682751,100.87658975645392,66.53475168842012,34.3418380680338,0.0
195,MIH119_1196,30,8,1,PHN11_PHW65_0106/PHT69,PHN11_PHW65_0118/PHT69,WIPV17/30817,,74.0,66.0,53.0,66.0,23.0,0.005305773646939422,2.25,-0.16293270451141825,2.057746269913501,52.70994366312133,63.44327193192905,39.71979152803519,18.192065483921944,94.46758768528848,69.40698030902172,25.060607376266763,0.0
196,MIH119_1197,30,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0110/PHT69,WIPV17/30813,,90.0,61.0,54.0,44.0,28.0,0.00835599438296949,2.25,-0.0398873015448949,2.0014649296583427,35.59674775249769,61.0,25.862551100868817,0.0,84.13452753120436,46.2129691456502,37.92155838555415,0.0
197,MIH119_1198,29,9,1,PHN11_PHW65_0107/PHT69,PHN11_PHW65_0113/PHT69,WIPV17/30814,,89.0,52.0,58.0,60.0,19.0,0.004598059182906512,2.25,0.0,0.0,50.88288576938556,51.992080148132345,31.795155853992295,0.9075251347387426,62.65759932989534,62.65759932989534,0.0,1.0
199,MIH119_1200,27,9,1,PHN11_PHW65_0114/PHT69,PHN11_PHW65_0114/PHT69,WIPV17/30815,1.0,90.0,52.0,44.0,46.0,30.0,0.1007356997866381,1.672622022264792,-0.439838660572702,1.4411424456896529,31.954285041113877,52.0,33.08963081557795,0.0,86.4881094854797,47.27634091553107,39.21176856994864,0.0
200,MIH119_1201,26,9,1,PHN11_PHW65_0117/PHT69,PHN11_PHW65_0117/PHT69,WIPV17/30816,1.0,75.0,56.0,42.0,58.0,26.0,0.05025258378182009,1.8461018709973962,-0.3515594890770425,1.6133392088055099,38.80957516881378,54.09184627218782,43.10239987768886,14.493866525741161,93.31260720327788,60.20308865075636,33.10951855252151,0.0
201,MIH119_1202,25,9,1,PHN11_PHW65_0119/PHT69,PHN11_PHW65_0136/PHT69,WIPV17/30823,,84.0,61.0,45.0,54.0,26.0,0.021804526462542485,2.050303841579296,-0.09947203640874532,1.8529084946979244,38.18376618407357,60.66583561746467,38.18376618407356,6.376236259326861,97.03618043699254,56.61944657276392,40.416733864228604,0.0
202,MIH119_1203,24,9,1,PHN11_PHW65_0125/PHT69,PHN11_PHW65_0125/PHT69,WIPV17/30819,1.0,90.0,62.0,55.0,45.0,30.0,0.007709132150264076,2.25,-0.03895653894439613,2.0146797509455157,36.86184199300463,62.0,25.810939635797073,0.0,84.91889695096835,47.200252129122816,37.71864482184552,0.0
203,MIH119_1204,23,9,1,PHN11_PHW65_0129/PHT69,PHN11_PHW65_0129/PHT69,WIPV17/30820,1.0,76.0,41.0,35.0,52.0,19.0,0.042727295865538514,2.033550349099248,-0.4047173616971574,1.9107385548829072,29.8259746902544,39.78212477731586,42.595906303027576,9.918797719586378,89.38474763590173,54.47916869122156,34.90557894468019,0.0
204,MIH119_1205,22,9,1,PHN11_PHW65_0137/PHT69,PHN11_PHW65_0137/PHT69,WIPV17/30824,1.0,90.0,57.0,48.0,41.0,25.0,0.012578121729230654,2.25,-0.03723536247994564,2.0139278856672815,30.468937844573166,57.0,27.43435486071319,0.0,83.29237031526517,43.33728360017688,39.95508671508829,0.0
205,MIH119_1206,21,9,1,PHN11_PHW65_0139/PHT69,PHN11_PHW65_0139/PHT69,WIPV17/30826,1.0,90.0,44.0,50.0,42.0,28.0,0.011283802746159583,2.241362521763501,-0.15751656810441622,2.0823093578845495,32.173866610997074,44.0,26.99707960683465,0.0,74.9237624860903,44.29712519866136,30.626637287428938,0.0
206,MIH119_1207,20,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0140/PHT69,WIPV17/30827,1.0,90.0,55.0,58.0,49.0,29.0,0.005922683427357323,2.25,-0.1354287682466702,2.0226228117601512,41.55435671166487,55.0,25.96604394742704,0.0,81.61251600475309,51.1703727860812,30.442143218671895,0.0
208,MIH119_1209,18,9,1,PHN11_PHW65_0144/PHT69,PHN11_PHW65_0144/PHT69,WIPV17/30230,1.0,90.0,65.0,56.0,53.0,31.0,0.005962451149276814,2.25,-0.05903229739038152,2.04064250034623,43.938991345417215,65.0,29.63722388394958,0.0,93.62582558685384,55.513494649812486,38.112330937041335,0.0
209,MIH119_1210,17,9,1,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1.0,70.0,68.0,50.0,65.0,28.0,0.006561658471882501,2.2413625217635014,-0.08592093006722877,2.030286002173387,49.79288880273357,63.899098213441775,41.78119462962505,23.25736974614547,92.96263736010555,68.55507471221401,24.407562647891535,0.0
210,MIH119_1211,16,9,1,PHN11_PHW65_0155/PHT69,PHN11_PHW65_0155/PHT69,WIPV17/30835,1.0,83.0,64.0,50.0,56.0,32.0,0.027723938780036705,1.9072044243372357,-0.16512759014405484,1.698420930134738,42.89848881466277,63.52295370504461,35.996106142446195,7.7996379779294385,94.0686755524472,58.11843079576058,35.95024475668662,0.0
211,MIH119_1212,15,9,1,PHN11_PHW65_0167/PHT69,PHN11_PHW65_0167/PHT69,WIPV17/30237,1.0,66.0,46.0,30.0,51.0,15.0,0.041155503927132575,2.1547005383792524,-0.11933865464815901,1.9120349083952175,25.500000000000007,42.02309105155964,44.167295593006365,18.70988558148681,85.13921227659037,53.57850022565134,31.56071205093904,0.0
212,MIH119_1213,14,9,1,PHN11_PHW65_0167/PHT69,PHN11_PHW65_0154/PHT69,WIPV17/30234,,60.0,60.0,49.0,60.0,22.0,0.00740029721165255,2.25,-0.19487478443637402,2.0391268044767705,45.282574813366324,51.96152422706632,39.36354173943044,29.999999999999996,75.42227571516659,63.366430179447725,12.055845535718866,0.0
213,MIH119_1214,13,9,1,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1.0,69.0,67.0,45.0,70.0,22.0,0.007616776237761839,2.25,-0.12220698722980775,2.0787296738723433,49.49747468305833,62.549888575312515,49.49747468305832,24.01065261953512,104.02133210592598,74.13891133737557,29.88242076855042,0.0
214,MIH119_1215,12,9,1,PHN11_PHW65_0172/PHT69,PHN11_PHW65_0172/PHT69,WIPV17/30839,1.0,69.0,61.0,37.0,58.0,20.0,0.0296085479450616,2.070372736996004,-0.08692638312998166,1.8233907477366043,34.90527134281881,56.94840601632931,46.32085958274298,21.860444922263316,95.0606396413346,60.925427295284805,34.1352123460498,0.0
215,MIH119_1216,11,9,1,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1.0,80.0,61.0,54.0,59.0,30.0,0.005790938735892423,2.25,-0.12741487115701752,2.0859836453256286,47.7320026681219,60.07327293374469,34.67932988525592,10.592538837682751,90.22112649886179,61.967390445303664,28.25373605355812,0.0
216,MIH119_1217,10,9,1,PHN11_PHW65_0178/PHT69,PHN11_PHW65_0178/PHT69,WIPV17/30841,1.0,90.0,67.0,65.0,41.0,40.0,0.00508274225965462,2.25,-0.01840053754120073,2.0164520391062113,37.15861926850265,67.0,17.327348731368676,0.0,77.9275050403517,42.307269611492096,35.6202354288596,0.0
217,MIH119_1218,9,9,1,PHN11_PHW65_0180/PHT69,PHN11_PHW65_0180/PHT69,WIPV17/30843,1.0,90.0,51.0,43.0,46.0,15.0,0.014443341535645289,2.25,-0.07117110830104674,2.0687042003232863,31.37192456287493,51.0,33.64227027448184,0.0,89.51701195847569,48.761626029023816,40.75538592945187,0.0
218,MIH119_1219,8,9,1,PHN11_PHW65_0184/PHT69,PHN11_PHW65_0184/PHT69,WIPV17/30844,1.0,80.0,58.0,40.0,57.0,30.0,0.23289092722244886,1.4533631938113545,-0.8236852624514694,1.2281332019160094,36.638893752132745,57.118849674708066,43.66453325778175,10.071594304681959,97.41480512096703,57.899631955073254,39.51517316589377,0.0
219,MIH119_1220,7,9,1,PHN11_PHW65_0190/PHT69,PHN11_PHW65_0190/PHT69,WIPV17/30246,1.0,65.0,52.0,30.0,51.0,20.0,0.2593981313100142,1.5862568277145448,-0.3646483114341244,1.3365419657929478,25.500000000000007,47.1280049259058,44.167295593006365,21.97614961051637,83.33367931012168,52.04385557731831,31.28982373280337,0.0
220,MIH119_1221,6,9,1,PHN11_PHW65_0194/PHT69,PHN11_PHW65_0194/PHT69,WIPV17/30247,1.0,90.0,55.0,45.0,47.0,28.0,0.045698474829806796,1.8807264653463323,-0.21431188460890174,1.6374437261272188,33.23401871576774,55.0,33.23401871576773,0.0,89.5488261924255,48.84116763926729,40.7076585531582,0.0
221,MIH119_1222,5,9,1,PHN11_PHW65_0205/PHT69,PHN11_PHW65_0205/PHT69,WIPV17/30848,1.0,80.0,69.0,50.0,57.0,30.0,0.015080817819790362,2.0641777724759116,-0.07030601199399822,1.8370088976889585,43.66453325778175,67.95173495784235,36.63889375213274,11.981724259018193,95.50085817017388,59.61462833048564,35.88622983968824,0.0
222,MIH119_1223,4,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0206/PHT69,WIPV17/30849,1.0,90.0,43.0,40.0,46.0,25.0,0.07949281139192438,1.7994549660566954,-0.5344753863821528,1.612472725466901,29.568230045580812,43.0,35.23804438347299,0.0,85.91957146324927,47.62981838477912,38.28975307847015,0.0
223,MIH119_1224,3,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0209/PHT69,WIPV17/30250,,70.0,65.0,45.0,54.0,25.0,0.015471371319153226,2.144506920509559,-0.038414631118529025,1.92557684238559,38.18376618407357,61.080020351084045,38.18376618407356,22.231309316168467,85.75126913467804,56.893031413677456,28.85823772100059,0.0
224,MIH119_1225,3,10,1,PHN11_PHW65_0211/PHT69,PHN11_PHW65_0211/PHT69,WIPV17/30851,1.0,65.0,61.0,40.0,66.0,30.0,0.21791511389792254,1.4533631938113547,-1.05800446263103,1.234688497228296,42.4239822393116,55.284775009235645,50.55893324585255,25.779713966182666,95.07153277371788,67.0416791058743,28.029853667843575,0.0
225,MIH119_1226,4,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0212/PHT69,WIPV17/30852,1.0,60.0,66.0,35.0,73.0,25.0,0.21939221773084117,1.501599911483684,-0.8616869472167176,1.260441484808406,41.87107985362637,57.15767664977295,59.7980992330964,32.99999999999999,105.30942438091847,74.29531498564398,31.014109395274502,0.0
226,MIH119_1227,5,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0237/PHT69,WIPV17/30860,,70.0,67.0,40.0,64.0,30.0,0.22097649504996503,1.4533631938113547,-0.5894575279683847,1.2296739288726297,41.13840701993852,62.95940559265586,49.02684435961459,22.915349602819802,99.21235957477695,65.01011307236296,34.20224650241399,0.0
227,MIH119_1228,6,10,1,PHN11_PHW65_0217/PHT69,PHN11_PHW65_0217/PHT69,WIPV17/30854,1.0,80.0,62.0,45.0,59.0,25.0,0.013980190010891739,2.144506920509559,-0.09882372490783409,1.940132683118061,41.71930009000631,61.058080686756895,41.7193000900063,10.766187015349681,100.14944886909231,62.16090469272167,37.988544176370645,0.0
228,MIH119_1229,7,10,1,PHN11_PHW65_0221/PHT69,PHN11_PHW65_0221/PHT69,WIPV17/30255,1.0,80.0,60.0,35.0,54.0,30.0,0.687858335159649,1.2127950320219432,-1.3597146204656492,0.9632300503796715,30.973127562956492,59.088465180732484,44.23421039160556,10.418890660015819,98.2100771236521,54.22608663635361,43.9839904872985,0.0
229,MIH119_1230,8,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0216/PHT69,WIPV17/30253,,90.0,56.0,45.0,44.0,30.0,0.08074093357781183,1.7320508075688772,-0.25726852912348364,1.4918224331085104,31.112698372208094,56.0,31.112698372208087,0.0,85.90813338209347,45.35741143431511,40.55072194777835,0.0
230,MIH119_1231,9,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0224/PHT69,WIPV17/30857,1.0,80.0,59.0,45.0,54.0,30.0,0.06949993122221865,1.732050807568877,-0.30029518967180985,1.5151811220312639,38.18376618407357,58.10365742772027,38.18376618407356,10.245242482348889,90.61660037072568,55.66591403302309,34.95068633770261,0.0
231,MIH119_1232,10,10,1,PHN11_PHW65_0225/PHT69,PHN11_PHW65_0225/PHT69,WIPV17/30858,1.0,80.0,43.0,40.0,54.0,30.0,0.23867011071737415,1.4533631938113545,-2.6600064341867546,1.2519415777317515,34.71053092307312,42.34673337952494,41.36639992842481,7.466871639678004,89.65074494693326,54.85228290480625,34.798462042127,0.0
232,MIH119_1233,11,10,1,PHN11_PHW65_0227/PHT69,PHN11_PHW65_0227/PHT69,WIPV17/30859,1.0,60.0,59.0,30.0,65.0,20.0,0.22501355661904235,1.5862568277145446,-0.4998109672655681,1.3622050022447265,32.50000000000001,51.095498823281886,56.29165124598851,29.499999999999996,99.2861527318249,66.3304041671704,32.955748564654485,0.0
233,MIH119_1234,12,10,1,PHN11_PHW65_0241/PHT69,PHN11_PHW65_0241/PHT69,WIPV17/30861,1.0,90.0,51.0,45.0,49.0,25.0,0.017291168623234675,2.144506920509559,-0.171409389966914,1.8998957824075569,34.64823227814083,51.0,34.648232278140824,0.0,91.1898927775074,51.625158134633246,39.56473464287416,0.0
234,MIH119_1235,13,10,1,PHN11_PHW65_0245/PHT69,PHN11_PHW65_0245/PHT69,WIPV17/30263,1.0,70.0,55.0,25.0,61.0,20.0,0.8600401517562237,1.2811697612996233,-1.1853539571533447,1.05290592991438,25.779713966182666,51.68309414322496,55.284775009235645,18.81110788291178,106.05487372116626,61.30553235779533,44.74934136337093,0.0
235,MIH119_1236,14,10,1,PHN11_PHW65_0250/PHT69,PHN11_PHW65_0250/PHT69,WIPV17/30865,1.0,85.0,61.0,35.0,58.0,20.0,0.0560692951111133,1.9238044001630872,-0.13888169545162402,1.7248249142528953,33.26743330836068,60.767876583596475,47.51081856876152,5.316500307607148,112.26091522602283,60.40995553676484,51.85095968925799,0.0
236,MIH119_1237,15,10,1,PHN11_PHW65_0251/PHT69,PHN11_PHW65_0251/PHT69,WIPV17/30266,1.0,80.0,58.0,40.0,57.0,25.0,0.06697072331259774,1.7994549660566954,-0.2847202187134777,1.5799465003054662,36.638893752132745,57.118849674708066,43.66453325778175,10.071594304681959,99.18043790393293,59.019557563748045,40.16088034018489,0.0
237,MIH119_1238,16,10,1,PHN11_PHW65_0257/PHT69,PHN11_PHW65_0257/PHT69,WIPV17/30868,1.0,80.0,64.0,45.0,58.0,25.0,0.014256401381760975,2.144506920509559,-0.08191761202181581,1.9082599020897673,41.01219330881976,63.02769619278131,41.012193308819754,11.113483370683541,99.76494667921139,61.10733003691281,38.65761664229857,0.0
238,MIH119_1239,17,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0260/PHT69,WIPV17/30870,1.0,70.0,65.0,40.0,61.0,20.0,0.012146182579929192,2.25,-0.04346846411629394,2.053176996781453,39.210044190878904,61.080020351084045,46.72871103025766,22.231309316168467,99.16825609056292,64.69679645072208,34.471459639840845,0.0
239,MIH119_1240,18,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0261/PHT69,WIPV17/30871,,75.0,67.0,40.0,54.0,25.0,0.06992895981575174,1.7994549660566952,-0.11848598738107584,1.561726190078896,34.71053092307312,64.71703036136758,41.36639992842481,17.34087602186889,95.09793166852819,55.91326506039288,39.18466660813532,0.0
240,MIH119_1241,19,10,1,PHN11_PHW65_0266/PHT69,PHN11_PHW65_0266/PHT69,WIPV17/30872,1.0,75.0,75.0,45.0,54.0,25.0,0.015471371319153226,2.144506920509559,-0.022785547715308163,1.8998349948215096,38.18376618407357,72.44443697168012,38.18376618407356,19.411428382689056,96.97525746822683,56.893031413677456,40.082226054549366,0.0
241,MIH119_1242,20,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0278/PHT69,WIPV17/30278,,75.0,56.0,45.0,57.0,25.0,0.01454301770344096,2.144506920509559,-0.151139604499947,1.959196396860958,40.305086527633215,54.09184627218782,40.30508652763321,14.493866525741161,90.447055495292,60.053755381104,30.393300114188015,0.0
242,MIH119_1243,21,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0277/PHT69,WIPV17/30877,,85.0,60.0,50.0,52.0,30.0,0.016628584069774726,2.064177772475911,-0.11378545162321702,1.8420819647042517,39.834311042186854,59.771681885504734,33.42495570370004,5.22934456485949,90.19628876161715,54.38527496816234,35.81101379345483,0.0
243,MIH119_1244,22,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0267/PHT69,WIPV17/30873,1.0,85.0,59.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.2882449596473276,1.5197324102615488,36.76955262170048,58.775487187412985,36.76955262170047,5.142188822111832,92.85412680957958,53.60421351328149,39.2499132962981,0.0
244,MIH119_1245,23,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0274/PHT69,WIPV17/30874,1.0,40.0,64.0,30.0,65.0,20.0,0.22501355661904235,1.5862568277145446,-0.38045168854784095,1.3678753860742316,32.50000000000001,41.13840701993852,56.29165124598851,49.02684435961459,77.736246616058,66.3304041671704,11.405842448887595,0.0
245,MIH119_1246,24,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0275/PHT69,WIPV17/30875,,90.0,55.0,55.0,52.0,35.0,0.014168536301077493,2.039606729161475,-0.3196422058421868,1.8013839664509594,42.595906303027576,55.0,29.825974690254395,0.0,87.16552480490975,54.05359127889429,33.11193352601547,0.0
246,MIH119_1247,25,10,1,PHN11_PHW65_0276/PHT69,PHN11_PHW65_0276/PHT69,WIPV17/30876,1.0,90.0,64.0,55.0,47.0,40.0,0.053979812548657545,1.7020005177911752,-0.2409735904450781,1.4565693629466312,38.50014608158261,64.0,26.958092508499163,0.0,85.82329236009578,48.12620405894848,37.697088301147296,0.0
248,MIH119_1249,27,10,1,PHN11_PHW65_0282/PHT69,PHN11_PHW65_0282/PHT69,WIPV17/30880,1.0,90.0,51.0,55.0,49.0,45.0,0.1441005065867127,1.4281480067421142,-3.036013944274109,0.9329966898324498,40.138450170160596,51.0,28.105245381201257,0.0,79.7149660189454,49.576231537887224,30.138734481058172,0.0
249,MIH119_1250,28,10,1,PHN11_PHW65_0284/PHT69,PHN11_PHW65_0284/PHT69,WIPV17/30881,1.0,90.0,55.0,40.0,50.0,35.0,0.5987600600866971,1.1983584657238757,-1.861352633709114,0.9663798938349422,32.13938048432697,55.0,38.302222155948904,0.0,94.8068822465319,50.196270890903115,44.61061135562878,0.0
250,MIH119_2001,29,10,2,PHN11_PHW65_0285/PHT69,PHN11_PHW65_0285/PHT69,WIPV17/30882,1.0,80.0,56.0,40.0,53.0,30.0,0.24070127304183414,1.4533631938113547,-0.7680746707134865,1.21173562827555,34.067743313386586,55.14923416868365,40.60035548530583,9.724297949348099,91.37621183082759,53.836499888050575,37.53971194277701,0.0
251,MIH119_2002,30,10,2,PHN11_PHW65_0288/PHT69,PHN11_PHW65_0288/PHT69,WIPV17/30884,1.0,75.0,49.0,30.0,50.0,20.0,0.26242714310252924,1.5862568277145446,-0.46408744856280965,1.3488017980678564,25.000000000000007,47.33036548816435,43.30127018922193,12.682133210023515,89.3020188138072,51.023387820900325,38.27863099290687,0.0
