,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,LPlantL1.End.Angle,LPlantL1.End.Length,LPlantL1.Mid.Angle,LPlantL1.Mid.Length,LPlantL1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
202,MIH119_1203,24,9,1,PHN11_PHW65_0125/PHT69,PHN11_PHW65_0125/PHT69,WIPV17/30819,1.0,60,84.0,48.0,80.0,24.0,0.002009054752360662,2.4944765498646073,-0.014187430358830697,2.5896688587340635,59.451586038191536,72.74613391789285,53.53044850870866,41.99999999999999,104.38529051194863,0.0
203,MIH119_1204,23,9,1,PHN11_PHW65_0129/PHT69,PHN11_PHW65_0129/PHT69,WIPV17/30820,1.0,75,47.0,30.0,53.0,18.0,0.13578096433996367,1.7769014186686123,-0.21248945010563244,1.7241411389307184,26.500000000000007,45.39851383558621,45.89934640057525,12.164495119818476,94.34656251060795,0.0
204,MIH119_1205,22,9,1,PHN11_PHW65_0137/PHT69,PHN11_PHW65_0137/PHT69,WIPV17/30824,1.0,76,61.0,40.0,54.0,20.0,0.011621364329817212,2.305407289332278,-0.008224174630539175,2.5273774406317173,34.71053092307312,59.18803930283578,41.36639992842481,14.757235631579732,96.27271099165051,0.0
205,MIH119_1206,21,9,1,PHN11_PHW65_0139/PHT69,PHN11_PHW65_0139/PHT69,WIPV17/30826,1.0,86,65.0,59.0,58.0,35.0,0.002773178828538516,2.3768374253806903,-0.6637280199742269,1.3408087323743658,49.715703440722514,64.84166326688857,29.87220834478314,4.534170793368145,90.52336183634,0.0
206,MIH119_1207,20,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0140/PHT69,WIPV17/30827,1.0,89,43.0,44.0,49.0,24.0,0.0167623579075404,2.168972500363195,-1.7465202780228162,1.3608280757723363,34.03826015249087,42.99345089172483,35.247650216593904,0.750453476803191,87.48213969845155,0.0
207,MIH119_1208,19,9,1,PHN11_PHW65_0140/PHT69,PHN11_PHW65_0141/PHT69,WIPV17/30828,1.0,72,63.0,44.0,55.0,24.0,0.014645079127196127,2.1689725003631954,-0.011472662790632391,2.426511287643401,38.20621037524486,59.91656052659467,39.56368901862581,19.468070645621687,89.59262111728152,0.0
209,MIH119_1210,17,9,1,PHN11_PHW65_0149/PHT69,PHN11_PHW65_0149/PHT69,WIPV17/30833,1.0,50,79.0,40.0,73.0,20.0,0.00784045586793093,2.305407289332278,-6.75226141037861e-06,5.189581272843488,46.92349550711737,60.51751100639926,55.921244347685395,50.780221165236604,93.3238569375225,0.0
213,MIH119_1214,13,9,1,PHN11_PHW65_0168/PHT69,PHN11_PHW65_0168/PHT69,WIPV17/30838,1.0,68,63.0,37.0,58.0,18.0,0.012232138229995805,2.3192008943731057,-0.0009776342345287241,3.1842435875520385,34.90527134281881,58.41258283770761,46.32085958274298,23.600215385202457,97.70341792920311,0.0
215,MIH119_1216,11,9,1,PHN11_PHW65_0176/PHT69,PHN11_PHW65_0176/PHT69,WIPV17/30840,1.0,60,55.0,44.0,58.0,15.0,6.842654519261481e-05,3.603999571878941,-0.30554225020152903,1.9264756613911425,40.290185486621844,47.63139720814413,41.721708419641764,27.499999999999996,81.48097150132072,0.0
217,MIH119_1218,9,9,1,PHN11_PHW65_0180/PHT69,PHN11_PHW65_0180/PHT69,WIPV17/30843,1.0,89,61.0,52.0,57.0,30.0,0.0076200215876252265,2.216923937681048,-0.6002585990495445,1.4538270253611785,44.91661295558315,60.99070940453987,35.092704093562524,1.0645967926742943,97.99889824602681,0.0
218,MIH119_1219,8,9,1,PHN11_PHW65_0184/PHT69,PHN11_PHW65_0184/PHT69,WIPV17/30844,1.0,80,59.0,55.0,58.0,35.0,0.012648004225627868,2.039606729161475,-0.8966327250299967,1.375136643153825,47.51081856876152,58.10365742772027,33.26743330836067,10.245242482348889,85.84213059606384,0.0
219,MIH119_1220,7,9,1,PHN11_PHW65_0190/PHT69,PHN11_PHW65_0190/PHT69,WIPV17/30246,1.0,87,61.0,50.0,52.0,21.0,0.0003596443036208524,3.104624251876729,-0.11896877792657978,1.8166143051082255,39.834311042186854,60.916401620029006,33.42495570370004,3.1924933308195733,94.98561723076574,0.0
220,MIH119_1221,6,9,1,PHN11_PHW65_0194/PHT69,PHN11_PHW65_0194/PHT69,WIPV17/30247,1.0,72,56.0,45.0,56.0,27.0,0.028977649677314938,1.9626105055051508,-0.5946162904669605,1.3861280222087033,39.59797974644666,53.2591649125286,39.597979746446654,17.304951684997054,84.88044012644492,0.0
221,MIH119_1222,5,9,1,PHN11_PHW65_0205/PHT69,PHN11_PHW65_0205/PHT69,WIPV17/30848,1.0,70,62.0,48.0,64.0,25.0,0.004334601311000397,2.3817162240557286,-0.6489961701958993,1.4791521892262578,47.56126883055323,58.26094248872632,42.82435880696693,21.20524888619146,92.50996974730009,0.0
222,MIH119_1223,4,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0206/PHT69,WIPV17/30849,1.0,85,47.0,43.0,50.0,20.0,0.004325986005138527,2.562064142464007,-1.123740559609973,1.3225856688017423,34.09991800312493,46.82115081031204,36.567685080958526,4.096319909139933,88.85022312868242,0.0
223,MIH119_1224,3,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0209/PHT69,WIPV17/30250,,72,70.0,47.0,65.0,26.0,0.009107889411320258,2.1986816857530407,-0.14316049168660624,1.7194600014643528,47.53799060524608,66.57395614066074,44.3298934040624,21.631189606246316,99.12381903627605,0.0
224,MIH119_1225,3,10,1,PHN11_PHW65_0211/PHT69,PHN11_PHW65_0211/PHT69,WIPV17/30851,1.0,73,56.0,44.0,53.0,13.0,1.0731433016233622e-05,4.1828576301438645,-0.0018175744304269076,3.3326444418082373,36.81689363432686,53.55306633392999,38.125009417948505,16.372815464473256,90.78661336311976,0.0
225,MIH119_1226,4,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0212/PHT69,WIPV17/30852,1.0,74,68.0,50.0,67.0,24.0,0.0011378027550008982,2.676722394399058,-0.791388446856664,1.2965356116651667,51.32497768897153,65.36579532380568,43.06676984899813,18.743340195555945,100.29364504894524,0.0
226,MIH119_1227,5,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0237/PHT69,WIPV17/30860,,75,60.0,45.0,61.0,23.0,0.006073407694401319,2.3558523658237536,-0.9116368321758582,1.2649637431757528,43.1335136523794,57.9555495773441,43.13351365237939,15.529142706151244,96.43198631276363,0.0
228,MIH119_1229,7,10,1,PHN11_PHW65_0221/PHT69,PHN11_PHW65_0221/PHT69,WIPV17/30255,1.0,81,63.0,62.0,63.0,32.0,0.00016520931965058577,3.009791502175062,-1.7471060373589162,1.2845312152943822,55.6256983501124,62.22436545749368,29.57670845551112,9.855371297534544,87.77501588208358,0.0
229,MIH119_1230,8,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0216/PHT69,WIPV17/30253,,60,60.0,40.0,60.0,10.0,1.3000326608185895e-06,4.758770483143632,-6.923994239740247e-05,4.758770483143631,38.56725658119236,51.96152422706632,45.96266658713868,29.999999999999996,93.47817690603507,0.0
230,MIH119_1231,9,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0224/PHT69,WIPV17/30857,1.0,74,62.0,51.0,66.0,27.0,0.0029778932230877225,2.42362213263413,-1.4839216694677357,1.3234283172068377,51.29163345616008,59.59822514817577,41.535145809289276,17.08951606065395,96.0372642351172,0.0
231,MIH119_1232,10,10,1,PHN11_PHW65_0225/PHT69,PHN11_PHW65_0225/PHT69,WIPV17/30858,1.0,81,55.0,50.0,54.0,16.0,6.629016334245087e-06,4.156138692312342,-0.30995214666481286,1.7307684799886422,41.36639992842481,54.32285873273258,34.71053092307312,8.603895577212699,90.84555427654257,0.0
232,MIH119_1233,11,10,1,PHN11_PHW65_0227/PHT69,PHN11_PHW65_0227/PHT69,WIPV17/30859,1.0,65,64.0,40.0,61.0,17.0,0.0019787518482929155,2.7445712258052835,-0.002064694725854078,3.1233590059375795,39.210044190878904,58.003698370345596,46.72871103025766,27.047568751404764,96.15230073669231,0.0
233,MIH119_1234,12,10,1,PHN11_PHW65_0241/PHT69,PHN11_PHW65_0241/PHT69,WIPV17/30861,1.0,81,58.0,49.0,55.0,19.0,0.00014165536278845642,3.340912441585866,-0.2507377293685022,1.6963848441241278,41.50902691225246,57.28592375451799,36.0832465944779,9.07319897233339,92.79336136321507,0.0
234,MIH119_1235,13,10,1,PHN11_PHW65_0245/PHT69,PHN11_PHW65_0245/PHT69,WIPV17/30263,1.0,75,65.0,46.0,59.0,20.0,0.0009581098542574303,2.845096154300349,-0.022709389131161255,2.3133826165768996,42.44104821998042,62.78517870878944,40.98484385708084,16.823237931663847,97.73490683345199,0.0
235,MIH119_1236,14,10,1,PHN11_PHW65_0250/PHT69,PHN11_PHW65_0250/PHT69,WIPV17/30865,1.0,82,58.0,22.0,57.0,20.0,1.7671790017814013,1.1100529323495676,-0.01596597549398628,2.2139977534357564,21.352575824706996,57.435547987011084,52.84947971030687,8.072039855683796,117.91822874797103,0.0
236,MIH119_1237,15,10,1,PHN11_PHW65_0251/PHT69,PHN11_PHW65_0251/PHT69,WIPV17/30266,1.0,70,71.0,48.0,66.0,20.0,0.00030643190682553526,3.051382806256918,-0.017877992965026363,2.442233471795939,49.04755848150802,66.7181760757995,44.162620019684645,24.28343017612248,100.63890769987393,0.0
237,MIH119_1238,16,10,1,PHN11_PHW65_0257/PHT69,PHN11_PHW65_0257/PHT69,WIPV17/30868,1.0,89,62.0,52.0,51.0,16.0,2.1712087720472404e-06,4.463686935383451,-0.013329182304134136,2.507946937838555,40.18854843394282,61.99055709969626,31.398735241608573,1.0820491991115777,97.85531914440668,0.0
238,MIH119_1239,17,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0260/PHT69,WIPV17/30870,1.0,69,60.0,39.0,67.0,14.0,0.00027476915360461857,3.2478663606202933,-0.2575140295642211,1.8173617995639562,42.16446620033911,56.01482558983211,52.068779417617044,21.502076972718015,108.65375733423356,0.0
239,MIH119_1240,18,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0261/PHT69,WIPV17/30871,,70,77.0,38.0,67.0,14.0,0.00045771238242093,3.1335654944387503,-2.4201288702676288e-06,4.714962226571405,41.24931884681911,72.35633180051495,52.79672049165037,26.33555103607649,120.61323479926571,0.0
240,MIH119_1241,19,10,1,PHN11_PHW65_0266/PHT69,PHN11_PHW65_0266/PHT69,WIPV17/30872,1.0,77,60.0,48.0,61.0,20.0,0.00036018050381682223,3.0513828062569184,-0.911625614584163,1.320480268200913,45.33183435412105,58.462203887114114,40.81696698789035,13.497063260631899,97.21201245723418,0.0
241,MIH119_1242,20,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0278/PHT69,WIPV17/30278,,81,62.0,50.0,59.0,24.0,0.0014081868078592318,2.676722394399058,-0.8172208095477085,1.276381722303739,45.196622144019706,61.23667711689854,37.92446897150582,9.698936832494313,96.07540501628164,0.0
242,MIH119_1243,21,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0277/PHT69,WIPV17/30877,,80,59.0,45.0,59.0,25.0,0.013980190010891739,2.144506920509559,-0.8191267915318032,1.3048116176321223,41.71930009000631,58.10365742772027,41.7193000900063,10.245242482348889,97.87326953732521,0.0
243,MIH119_1244,22,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0267/PHT69,WIPV17/30873,1.0,76,58.0,50.0,56.0,25.0,0.00242205847991411,2.5557238268604126,-0.7419621513658253,1.3062194973712855,42.89848881466277,56.2771521240078,35.996106142446195,14.031469944780728,85.80102726669209,0.0
244,MIH119_1245,23,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0274/PHT69,WIPV17/30874,1.0,88,66.0,50.0,47.0,23.0,0.0012899086163957055,2.807595520592027,-0.0051533415733166785,2.5287409749449914,36.00408882659197,65.95979458326032,30.211017655267344,2.303366782365064,94.65686964958107,0.0
245,MIH119_1246,24,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0275/PHT69,WIPV17/30875,,74,59.0,44.0,51.0,20.0,0.0028430138701864326,2.6532081030032355,-0.003213421933703374,2.86358994367713,35.42757689340887,56.714440060360815,36.68632981727121,16.26260399320295,87.14804704882451,0.0
246,MIH119_1247,25,10,1,PHN11_PHW65_0276/PHT69,PHN11_PHW65_0276/PHT69,WIPV17/30876,1.0,80,55.0,40.0,53.0,20.0,0.011908423459221561,2.3054072893322783,-0.14953151822923186,1.7782836184896393,34.067743313386586,54.16442641567144,40.60035548530583,9.550649771681169,94.5520761170009,0.0
247,MIH119_1248,26,10,1,PHN11_PHW65_0279/PHT69,PHN11_PHW65_0279/PHT69,WIPV17/30879,1.0,89,52.0,50.0,51.0,27.0,0.006200740916637202,2.3389481207989014,-1.198374975314696,1.2820447553021488,39.068266599067876,51.992080148132345,32.7821680940135,0.9075251347387426,88.57266866283284,0.0
248,MIH119_1249,27,10,1,PHN11_PHW65_0282/PHT69,PHN11_PHW65_0282/PHT69,WIPV17/30880,1.0,83,44.0,45.0,54.0,20.0,0.0017206897953551362,2.747477419454622,-2.186529695130935,1.5909487555114972,38.18376618407357,43.67203067221817,38.18376618407356,5.362251109826489,91.93468911479678,0.0
251,MIH119_2002,30,10,2,PHN11_PHW65_0288/PHT69,PHN11_PHW65_0288/PHT69,WIPV17/30884,1.0,88,67.0,47.0,55.0,31.0,0.05135448297932275,1.7847212416087708,-0.5506341713443307,1.265055060773009,40.22445358905438,66.95918541027942,37.50990980343742,2.338266279067565,101.27923947023886,0.0
252,MIH119_2003,30,11,2,PHN11_PHW65_0294/PHT69,PHN11_PHW65_0294/PHT69,WIPV17/30886,1.0,70,64.0,45.0,64.0,20.0,0.001278682848934787,2.747477419454622,-0.2069407425133735,1.7503361561746542,45.254833995939045,60.14032773029814,45.25483399593904,21.889289172842798,97.89066528885829,0.0
253,MIH119_2004,29,11,2,PHN11_PHW65_0300/PHT69,PHN11_PHW65_0300/PHT69,WIPV17/30887,1.0,85,57.0,65.0,51.0,30.0,1.4113128277084195e-05,3.7143949435056256,-0.5696075350385825,1.4302296570124353,46.221697138869146,56.783097791229494,21.55353134877567,4.967877336616516,74.54458075603907,0.0
254,MIH119_2005,28,11,2,PHN11_PHW65_0301/PHT69,PHN11_PHW65_0301/PHT69,WIPV17/30888,1.0,76,50.0,38.0,50.0,15.0,0.0018025426977729259,2.9157976533463517,-0.025688191391262216,2.423622132634131,30.783073766282914,48.514786313799824,39.40053768033609,12.096094779983387,89.37374147832432,0.0
255,MIH119_2006,27,11,2,PHN11_PHW65_0302/PHT69,PHN11_PHW65_0302/PHT69,WIPV17/30889,1.0,85,53.0,50.0,55.0,30.0,0.015665079239524624,2.0641777724759116,-1.4328417401906892,1.2951618048250304,42.13244437154379,52.79831899886251,35.35331853275966,4.619254365625883,90.17898067643026,0.0
256,MIH119_2007,26,11,2,PHN11_PHW65_0303/PHT69,PHN11_PHW65_0303/PHT69,WIPV17/30890,1.0,85,66.0,50.0,51.0,25.0,0.002801397800328523,2.5557238268604126,-0.025875166139407116,2.1167935891827017,39.068266599067876,65.74885007405521,32.7821680940135,5.752279021345439,94.51077889171994,0.0
259,MIH119_2010,23,11,2,PHN11_PHW65_0315/PHT69,PHN11_PHW65_0315/PHT69,WIPV17/30895,1.0,88,54.0,56.0,54.0,23.0,5.1716391347324797e-05,3.4926947651486944,-1.2308111167658515,1.4130064320968545,44.76802891797225,53.96710465903117,30.196416787420326,1.8845728219350524,89.03127227503576,0.0
261,MIH119_2012,21,11,2,PHN11_PHW65_0320/PHT69,PHN11_PHW65_0320/PHT69,WIPV17/30898,1.0,82,64.0,60.0,64.0,20.0,1.6115041077249578e-07,4.758770483143634,-1.048345805757673,1.4914467498140287,55.42562584220408,63.3771563994605,31.999999999999996,8.907078461444188,95.98786865235633,0.0
262,MIH119_2013,20,11,2,PHN11_PHW65_0322/PHT69,PHN11_PHW65_0322/PHT69,WIPV17/30900,1.0,73,61.0,45.0,60.0,21.0,0.002440612603840959,2.6050890646938027,-0.2321700021631906,1.6852100013166749,42.42640687119285,58.334590113745165,42.426406871192846,17.83467398808694,94.69214684989879,0.0
266,MIH119_2017,16,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0329/PHT69,WIPV17/30903,1.0,78,75.0,44.0,58.0,30.0,0.08619269098691883,1.672622022264792,-0.012191880521573223,2.1922736278163457,40.290185486621844,73.36107005503543,41.721708419641764,15.593376811331948,103.88442953558328,0.0
267,MIH119_2018,15,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0345/PHT69,WIPV17/30309,,58,54.0,35.0,61.0,26.0,0.303516415641127,1.4356382054941497,-0.7249417156500573,1.4212763350256306,34.98816261741381,45.794597192447,49.9682747016285,28.615640268593065,86.0637537742825,0.0
268,MIH119_2019,14,11,2,PHN11_PHW65_0336/PHT69,PHN11_PHW65_0336/PHT69,WIPV17/30905,1.0,65,56.0,45.0,59.0,30.0,0.06513748415138285,1.7320508075688772,-1.0242861519607498,1.3036408550001903,41.71930009000631,50.753236074052396,41.7193000900063,23.66662265747917,81.13184480794278,0.0
269,MIH119_2020,13,11,2,PHN11_PHW65_0343/PHT69,PHN11_PHW65_0343/PHT69,WIPV17/30907,1.0,58,79.0,36.0,71.0,24.0,0.13027309996303887,1.6318412357053735,-0.00012121485771894141,3.6427582085290777,41.73275291276559,66.99579959635766,57.440206600621266,41.86362187442319,105.1961075164205,0.0
270,MIH119_2021,12,11,2,PHN11_PHW65_0345/PHT69,PHN11_PHW65_0347/PHT69,WIPV17/30911,,55,59.0,40.0,63.0,19.0,0.005840715348160512,2.4369222763188274,-0.5601896010135935,1.5778737215761713,40.49561941025198,48.32997061305051,48.260799916495614,33.84100974471172,84.15695852490518,0.0
273,MIH119_2024,9,11,2,PHN11_PHW65_0353/PHT69,PHN11_PHW65_0353/PHT69,WIPV17/30913,1.0,73,55.0,35.0,56.0,17.0,0.01624099100960633,2.2902756598355634,-0.03359446199091459,2.2480999253175438,32.120280435658586,52.59676157796696,45.87251448018354,16.08044375975052,97.72519800779793,0.0
274,MIH119_2025,8,11,2,PHN11_PHW65_0354/PHT69,PHN11_PHW65_0354/PHT69,WIPV17/30914,1.0,50,56.0,30.0,64.0,19.0,0.16594149457934182,1.6767469320095756,-0.39677883074623227,1.6290423157586498,32.00000000000001,42.89848881466277,55.42562584220407,35.996106142446195,88.39088497888997,0.0
275,MIH119_2026,7,11,2,PHN11_PHW65_0355/PHT69,PHN11_PHW65_0355/PHT69,WIPV17/30915,1.0,74,58.0,36.0,57.0,21.0,0.059879168716481745,1.8927079947417562,-0.07706063369262463,1.9239125754890676,33.50375938067097,55.753178364422496,46.11396867937201,15.986966637385951,98.3164487045189,0.0
276,MIH119_2027,6,11,2,PHN11_PHW65_0358/PHT69,PHN11_PHW65_0358/PHT69,WIPV17/30916,1.0,67,68.0,35.0,57.0,25.0,0.24838028882580593,1.5015999114836842,-0.0003991984163073607,3.186657968147021,32.69385687200963,62.594330034765946,46.69166652447253,26.569716737270614,97.06211894613239,0.0
277,MIH119_2028,5,11,2,PHN11_PHW65_0365/PHT69,PHN11_PHW65_0365/PHT69,WIPV17/30919,1.0,74,63.0,45.0,67.0,26.0,0.017384135569349233,2.050303841579296,-0.6391154674095396,1.4925567240507078,47.37615433949869,60.55948684411409,47.37615433949868,17.365153416470946,103.4388457424314,0.0
278,MIH119_2029,4,11,2,PHN11_PHW65_0372/PHT69,PHN11_PHW65_0372/PHT69,WIPV17/30921,1.0,85,58.0,45.0,57.0,33.0,0.13593223525137493,1.539864963814583,-0.9808822337976646,1.252049343017733,40.305086527633215,57.77929248932124,40.30508652763321,5.055033079364174,97.66533966778871,0.0
279,MIH119_2030,3,11,2,PHN11_PHW65_0374/PHT69,PHN11_PHW65_0374/PHT69,WIPV17/30922,1.0,80,72.0,55.0,58.0,40.0,0.04657121512448401,1.702000517791175,-0.30126968731363524,1.3427303764347174,47.51081856876152,70.90615821687898,33.26743330836067,12.502668792018984,90.97239212465163,0.0
280,MIH119_2031,3,12,2,PHN11_PHW65_0382/PHT69,PHN11_PHW65_0382/PHT69,WIPV17/30924,1.0,40,59.0,25.0,69.0,16.0,0.2594535048383359,1.626208062323371,-0.3778467311214507,1.7627148129175823,29.16066006010826,37.924468971505824,62.535237305528845,45.196622144019706,90.29282451983718,0.0
282,MIH119_2033,5,12,2,PHN11_PHW65_0393/PHT69,PHN11_PHW65_0393/PHT69,WIPV17/30929,1.0,80,60.0,46.0,56.0,25.0,0.010603799958467,2.2207019243213115,-0.446970079936443,1.4159265307938114,40.28302881896447,59.088465180732484,38.900868745703846,10.418890660015819,93.7627014009875,0.0
283,MIH119_2034,6,12,2,PHN11_PHW65_0395/PHT69,PHN11_PHW65_0395/PHT69,WIPV17/30930,1.0,68,57.0,34.0,63.0,12.0,0.0006443321175578124,3.1733130774365366,-0.01394343470849932,2.684771202476716,35.22915291865705,52.84947971030688,52.229367070967626,21.352575824706985,107.60505131569266,0.0
284,MIH119_2035,7,12,2,PHN11_PHW65_0398/PHT69,PHN11_PHW65_0398/PHT69,WIPV17/30331,1.0,86,58.0,41.0,51.0,17.0,0.0017811009784117176,2.8433088025997426,-0.021015166834760405,2.317010557938375,33.45901047851588,57.858714915069804,38.49018859136137,4.045875477159267,100.44359738572211,0.0
286,MIH119_2037,9,12,2,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0422/PHT69,WIPV17/30938,,80,49.0,40.0,50.0,16.0,0.0014900400930845585,2.926288173589226,-0.15728261610466235,1.8864497066739585,32.13938048432697,48.255579897598196,38.302222155948904,8.508760705679586,89.73805230545292,0.0
287,MIH119_2038,10,12,2,PHN11_PHW65_0407/PHT69,PHN11_PHW65_0407/PHT69,WIPV17/30933,1.0,60,50.0,35.0,58.0,16.0,0.009123310744257035,2.4419138824388273,-0.6246715109785449,1.5544591396608782,33.26743330836068,43.30127018922194,47.51081856876152,24.999999999999996,87.03798874319686,0.0
288,MIH119_2039,11,12,2,PHN11_PHW65_0410/PHT69,PHN11_PHW65_0410/PHT69,WIPV17/30935,1.0,78,65.0,44.0,54.0,29.0,0.07029077581062569,1.7421486664815136,-0.059495143594472305,1.8566058787538486,37.511552004785855,63.57959404769737,38.84434921828716,13.514259903154356,93.42189174853931,0.0
289,MIH119_2040,12,12,2,PHN11_PHW65_0418/PHT69,PHN11_PHW65_0418/PHT69,WIPV17/30336,1.0,86,54.0,43.0,51.0,34.0,0.27590545076308487,1.3825104692569932,-0.6183886212370726,1.3540747292730595,34.78191636318742,53.86845871403051,37.299038782577696,3.7668495821827666,90.5472485520892,0.0
290,MIH119_2041,13,12,2,PHN11_PHW65_0423/PHT69,PHN11_PHW65_0423/PHT69,WIPV17/30939,1.0,55,72.0,35.0,72.0,19.0,0.03052351981358331,2.033550349099248,-0.0042117557683888,2.904210877675821,41.29750341727532,58.97894718880741,58.97894718880741,41.297503417275315,102.69802480495993,0.0
291,MIH119_2042,14,12,2,PHN11_PHW65_0424/PHT69,PHN11_PHW65_0424/PHT69,WIPV17/30940,1.0,60,66.0,36.0,61.0,16.0,0.005681232192522045,2.533754906230584,-1.5043360443230042e-05,4.543819147437456,35.854900389840864,57.15767664977295,49.350036656871794,32.99999999999999,95.98574337072178,0.0
293,MIH119_2044,16,12,2,PHN11_PHW65_0431/PHT69,PHN11_PHW65_0431/PHT69,WIPV17/30342,1.0,74,59.0,43.0,52.0,21.0,0.006535179400455736,2.4292848535592215,-0.009163635259961106,2.5431849081779854,35.46391472324992,56.714440060360815,38.03039248419687,16.26260399320295,88.28225047121843,0.0
294,MIH119_2045,17,12,2,PHN11_PHW65_0443/PHT69,PHN11_PHW65_0432/PHT69,WIPV17/30943,,72,64.0,43.0,64.0,26.0,0.03426077680782676,1.911939263438696,-0.6566845338430046,1.3061876030895272,43.6478950439999,60.867617042889826,46.80663690362691,19.777087639996633,98.94969161714357,0.0
296,MIH119_2047,19,12,2,PHN11_PHW65_0451/PHT69,PHN11_PHW65_0451/PHT69,WIPV17/30946,1.0,74,61.0,48.0,65.0,21.0,0.0005837657787752469,2.893244517493614,-0.728512578223825,1.5418367770449686,48.304413656030626,58.63696345223745,43.49348941332578,16.81387870483695,99.62485886857475,0.0
297,MIH119_2048,20,12,2,PHN11_PHW65_0453/PHT69,PHN11_PHW65_0453/PHT69,WIPV17/30947,1.0,88,60.0,56.0,60.0,33.0,0.00448935766243987,2.282943692131784,-1.2095020498138607,1.4017995796096039,49.742254353302506,59.96344962114575,33.55157420824481,2.0939698021500583,96.20994326736464,0.0
298,MIH119_2049,21,12,2,PHN11_PHW65_0455/PHT69,PHN11_PHW65_0455/PHT69,WIPV17/30948,1.0,84,59.0,50.0,55.0,28.0,0.008073750066875067,2.241362521763501,-0.5470856313298454,1.4172419051972025,42.13244437154379,58.67679182672813,35.35331853275966,6.167179332791554,91.95456884008117,0.0
303,MIH119_2054,26,12,2,PHN11_PHW65_0494/PHT69,PHN11_PHW65_0494/PHT69,WIPV17/30955,1.0,74,57.0,41.0,56.0,28.0,0.11672128580451538,1.634890573785556,-0.6567373434148676,1.2786796726670802,36.73930562346841,54.79191666848418,42.263736492475225,15.711329281568952,89.77448162372195,0.0
305,MIH119_2056,28,12,2,PHN11_PHW65_0512/PHT69,PHN11_PHW65_0512/PHT69,WIPV17/30359,1.0,87,52.0,33.0,51.0,18.0,0.05568295338111699,1.9986710585005822,-0.10861660763889985,1.85596268855775,27.776590785766388,51.92873580723784,42.772198965216624,2.7214697246330792,101.71589182741083,0.0
306,MIH119_2057,29,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0505/PHT69,WIPV17/30958,,81,53.0,48.0,49.0,25.0,0.0062691113832562565,2.381716224055729,-0.5152741369438142,1.3948699917004284,36.41409644839232,52.3474820515423,32.78739971158405,8.291026647132236,81.67924270732141,0.0
307,MIH119_2058,30,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514/PHT69,WIPV17/30960,1.0,89,63.0,50.0,48.0,22.0,0.0007440077727631651,2.949693649541568,-0.023952129412528937,2.1811113473788337,36.770133269710946,62.99040479485265,30.853805264953884,1.0995016055488613,94.06326461560238,0.0
309,MIH119_2060,29,13,2,PHN11_PHW65_0548/PHT69,PHN11_PHW65_0548/PHT69,WIPV17/30962,1.0,68,44.0,44.0,48.0,20.0,0.0031427236468553107,2.6532081030032355,-1.0970101944525072,1.3941985261585632,33.343601782031875,40.79608960093864,34.52831041625525,16.48269011030013,71.50600505050006,0.0
311,MIH119_2062,27,13,2,PHN11_PHW65_0591/PHT69,PHN11_PHW65_0591/PHT69,WIPV17/30965,1.0,68,63.0,45.0,62.0,31.0,0.08115868491700633,1.6642794823505176,-0.5421330742013678,1.3511722544136118,43.84062043356595,58.41258283770761,43.840620433565945,23.600215385202457,88.87043807153682,0.0
312,MIH119_2063,26,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0604/PHT69,WIPV17/30366,1.0,70,51.0,42.0,57.0,22.0,0.012667954167758825,2.2285782128044467,-0.9224165822045297,1.4452692381907384,38.14044456245492,47.92432366008133,42.359255052211466,17.443027309609104,87.39292574562042,0.0
313,MIH119_2064,25,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0626/PHT69,WIPV17/30969,,72,54.0,35.0,51.0,20.0,0.06314323000357751,1.923804400163087,-0.013965714214048085,2.420583193163934,29.252398253903355,51.35705187993829,41.776754258738585,16.68691769624716,88.87553211435504,0.0
