,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L1.End.Angle,RPlant.L1.End.Length,RPlant.L1.Mid.Angle,RPlant.L1.Mid.Length,RPlant.L1.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
221,MIH119_1222,5,9,1,PHN11_PHW65_0205/PHT69,PHN11_PHW65_0205/PHT69,WIPV17/30848,1.0,80,69.0,50.0,57.0,30.0,0.015080817819790362,2.0641777724759116,-0.10675861480686058,1.7060623008624396,43.66453325778175,67.95173495784235,36.63889375213274,11.981724259018193,95.24569353774939,0.0
223,MIH119_1224,3,9,1,PHN11_PHW65_0206/PHT69,PHN11_PHW65_0209/PHT69,WIPV17/30250,,70,65.0,45.0,54.0,25.0,0.015471371319153226,2.144506920509559,-0.0010411519772754753,3.0779694890563802,38.18376618407357,61.080020351084045,38.18376618407356,22.231309316168467,87.0821495963447,0.0
224,MIH119_1225,3,10,1,PHN11_PHW65_0211/PHT69,PHN11_PHW65_0211/PHT69,WIPV17/30851,1.0,65,61.0,40.0,66.0,30.0,0.21791511389792254,1.4533631938113547,-0.7839129282920065,1.3520809606665134,42.4239822393116,55.284775009235645,50.55893324585255,25.779713966182666,95.19105072658161,0.0
225,MIH119_1226,4,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0212/PHT69,WIPV17/30852,1.0,60,66.0,35.0,73.0,25.0,0.21939221773084117,1.501599911483684,-0.5429577033620784,1.4298087770299095,41.87107985362637,57.15767664977295,59.7980992330964,32.99999999999999,105.53210282467154,0.0
226,MIH119_1227,5,10,1,PHN11_PHW65_0212/PHT69,PHN11_PHW65_0237/PHT69,WIPV17/30860,,70,67.0,40.0,64.0,30.0,0.22097649504996503,1.4533631938113547,-0.3012159148959745,1.447449812883625,41.13840701993852,62.95940559265586,49.02684435961459,22.915349602819802,99.56514901743472,0.0
227,MIH119_1228,6,10,1,PHN11_PHW65_0217/PHT69,PHN11_PHW65_0217/PHT69,WIPV17/30854,1.0,80,62.0,45.0,59.0,25.0,0.013980190010891739,2.144506920509559,-0.5849221999892714,1.3398377321182477,41.71930009000631,61.058080686756895,41.7193000900063,10.766187015349681,98.98542719108002,0.0
228,MIH119_1229,7,10,1,PHN11_PHW65_0221/PHT69,PHN11_PHW65_0221/PHT69,WIPV17/30255,1.0,80,60.0,35.0,54.0,30.0,0.687858335159649,1.2127950320219432,-0.27701348101966816,1.4400926447679976,30.973127562956492,59.088465180732484,44.23421039160556,10.418890660015819,98.86515417961253,0.0
230,MIH119_1231,9,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0224/PHT69,WIPV17/30857,1.0,80,59.0,45.0,54.0,30.0,0.06949993122221865,1.732050807568877,-0.42470049151801115,1.3993218911881053,38.18376618407357,58.10365742772027,38.18376618407356,10.245242482348889,90.40663257667683,0.0
231,MIH119_1232,10,10,1,PHN11_PHW65_0225/PHT69,PHN11_PHW65_0225/PHT69,WIPV17/30858,1.0,80,43.0,40.0,54.0,30.0,0.23867011071737415,1.4533631938113545,-1.8816322518830346,1.42223468170773,34.71053092307312,42.34673337952494,41.36639992842481,7.466871639678004,89.73783250332565,0.0
232,MIH119_1233,11,10,1,PHN11_PHW65_0227/PHT69,PHN11_PHW65_0227/PHT69,WIPV17/30859,1.0,60,59.0,30.0,65.0,20.0,0.22501355661904235,1.5862568277145446,-0.10169146517320471,1.9069639512462564,32.50000000000001,51.095498823281886,56.29165124598851,29.499999999999996,100.2640091028874,0.0
234,MIH119_1235,13,10,1,PHN11_PHW65_0245/PHT69,PHN11_PHW65_0245/PHT69,WIPV17/30263,1.0,70,55.0,25.0,61.0,20.0,0.8600401517562237,1.2811697612996233,-0.06370579622879145,1.951242025582011,25.779713966182666,51.68309414322496,55.284775009235645,18.81110788291178,107.97626585934893,0.0
235,MIH119_1236,14,10,1,PHN11_PHW65_0250/PHT69,PHN11_PHW65_0250/PHT69,WIPV17/30865,1.0,85,61.0,35.0,58.0,20.0,0.0560692951111133,1.9238044001630872,-0.11164674882197914,1.7906877048245484,33.26743330836068,60.767876583596475,47.51081856876152,5.316500307607148,112.44686085658958,0.0
236,MIH119_1237,15,10,1,PHN11_PHW65_0251/PHT69,PHN11_PHW65_0251/PHT69,WIPV17/30266,1.0,80,58.0,40.0,57.0,25.0,0.06697072331259774,1.7994549660566954,-0.6483604113920962,1.3073999648858003,36.638893752132745,57.118849674708066,43.66453325778175,10.071594304681959,98.65497951958932,0.0
237,MIH119_1238,16,10,1,PHN11_PHW65_0257/PHT69,PHN11_PHW65_0257/PHT69,WIPV17/30868,1.0,80,64.0,45.0,58.0,25.0,0.014256401381760975,2.144506920509559,-0.22666219899613882,1.5790781070769089,41.01219330881976,63.02769619278131,41.012193308819754,11.113483370683541,99.0660285903697,0.0
238,MIH119_1239,17,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0260/PHT69,WIPV17/30870,1.0,70,65.0,40.0,61.0,20.0,0.009911833043747584,2.3054072893322783,-0.01266887267011018,2.452801581386345,39.210044190878904,61.080020351084045,46.72871103025766,22.231309316168467,100.04224305895744,0.0
239,MIH119_1240,18,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0261/PHT69,WIPV17/30871,,75,67.0,40.0,54.0,25.0,0.06992895981575174,1.7994549660566952,-0.0026555200400849564,2.6783659726200386,34.71053092307312,64.71703036136758,41.36639992842481,17.34087602186889,97.16402450649251,0.0
240,MIH119_1241,19,10,1,PHN11_PHW65_0266/PHT69,PHN11_PHW65_0266/PHT69,WIPV17/30872,1.0,75,75.0,45.0,54.0,25.0,0.015471371319153226,2.144506920509559,-1.8473400345511714e-05,3.9138569944071198,38.18376618407357,72.44443697168012,38.18376618407356,19.411428382689056,99.45726075723977,0.0
241,MIH119_1242,20,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0278/PHT69,WIPV17/30278,,75,56.0,45.0,57.0,25.0,0.01454301770344096,2.144506920509559,-0.7695990593503508,1.3388280843475695,40.305086527633215,54.09184627218782,40.30508652763321,14.493866525741161,89.54890856675961,0.0
242,MIH119_1243,21,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0277/PHT69,WIPV17/30877,,85,60.0,50.0,52.0,30.0,0.016628584069774726,2.064177772475911,-0.4431277564721012,1.3877795830197708,39.834311042186854,59.771681885504734,33.42495570370004,5.22934456485949,89.32719002687037,0.0
243,MIH119_1244,22,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0267/PHT69,WIPV17/30873,1.0,85,59.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.4642411842231343,1.3655604885630093,36.76955262170048,58.775487187412985,36.76955262170047,5.142188822111832,92.54609732482109,0.0
244,MIH119_1245,23,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0274/PHT69,WIPV17/30874,1.0,40,64.0,30.0,65.0,20.0,0.22501355661904235,1.5862568277145446,-0.0063377256426789316,3.266959273460552,32.50000000000001,41.13840701993852,56.29165124598851,49.02684435961459,78.73591199984946,0.0
250,MIH119_2001,29,10,2,PHN11_PHW65_0285/PHT69,PHN11_PHW65_0285/PHT69,WIPV17/30882,1.0,80,56.0,40.0,53.0,30.0,0.24070127304183414,1.4533631938113547,-0.5194671950627977,1.340027151333438,34.067743313386586,55.14923416868365,40.60035548530583,9.724297949348099,91.57449513474509,0.0
251,MIH119_2002,30,10,2,PHN11_PHW65_0288/PHT69,PHN11_PHW65_0288/PHT69,WIPV17/30884,1.0,75,49.0,30.0,50.0,20.0,0.26242714310252924,1.5862568277145446,-0.06069927270243697,2.003719928114919,25.000000000000007,47.33036548816435,43.30127018922193,12.682133210023515,90.6807093294509,0.0
252,MIH119_2003,30,11,2,PHN11_PHW65_0294/PHT69,PHN11_PHW65_0294/PHT69,WIPV17/30886,1.0,60,56.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-0.3434789351671242,1.5277959927122524,38.890872965260115,48.49742261192857,38.89087296526011,27.999999999999996,71.50762003510206,0.0
254,MIH119_2005,28,11,2,PHN11_PHW65_0301/PHT69,PHN11_PHW65_0301/PHT69,WIPV17/30888,1.0,65,44.0,30.0,58.0,20.0,0.24055800657693946,1.5862568277145446,-0.9043939249691278,1.4893915243270772,29.000000000000007,39.8775426296126,50.22947341949744,18.595203516590775,92.95374081279718,0.0
255,MIH119_2006,27,11,2,PHN11_PHW65_0302/PHT69,PHN11_PHW65_0302/PHT69,WIPV17/30889,1.0,60,71.0,45.0,64.0,25.0,0.012737376223681344,2.144506920509559,-0.0004674307999497489,3.568663066756383,45.254833995939045,61.48780366869515,45.25483399593904,35.49999999999999,88.027232409224,0.0
258,MIH119_2009,24,11,2,PHN11_PHW65_0310/PHT69,PHN11_PHW65_0310/PHT69,WIPV17/30893,1.0,80,44.0,40.0,53.0,35.0,0.591879353400874,1.198358465723876,-1.0358688540137304,1.554300014561019,34.067743313386586,43.331541132537154,40.60035548530583,7.640519817344934,87.75190073096863,0.0
259,MIH119_2010,23,11,2,PHN11_PHW65_0315/PHT69,PHN11_PHW65_0315/PHT69,WIPV17/30895,1.0,75,64.0,40.0,57.0,25.0,0.06697072331259774,1.7994549660566954,-0.0437751066688143,1.9925913845343535,36.638893752132745,61.81925288250037,43.66453325778175,16.564418886561327,97.71714961218505,0.0
261,MIH119_2012,21,11,2,PHN11_PHW65_0320/PHT69,PHN11_PHW65_0320/PHT69,WIPV17/30898,1.0,60,61.0,30.0,61.0,20.0,0.23354991424922592,1.5862568277145446,-0.004394714829980898,2.747477419454621,30.500000000000007,52.82754963085076,52.827549630850754,30.499999999999996,96.45777637734676,0.0
263,MIH119_2014,19,11,2,PHN11_PHW65_0323/PHT69,PHN11_PHW65_0323/PHT69,WIPV17/30901,1.0,55,76.0,45.0,77.0,20.0,0.0009255963124951635,2.747477419454622,-0.18694365429684004,1.9762692781058642,54.447222151364166,62.255555365963374,54.44722215136415,43.591809162679496,97.39234114131749,0.0
264,MIH119_2015,18,11,2,PHN11_PHW65_0328/PHT69,PHN11_PHW65_0328/PHT69,WIPV17/30902,1.0,70,56.0,40.0,53.0,30.0,0.24070127304183414,1.4533631938113547,-0.2695281263920349,1.4984817060603595,34.067743313386586,52.62278676401087,40.60035548530583,19.153128026237447,82.71392438982181,0.0
265,MIH119_2016,17,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0344/PHT69,WIPV17/30308,,85,55.0,45.0,53.0,30.0,0.07045747624659958,1.7320508075688772,-0.6386433039356453,1.3800602939745028,37.47665940288702,54.790708395046,37.476659402887016,4.793565851121199,91.97674022919279,0.0
268,MIH119_2019,14,11,2,PHN11_PHW65_0336/PHT69,PHN11_PHW65_0336/PHT69,WIPV17/30905,1.0,75,61.0,45.0,59.0,25.0,0.013980190010891739,2.144506920509559,-0.4529721929246109,1.4226101069670494,41.71930009000631,58.92147540363317,41.7193000900063,15.787961751253764,93.6919808293528,0.0
269,MIH119_2020,13,11,2,PHN11_PHW65_0343/PHT69,PHN11_PHW65_0343/PHT69,WIPV17/30907,1.0,70,84.0,45.0,67.0,30.0,0.05934786385204795,1.7320508075688772,-0.000751825054802322,2.9313927330355063,47.37615433949869,78.9341801460163,47.37615433949868,28.729692039356173,108.1567889375549,0.0
270,MIH119_2021,12,11,2,PHN11_PHW65_0345/PHT69,PHN11_PHW65_0347/PHT69,WIPV17/30911,,75,52.0,50.0,56.0,30.0,0.015367564542456384,2.064177772475912,-1.0697770864741514,1.5300404857270007,42.89848881466277,50.22814296703155,35.996106142446195,13.458590345331078,82.50637310371602,0.0
271,MIH119_2022,11,11,2,PHN11_PHW65_0346/PHT69,PHN11_PHW65_0346/PHT69,WIPV17/30910,1.0,55,56.0,40.0,62.0,30.0,0.22418016349357978,1.4533631938113547,-1.1159841104235564,1.461237639051876,39.85283180056544,45.87251448018354,47.494755473376635,32.12028043565858,79.65311059459012,0.0
272,MIH119_2023,10,11,2,PHN11_PHW65_0352/PHT69,PHN11_PHW65_0352/PHT69,WIPV17/30312,1.0,70,59.0,40.0,54.0,20.0,0.011621364329817212,2.305407289332278,-0.006116522576654468,2.68836091524793,34.71053092307312,55.4418646263686,41.36639992842481,20.179188456214455,89.47781642015332,0.0
273,MIH119_2024,9,11,2,PHN11_PHW65_0353/PHT69,PHN11_PHW65_0353/PHT69,WIPV17/30913,1.0,65,69.0,45.0,68.0,30.0,0.058707690536999535,1.732050807568877,-0.5528199435644109,1.3228391245892128,48.083261120685236,62.535237305528845,48.08326112068523,29.16066006010826,94.12180665449227,0.0
274,MIH119_2025,8,11,2,PHN11_PHW65_0354/PHT69,PHN11_PHW65_0354/PHT69,WIPV17/30914,1.0,70,62.0,45.0,58.0,30.0,0.06595773582857792,1.732050807568877,-0.2699976958364444,1.5083452201985723,41.01219330881976,58.26094248872632,41.012193308819754,21.20524888619146,86.54774877046881,0.0
275,MIH119_2026,7,11,2,PHN11_PHW65_0355/PHT69,PHN11_PHW65_0355/PHT69,WIPV17/30915,1.0,65,63.0,45.0,64.0,30.0,0.061371836185320605,1.732050807568877,-0.54651022248197,1.4277500760171316,45.254833995939045,57.09739058330894,45.25483399593904,26.624950489664066,88.3419893676022,0.0
277,MIH119_2028,5,11,2,PHN11_PHW65_0365/PHT69,PHN11_PHW65_0365/PHT69,WIPV17/30919,1.0,80,74.0,50.0,55.0,35.0,0.06072000469125572,1.702000517791175,-0.028152320553339317,1.9510880792652503,42.13244437154379,72.87577372290339,35.35331853275966,12.849965147352844,95.99077915273344,0.0
278,MIH119_2029,4,11,2,PHN11_PHW65_0372/PHT69,PHN11_PHW65_0372/PHT69,WIPV17/30921,1.0,85,66.0,55.0,56.0,30.0,0.0024929958920977885,2.473624908405561,-0.5320247888217592,1.3056288406518284,45.87251448018354,65.74885007405521,32.12028043565858,5.752279021345439,92.56516353612182,0.0
279,MIH119_2030,3,11,2,PHN11_PHW65_0374/PHT69,PHN11_PHW65_0374/PHT69,WIPV17/30922,1.0,85,74.0,50.0,43.0,45.0,0.42932364034107756,1.1917535925942098,-0.016867052611944915,1.9243906548288843,32.93991105411605,73.71840765878918,27.63986721652119,6.449524963326704,90.26821403207977,0.0
280,MIH119_2031,3,12,2,PHN11_PHW65_0382/PHT69,PHN11_PHW65_0382/PHT69,WIPV17/30924,1.0,70,55.0,40.0,55.0,25.0,0.06891063752762151,1.7994549660566952,-0.3518377612088682,1.5015999114836838,35.353318532759666,51.68309414322496,42.13244437154379,18.81110788291178,85.92396538551982,0.0
282,MIH119_2033,5,12,2,PHN11_PHW65_0393/PHT69,PHN11_PHW65_0393/PHT69,WIPV17/30929,1.0,60,67.0,40.0,65.0,20.0,0.00912318009135091,2.305407289332278,-0.007871212173669187,2.7389815841062473,41.781194629625055,58.02370205355739,49.79288880273357,33.49999999999999,94.04701096463927,0.0
283,MIH119_2034,6,12,2,PHN11_PHW65_0395/PHT69,PHN11_PHW65_0395/PHT69,WIPV17/30930,1.0,65,64.0,40.0,65.0,20.0,0.00912318009135091,2.305407289332278,-0.09673548792549054,1.9595663026093113,41.781194629625055,58.003698370345596,49.79288880273357,27.047568751404764,98.29006561459607,0.0
284,MIH119_2035,7,12,2,PHN11_PHW65_0398/PHT69,PHN11_PHW65_0398/PHT69,WIPV17/30331,1.0,60,66.0,35.0,65.0,25.0,0.2325447936542462,1.501599911483684,-0.037403950822178296,2.105347903129135,37.282468362818,57.15767664977295,53.244882878784466,32.99999999999999,95.99123887309595,0.0
285,MIH119_2036,8,12,2,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0402/PHT69,WIPV17/30932,1.0,80,53.0,40.0,50.0,25.0,0.07436658789116302,1.7994549660566952,-0.3460491498251856,1.4780302879047822,32.13938048432697,52.194810909647025,38.302222155948904,9.203353416347307,87.69113117779875,0.0
287,MIH119_2038,10,12,2,PHN11_PHW65_0407/PHT69,PHN11_PHW65_0407/PHT69,WIPV17/30933,1.0,70,36.0,35.0,49.0,20.0,0.06552047847073957,1.923804400163087,-0.915400956095735,1.9570833405093957,28.10524538120126,33.828934348292705,40.138450170160596,12.312725159724074,79.8541091360704,0.0
290,MIH119_2041,13,12,2,PHN11_PHW65_0423/PHT69,PHN11_PHW65_0423/PHT69,WIPV17/30939,1.0,70,67.0,45.0,68.0,30.0,0.058707690536999535,1.732050807568877,-0.6986741034890204,1.3275780755284434,48.083261120685236,62.95940559265586,48.08326112068523,22.915349602819802,99.57054211575254,0.0
291,MIH119_2042,14,12,2,PHN11_PHW65_0424/PHT69,PHN11_PHW65_0424/PHT69,WIPV17/30940,1.0,75,62.0,50.0,56.0,35.0,0.0599567944394579,1.7020005177911752,-0.4360756992828619,1.34970963077161,42.89848881466277,59.88740122992223,35.996106142446195,16.046780796356288,83.99733023622461,0.0
292,MIH119_2043,15,12,2,PHN11_PHW65_0427/PHT69,PHN11_PHW65_0427/PHT69,WIPV17/30341,1.0,85,60.0,50.0,46.0,35.0,0.06883517911274512,1.702000517791175,-0.24301512958683685,1.4395755929092706,35.23804438347299,59.771681885504734,29.568230045580805,5.22934456485949,82.31878698362601,0.0
293,MIH119_2044,16,12,2,PHN11_PHW65_0431/PHT69,PHN11_PHW65_0431/PHT69,WIPV17/30342,1.0,80,59.0,45.0,57.0,30.0,0.06680285438659815,1.7320508075688772,-0.6533016481051485,1.3298886283080469,40.305086527633215,58.10365742772027,40.30508652763321,10.245242482348889,93.97952861293862,0.0
294,MIH119_2045,17,12,2,PHN11_PHW65_0443/PHT69,PHN11_PHW65_0432/PHT69,WIPV17/30943,,85,73.0,50.0,57.0,40.0,0.17159543241591677,1.4202766254612063,-0.4476265739277645,1.2507613093195844,43.66453325778175,72.72221296069742,36.63889375213274,6.362369220579046,99.95216118749241,0.0
296,MIH119_2047,19,12,2,PHN11_PHW65_0451/PHT69,PHN11_PHW65_0451/PHT69,WIPV17/30946,1.0,70,60.0,45.0,67.0,20.0,0.0011803126889891114,2.747477419454622,-1.103094799877849,1.4524954103586174,47.37615433949869,56.381557247154504,47.37615433949868,20.521208599540124,101.13724744856833,0.0
297,MIH119_2048,20,12,2,PHN11_PHW65_0453/PHT69,PHN11_PHW65_0453/PHT69,WIPV17/30947,1.0,80,61.0,50.0,60.0,35.0,0.05712210551719496,1.702000517791175,-0.9030595979688222,1.2970770378103194,45.96266658713868,60.07327293374469,38.56725658119235,10.592538837682751,93.14863731422743,0.0
298,MIH119_2049,21,12,2,PHN11_PHW65_0455/PHT69,PHN11_PHW65_0455/PHT69,WIPV17/30948,1.0,80,77.0,55.0,61.0,35.0,0.012001974515537962,2.0396067291614752,-0.08340009138651884,1.7085729099198523,49.9682747016285,75.83019698194002,34.988162617413806,13.370909680353636,98.04045644806956,0.0
299,MIH119_2050,22,12,2,PHN11_PHW65_0470/PHT69,PHN11_PHW65_0464/PHT69,WIPV17/30949,,80,50.0,40.0,57.0,20.0,0.010829408167101122,2.305407289332278,-0.6711865872499294,1.5603130963962832,36.638893752132745,49.2403876506104,43.66453325778175,8.682408883346517,98.26808551008192,0.0
303,MIH119_2054,26,12,2,PHN11_PHW65_0494/PHT69,PHN11_PHW65_0494/PHT69,WIPV17/30955,1.0,85,69.0,60.0,55.0,45.0,0.03412999399357041,1.7320508075688774,-0.34795957096164665,1.3520257194319105,47.63139720814413,68.73743416833044,27.499999999999996,6.013746249588413,86.59232354262338,0.0
304,MIH119_2055,27,12,2,PHN11_PHW65_0499/PHT69,PHN11_PHW65_0499/PHT69,WIPV17/30957,1.0,85,62.0,45.0,52.0,25.0,0.01615428550778492,2.144506920509559,-0.12814228385749613,1.7088916339192477,36.76955262170048,61.764071281688224,36.76955262170047,5.403656050354806,96.10001746526015,0.0
305,MIH119_2056,28,12,2,PHN11_PHW65_0512/PHT69,PHN11_PHW65_0512/PHT69,WIPV17/30359,1.0,85,60.0,50.0,56.0,35.0,0.0599567944394579,1.7020005177911752,-0.5720133263024625,1.4102668521374164,42.89848881466277,59.771681885504734,35.996106142446195,5.22934456485949,93.00465828578285,0.0
306,MIH119_2057,29,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0505/PHT69,WIPV17/30958,,45,72.0,40.0,76.0,35.0,0.5510393437086695,1.1983584657238757,-2.3691311653990974,1.5587702145532576,48.85185833617699,50.91168824543143,58.21937767704233,50.91168824543142,83.96005729539806,0.0
307,MIH119_2058,30,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514/PHT69,WIPV17/30960,1.0,85,63.0,45.0,44.0,35.0,0.22951005058805227,1.4281480067421148,-0.05780789719663923,1.7640157159171912,31.112698372208094,62.760265979779966,31.112698372208087,5.4908117931024645,86.55755909429492,0.0
308,MIH119_2059,30,13,2,PHN11_PHW65_0541/PHT69,PHN11_PHW65_0541/PHT69,WIPV17/30961,1.0,80,70.0,45.0,54.0,25.0,0.015471371319153226,2.144506920509559,-0.004420941387932352,2.5337538200252103,38.18376618407357,68.93654271085457,38.18376618407356,12.155372436685123,99.95498857692635,0.0
309,MIH119_2060,29,13,2,PHN11_PHW65_0548/PHT69,PHN11_PHW65_0548/PHT69,WIPV17/30962,1.0,85,63.0,40.0,49.0,25.0,0.07557744621430453,1.7994549660566952,-0.023869845111146377,2.0921952803555475,31.496592874640427,62.760265979779966,37.536177712829925,5.4908117931024645,97.79314421261094,0.0
312,MIH119_2063,26,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0604/PHT69,WIPV17/30366,1.0,70,69.0,50.0,67.0,25.0,0.0018323748069944742,2.5557238268604126,-0.40360320216136536,1.4886680114491904,51.32497768897153,64.83879083422768,43.06676984899813,23.59938988947114,95.75886429959387,0.0
314,MIH119_2065,24,13,2,PHN11_PHW65_0604/PHT69,PHW65_MoG_0001/PHT69,WIPV17/30973,,75,66.0,45.0,65.0,25.0,0.012513349472422863,2.144506920509559,-0.644463109630598,1.3209535416667209,45.96194077712559,63.75110453507851,45.961940777125584,17.082056976766367,102.67438048754411,0.0
316,MIH119_2067,22,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0663/PHT69,WIPV17/30972,,75,60.0,45.0,59.0,30.0,0.06513748415138285,1.7320508075688772,-0.5403262016519458,1.3924014615247937,41.71930009000631,57.9555495773441,41.7193000900063,15.529142706151244,91.98426504019032,0.0
317,MIH119_2068,21,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0637/PHT69,WIPV17/30970,,65,67.0,45.0,66.0,30.0,0.0600048035565533,1.732050807568877,-0.5514027594432108,1.3262505795619468,46.66904755831214,60.72262173145555,46.66904755831213,28.315423536626863,91.36373921412073,0.0
319,MIH119_2070,19,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0012/PHT69,WIPV17/30978,,65,57.0,40.0,59.0,25.0,0.06514955112578992,1.7994549660566952,-0.5452705345691591,1.3954816488471136,37.924468971505824,51.65954386108905,45.196622144019706,24.08924091921987,86.57034930513804,0.0
320,MIH119_2071,18,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0015/PHT69,WIPV17/30980,,45,47.0,25.0,66.0,15.0,0.1824958079124141,1.7402838721929148,-2.0608707523323515,1.5262242636140364,27.892805274886165,33.23401871576774,59.816313944418894,33.23401871576773,94.87984065490511,0.0
323,MIH119_2074,15,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,80,51.0,45.0,55.0,30.0,0.06857261530181327,1.7320508075688772,-0.9831984994219188,1.4083744459827348,38.890872965260115,50.22519540362261,38.89087296526011,8.856057061013447,89.0457550622036,0.0
324,MIH119_2075,14,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,70,57.0,50.0,54.0,40.0,0.17553926645784346,1.4202766254612063,-0.6540327070843774,1.258201014734888,41.36639992842481,53.56247938479678,34.71053092307312,19.495148169563116,74.31953792157199,0.0
326,MIH119_2077,12,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,85,63.0,45.0,51.0,30.0,0.07246970597905143,1.7320508075688767,-0.2126487050267252,1.5125779950404628,36.062445840513924,62.760265979779966,36.062445840513924,5.4908117931024645,93.93397937245005,0.0
328,MIH119_2079,10,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,85,61.0,50.0,51.0,30.0,0.01697577693568956,2.0641777724759116,-0.4073334416795064,1.3684293893714963,39.068266599067876,60.767876583596475,32.7821680940135,5.316500307607148,88.73711239119001,0.0
329,MIH119_2080,9,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,75,61.0,45.0,53.0,30.0,0.07045747624659958,1.7320508075688772,-0.11382686902271803,1.7125745154855465,37.47665940288702,58.92147540363317,37.476659402887016,15.787961751253764,86.04581761742823,0.0
330,MIH119_2081,8,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,85,60.0,45.0,50.0,25.0,0.016895946627215983,2.144506920509559,-0.11669671254517433,1.7380676403524686,35.35533905932738,59.771681885504734,35.35533905932737,5.22934456485949,92.69132909207768,0.0
331,MIH119_2082,7,13,2,PHW65_MoG_0003/PHT69,PHW65_MoG_0003/PHT69,WIPV17/30974,1.0,88,67.0,50.0,55.0,35.0,0.06072000469125572,1.702000517791175,-0.4620510501871357,1.3291245426961207,42.13244437154379,66.95918541027942,35.35331853275966,2.338266279067565,98.18277064219106,0.0
332,MIH119_2083,6,13,2,PHW65_MoG_0009/PHT69,PHW65_MoG_0009/PHT69,WIPV17/30977,1.0,70,66.0,35.0,59.0,15.0,0.0048692245752282644,2.613210108441364,-3.096439096269745e-05,4.082999468299807,33.84100974471173,62.01971297186996,48.32997061305051,22.573329459494136,106.74926010766958,0.0
333,MIH119_2084,5,13,2,PHW65_MoG_0016/PHT69,PHW65_MoG_0016/PHT69,WIPV17/30981,1.0,85,67.0,50.0,59.0,35.0,0.057800058304608576,1.702000517791175,-0.5365502027005702,1.3324370113371666,45.196622144019706,66.74504477214695,37.92446897150582,5.839434764093097,99.59824206101734,0.0
334,MIH119_2085,4,13,2,PHW65_MoG_0017/PHT69,PHW65_MoG_0017/PHT69,WIPV17/30982,1.0,80,61.0,40.0,58.0,25.0,0.06604601151696501,1.799454966056695,-0.3699924318186601,1.4444314002059524,37.28168136181928,60.07327293374469,44.43057770090073,10.592538837682751,101.44340824948979,0.0
335,MIH119_2086,3,13,2,PHW65_MoG_0018/PHT69,PHW65_MoG_0018/PHT69,WIPV17/30983,1.0,85,59.0,50.0,51.0,30.0,0.01697577693568956,2.0641777724759116,-0.42650364411619207,1.3993352809896096,39.068266599067876,58.775487187412985,32.7821680940135,5.142188822111832,87.7090270304694,0.0
336,MIH119_2087,3,14,2,PHW65_MoG_0021/PHT69,PHW65_MoG_0021/PHT69,WIPV17/30984,1.0,70,79.0,45.0,72.0,30.0,0.05630187675545714,1.732050807568877,-0.11627270967584606,1.690868869471972,50.91168824543143,74.23571704208676,50.91168824543142,27.019591322727827,108.5690856234838,0.0
339,MIH119_2090,6,14,2,PHW65_MoG_0025/PHT69,PHW65_MoG_0025/PHT69,WIPV17/30387,1.0,65,51.0,40.0,59.0,20.0,0.010352695352626017,2.305407289332278,-0.9481088336748177,1.5200738322078668,37.924468971505824,46.221697138869146,45.196622144019706,21.55353134877567,88.07309779045723,0.0
341,MIH119_2092,8,14,2,PHW65_MoG_0034/PHT69,PHW65_MoG_0050/PHT69,WIPV17/30397,,60,59.0,40.0,62.0,30.0,0.22418016349357978,1.4533631938113547,-0.6032479359568976,1.4032668355588958,39.85283180056544,51.095498823281886,47.494755473376635,29.499999999999996,84.44951278989224,0.0
342,MIH119_2093,9,14,2,PHW65_MoG_0036/PHT69,PHW65_MoG_0036/PHT69,WIPV17/30991,1.0,80,46.0,40.0,58.0,20.0,0.010586314735243445,2.305407289332278,-2.3585920040486568,1.3150072214778954,37.28168136181928,45.30115663856157,44.43057770090073,7.987816172678795,99.0793789803597,0.0
