,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L2.End.Angle,RPlant.L2.End.Length,RPlant.L2.Mid.Angle,RPlant.L2.Mid.Length,RPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,length,curled
224,MIH119_1225,3,10,1,PHN11_PHW65_0211/PHT69,PHN11_PHW65_0211/PHT69,WIPV17/30851,1.0,65,56.0,40.0,58.0,30.0,0.23106185481299174,1.4533631938113545,-0.7571571162345827,1.2733323082440726,37.28168136181928,50.753236074052396,44.43057770090073,23.66662265747917,83.82213534548566,0.0
227,MIH119_1228,6,10,1,PHN11_PHW65_0217/PHT69,PHN11_PHW65_0217/PHT69,WIPV17/30854,1.0,70,57.0,40.0,53.0,30.0,0.24070127304183414,1.4533631938113547,-0.18225191369722485,1.5998835192981795,34.067743313386586,53.56247938479678,40.60035548530583,19.495148169563116,83.25221820648048,0.0
228,MIH119_1229,7,10,1,PHN11_PHW65_0221/PHT69,PHN11_PHW65_0221/PHT69,WIPV17/30255,1.0,85,45.0,55.0,50.0,35.0,0.014758185382728023,2.039606729161475,-1.9385723545837275,1.8818229217054518,40.95760221444959,44.82876141412855,28.678821817552304,3.9220084236446175,77.2476309673456,0.0
229,MIH119_1230,8,10,1,PHN11_PHW65_0224/PHT69,PHN11_PHW65_0216/PHT69,WIPV17/30253,,55,51.0,35.0,54.0,20.0,0.05989556389275688,1.923804400163087,-0.1342159983277694,1.9812503402162498,30.973127562956492,41.776754258738585,44.23421039160556,29.252398253903348,75.54740648758795,0.0
232,MIH119_1233,11,10,1,PHN11_PHW65_0227/PHT69,PHN11_PHW65_0227/PHT69,WIPV17/30859,1.0,80,41.0,35.0,49.0,20.0,0.06552047847073957,1.923804400163087,-1.4206719737114837,1.2547110513766295,28.10524538120126,40.37711787350053,40.138450170160596,7.119575284344144,86.37311602845526,0.0
233,MIH119_1234,12,10,1,PHN11_PHW65_0241/PHT69,PHN11_PHW65_0241/PHT69,WIPV17/30861,1.0,70,38.0,35.0,56.0,30.0,0.6825556447652609,1.2127950320219432,-2.29817765588438,2.0825035947293355,32.120280435658586,35.70831958986452,45.87251448018354,12.996765446375411,89.54187243474084,0.0
234,MIH119_1235,13,10,1,PHN11_PHW65_0245/PHT69,PHN11_PHW65_0245/PHT69,WIPV17/30263,1.0,70,58.0,35.0,58.0,25.0,0.24622291834805324,1.5015999114836842,-0.18128432906445985,1.645538036014635,33.26743330836068,54.502172005582686,47.51081856876152,19.837168312888785,94.82892561344853,0.0
235,MIH119_1236,14,10,1,PHN11_PHW65_0250/PHT69,PHN11_PHW65_0250/PHT69,WIPV17/30865,1.0,75,52.0,35.0,56.0,25.0,0.25059525323038206,1.501599911483684,-0.5615629880796352,1.4002536600938746,32.120280435658586,50.22814296703155,45.87251448018354,13.458590345331078,94.52869103407377,0.0
236,MIH119_1237,15,10,1,PHN11_PHW65_0251/PHT69,PHN11_PHW65_0251/PHT69,WIPV17/30266,1.0,70,44.0,35.0,51.0,25.0,0.26263146168357904,1.5015999114836838,-0.9182246466625432,1.3523482798499802,29.252398253903355,41.34647531457997,41.776754258738585,15.048886306329424,81.45514156124533,0.0
238,MIH119_1239,17,10,1,PHN11_PHW65_0260/PHT69,PHN11_PHW65_0260/PHT69,WIPV17/30870,1.0,60,55.0,40.0,61.0,20.0,0.009911833043747584,2.3054072893322783,-0.8236745531495092,1.4785188296406842,39.210044190878904,47.63139720814413,46.72871103025766,27.499999999999996,86.11707120543646,0.0
240,MIH119_1241,19,10,1,PHN11_PHW65_0266/PHT69,PHN11_PHW65_0266/PHT69,WIPV17/30872,1.0,75,45.0,35.0,42.0,15.0,0.008425079491996525,2.613210108441363,-0.0018480181683650078,3.177581508805861,24.09021032674394,43.466662183008076,34.40438586013766,11.646857029613432,78.2574888605975,0.0
241,MIH119_1242,20,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0278/PHT69,WIPV17/30278,,85,52.0,45.0,50.0,25.0,0.016895946627215983,2.144506920509559,-0.7285251439036929,1.3374386408866863,35.35533905932738,51.80212430077077,35.35533905932737,4.532098622878225,87.89092479966668,0.0
242,MIH119_1243,21,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0277/PHT69,WIPV17/30877,,80,42.0,30.0,47.0,20.0,0.27212142205994555,1.5862568277145446,-0.48410959615631843,1.4688799950759837,23.500000000000004,41.361925626512736,40.703193977868615,7.293223462011074,86.36673022095971,0.0
243,MIH119_1244,22,10,1,PHN11_PHW65_0267/PHT69,PHN11_PHW65_0267/PHT69,WIPV17/30873,1.0,85,49.0,45.0,42.0,40.0,0.5219127523288488,1.1917535925942102,-0.5456311488523657,1.3020464840621953,29.698484809834998,48.81354020649553,29.698484809834994,4.2706313946352505,74.22099360082919,0.0
244,MIH119_1245,23,10,1,PHN11_PHW65_0274/PHT69,PHN11_PHW65_0274/PHT69,WIPV17/30874,1.0,60,46.0,35.0,51.0,25.0,0.26263146168357904,1.5015999114836838,-0.669544340289541,1.4129671179441896,29.252398253903355,39.83716857408418,41.776754258738585,22.999999999999996,73.70956463381582,0.0
246,MIH119_1247,25,10,1,PHN11_PHW65_0276/PHT69,PHN11_PHW65_0276/PHT69,WIPV17/30876,1.0,85,50.0,50.0,57.0,35.0,0.05921643359433711,1.702000517791175,-2.337494242642262,1.4459677990382405,43.66453325778175,49.80973490458728,36.63889375213274,4.357787137382909,91.51758358210424,0.0
250,MIH119_2001,29,10,2,PHN11_PHW65_0285/PHT69,PHN11_PHW65_0285/PHT69,WIPV17/30882,1.0,70,51.0,45.0,51.0,30.0,0.07246970597905143,1.7320508075688767,-0.8451420921306807,1.250320786605692,36.062445840513924,47.92432366008133,36.062445840513924,17.443027309609104,74.7675182122353,0.0
251,MIH119_2002,30,10,2,PHN11_PHW65_0288/PHT69,PHN11_PHW65_0288/PHT69,WIPV17/30884,1.0,50,38.0,30.0,54.0,15.0,0.03852690466624274,2.1547005383792524,-7.619465082008512,1.4408430944115511,27.000000000000007,29.109688838521166,46.76537180435968,24.42592916808849,79.18984167804079,0.0
252,MIH119_2003,30,11,2,PHN11_PHW65_0294/PHT69,PHN11_PHW65_0294/PHT69,WIPV17/30886,1.0,60,39.0,35.0,51.0,20.0,0.06314323000357751,1.923804400163087,-1.2075662081466667,1.9315916835602915,29.252398253903355,33.77499074759311,41.776754258738585,19.499999999999996,76.159269101849,0.0
253,MIH119_2004,29,11,2,PHN11_PHW65_0300/PHT69,PHN11_PHW65_0300/PHT69,WIPV17/30887,1.0,80,43.0,45.0,46.0,35.0,0.2251833340482805,1.4281480067421144,-1.0484589547160015,1.3894016150702104,32.526911934581186,42.34673337952494,32.526911934581186,7.466871639678004,73.76930772473204,0.0
254,MIH119_2005,28,11,2,PHN11_PHW65_0301/PHT69,PHN11_PHW65_0301/PHT69,WIPV17/30888,1.0,85,37.0,30.0,45.0,20.0,0.2791479184815346,1.5862568277145443,-0.9639207985615618,1.356105395500975,22.500000000000004,36.85920382939459,38.97114317029974,3.224762481663352,84.69367393008002,0.0
255,MIH119_2006,27,11,2,PHN11_PHW65_0302/PHT69,PHN11_PHW65_0302/PHT69,WIPV17/30889,1.0,75,57.0,40.0,52.0,25.0,0.07207098669158735,1.7994549660566956,-0.08509237236816286,1.8496299022452158,33.42495570370005,55.057772098476896,39.834311042186854,14.752685570843681,88.23310638781814,0.0
256,MIH119_2007,26,11,2,PHN11_PHW65_0303/PHT69,PHN11_PHW65_0303/PHT69,WIPV17/30890,1.0,85,54.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.635475183687782,1.3832561766379172,36.76955262170048,53.79451369695426,36.76955262170047,4.706410108373541,90.26184868843086,0.0
259,MIH119_2010,23,11,2,PHN11_PHW65_0315/PHT69,PHN11_PHW65_0315/PHT69,WIPV17/30895,1.0,75,52.0,40.0,46.0,25.0,0.07949281139192438,1.7994549660566954,-0.04599582065791619,2.0342716653771467,29.568230045580812,50.22814296703155,35.23804438347299,13.458590345331078,79.0970839732001,0.0
260,MIH119_2011,22,11,2,PHN11_PHW65_0319/PHT69,PHN11_PHW65_0319/PHT69,WIPV17/30897,1.0,85,37.0,40.0,47.0,20.0,0.01393053598213382,2.3054072893322783,-0.8473343359138504,1.9296694982249525,30.21101765526735,36.85920382939459,36.00408882659197,3.224762481663352,83.88539168399697,0.0
263,MIH119_2014,19,11,2,PHN11_PHW65_0323/PHT69,PHN11_PHW65_0323/PHT69,WIPV17/30901,1.0,65,62.0,40.0,56.0,30.0,0.23476724047760336,1.4533631938113545,-0.03076875898113936,2.0950166249563846,35.9961061424462,56.1910827962723,42.89848881466277,26.202332227923364,84.31954415432091,0.0
265,MIH119_2016,17,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0344/PHT69,WIPV17/30308,,70,46.0,35.0,52.0,30.0,0.6934047356496205,1.2127950320219432,-0.9215294400060388,1.2994796747859914,29.8259746902544,43.22586055615179,42.595906303027576,15.73292659298076,82.41778799597533,0.0
266,MIH119_2017,16,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0329/PHT69,WIPV17/30903,1.0,85,45.0,50.0,46.0,45.0,0.42380732637025875,1.1917535925942098,-1.279730240329705,1.325969882947225,35.23804438347299,44.82876141412855,29.568230045580805,3.9220084236446175,73.6807684278015,0.0
267,MIH119_2018,15,11,2,PHN11_PHW65_0329/PHT69,PHN11_PHW65_0345/PHT69,WIPV17/30309,,75,57.0,45.0,48.0,25.0,0.01770407437655419,2.144506920509559,-0.014352233655512171,2.360003989344583,33.941125496954285,55.057772098476896,33.94112549695428,14.752685570843681,80.89341323488328,0.0
268,MIH119_2019,14,11,2,PHN11_PHW65_0336/PHT69,PHN11_PHW65_0336/PHT69,WIPV17/30905,1.0,55,51.0,35.0,59.0,25.0,0.24412068935108744,1.5015999114836842,-0.8090211325361997,1.5257692804098502,33.84100974471173,41.776754258738585,48.32997061305051,29.252398253903348,80.98118439796262,0.0
269,MIH119_2020,13,11,2,PHN11_PHW65_0343/PHT69,PHN11_PHW65_0343/PHT69,WIPV17/30907,1.0,80,66.0,45.0,51.0,25.0,0.01651731962512191,2.1445069205095586,-0.005069041283651936,2.5222283640602288,36.062445840513924,64.99731169880573,36.062445840513924,11.460779726017401,94.31192908863602,0.0
270,MIH119_2021,12,11,2,PHN11_PHW65_0345/PHT69,PHN11_PHW65_0347/PHT69,WIPV17/30911,,85,38.0,35.0,45.0,30.0,0.7150697068568306,1.212795032021943,-1.195753383349098,1.3398102732959902,25.810939635797077,37.85539852748633,36.86184199300463,3.31191822441101,81.01951320612838,0.0
271,MIH119_2022,11,11,2,PHN11_PHW65_0346/PHT69,PHN11_PHW65_0346/PHT69,WIPV17/30910,1.0,50,50.0,35.0,48.0,25.0,0.2707405732283502,1.5015999114836842,-0.0034312193142196157,3.2169625129500132,27.531668944850217,38.302222155948904,39.319298125871605,32.13938048432696,62.88263941466855,0.0
274,MIH119_2025,8,11,2,PHN11_PHW65_0354/PHT69,PHN11_PHW65_0354/PHT69,WIPV17/30914,1.0,75,49.0,40.0,52.0,30.0,0.2427889103663997,1.4533631938113547,-0.8102824200791326,1.3341408999864357,33.42495570370005,47.33036548816435,39.834311042186854,12.682133210023515,83.55466394526908,0.0
275,MIH119_2026,7,11,2,PHN11_PHW65_0355/PHT69,PHN11_PHW65_0355/PHT69,WIPV17/30915,1.0,60,57.0,40.0,55.0,30.0,0.23669289151772288,1.4533631938113545,-0.12412642041438665,1.7800370515904662,35.353318532759666,49.363448015713004,42.13244437154379,28.499999999999996,76.06664180874887,0.0
276,MIH119_2027,6,11,2,PHN11_PHW65_0358/PHT69,PHN11_PHW65_0358/PHT69,WIPV17/30916,1.0,85,53.0,50.0,47.0,35.0,0.06780375462547343,1.702000517791175,-0.650138084380493,1.3019478853435915,36.00408882659197,52.79831899886251,30.211017655267344,4.619254365625883,79.11648380574745,0.0
277,MIH119_2028,5,11,2,PHN11_PHW65_0365/PHT69,PHN11_PHW65_0365/PHT69,WIPV17/30919,1.0,80,55.0,40.0,60.0,25.0,0.06428002176632153,1.7994549660566954,-1.0811740308474778,1.2802099697445437,38.56725658119236,54.16442641567144,45.96266658713868,9.550649771681169,101.91707513080412,0.0
278,MIH119_2029,4,11,2,PHN11_PHW65_0372/PHT69,PHN11_PHW65_0372/PHT69,WIPV17/30921,1.0,60,59.0,40.0,63.0,30.0,0.22255985218875407,1.4533631938113547,-0.9378428197059787,1.269014064783145,40.49561941025198,51.095498823281886,48.260799916495614,29.499999999999996,85.6619467291594,0.0
280,MIH119_2031,3,12,2,PHN11_PHW65_0382/PHT69,PHN11_PHW65_0382/PHT69,WIPV17/30924,1.0,80,42.0,40.0,48.0,25.0,0.07683360424504451,1.7994549660566954,-1.360689280842642,1.3075773363989773,30.85380526495389,41.361925626512736,36.770133269710946,7.293223462011074,81.12814293362428,0.0
282,MIH119_2033,5,12,2,PHN11_PHW65_0393/PHT69,PHN11_PHW65_0393/PHT69,WIPV17/30929,1.0,60,56.0,35.0,63.0,30.0,0.6656609186168188,1.212795032021943,-0.7641643940790352,1.3642125089709303,36.13531549011591,48.49742261192857,51.606578790206484,27.999999999999996,90.1473433751865,0.0
283,MIH119_2034,6,12,2,PHN11_PHW65_0395/PHT69,PHN11_PHW65_0395/PHT69,WIPV17/30930,1.0,60,60.0,40.0,52.0,25.0,0.07207098669158735,1.7994549660566956,-7.365022837721935e-05,4.042153976047009,33.42495570370005,51.96152422706632,39.834311042186854,29.999999999999996,76.71244304561992,0.0
287,MIH119_2038,10,12,2,PHN11_PHW65_0407/PHT69,PHN11_PHW65_0407/PHT69,WIPV17/30933,1.0,75,31.0,35.0,44.0,20.0,0.072370041575163,1.9238044001630867,-2.3574281824978716,1.5981059531838173,25.23736319944603,29.943700614961116,36.04268994871564,8.023390398178144,74.37559847570608,0.0
289,MIH119_2040,12,12,2,PHN11_PHW65_0418/PHT69,PHN11_PHW65_0418/PHT69,WIPV17/30336,1.0,85,63.0,50.0,53.0,35.0,0.06231961365986161,1.702000517791175,-0.4090549488328246,1.370598840244961,40.60035548530583,62.760265979779966,34.06774331338658,5.4908117931024645,91.01076657111199,0.0
290,MIH119_2041,13,12,2,PHN11_PHW65_0423/PHT69,PHN11_PHW65_0423/PHT69,WIPV17/30939,1.0,50,62.0,30.0,66.0,20.0,0.22300852339923646,1.5862568277145446,-0.03680001457152277,2.301321607367219,33.00000000000001,47.494755473376635,57.157676649772945,39.85283180056543,91.35358819337524,0.0
291,MIH119_2042,14,12,2,PHN11_PHW65_0424/PHT69,PHN11_PHW65_0424/PHT69,WIPV17/30940,1.0,75,59.0,45.0,65.0,35.0,0.19419920883416472,1.4281480067421146,-1.4417554756496322,1.2740030687145367,45.96194077712559,56.98962375105503,45.961940777125584,15.270323661048725,98.65149692330965,0.0
292,MIH119_2043,15,12,2,PHN11_PHW65_0427/PHT69,PHN11_PHW65_0427/PHT69,WIPV17/30341,1.0,85,63.0,50.0,45.0,30.0,0.019394378896273972,2.0641777724759116,-0.021620468739693494,2.090782431571275,34.47199994035401,62.760265979779966,28.925442435894265,5.4908117931024645,85.52072624821272,0.0
293,MIH119_2044,16,12,2,PHN11_PHW65_0431/PHT69,PHN11_PHW65_0431/PHT69,WIPV17/30342,1.0,70,46.0,45.0,53.0,35.0,0.21193243093789202,1.4281480067421146,-1.6851654688770579,1.462191389040137,37.47665940288702,43.22586055615179,37.476659402887016,15.73292659298076,76.37949587609037,0.0
294,MIH119_2045,17,12,2,PHN11_PHW65_0443/PHT69,PHN11_PHW65_0432/PHT69,WIPV17/30943,,85,60.0,55.0,55.0,40.0,0.048340309313139374,1.7020005177911752,-0.6973065702742317,1.3501797746500959,45.05336243589455,59.771681885504734,31.54670399930753,5.22934456485949,86.73470050681318,0.0
296,MIH119_2047,19,12,2,PHN11_PHW65_0451/PHT69,PHN11_PHW65_0451/PHT69,WIPV17/30946,1.0,65,58.0,45.0,59.0,25.0,0.013980190010891739,2.144506920509559,-0.6858669824677184,1.3517701442649155,41.71930009000631,52.565851648125694,41.7193000900063,24.511859180960567,82.69571066736717,0.0
299,MIH119_2050,22,12,2,PHN11_PHW65_0470/PHT69,PHN11_PHW65_0464/PHT69,WIPV17/30949,,45,54.0,30.0,58.0,20.0,0.24055800657693946,1.5862568277145446,-0.11576807628225702,2.094703924240373,29.000000000000007,38.18376618407357,50.22947341949744,38.18376618407356,75.12006786538208,0.0
304,MIH119_2055,27,12,2,PHN11_PHW65_0499/PHT69,PHN11_PHW65_0499/PHT69,WIPV17/30957,1.0,60,39.0,30.0,52.0,15.0,0.0402429807266154,2.1547005383792524,-1.105567332252946,1.5308434825693304,26.000000000000007,33.77499074759311,45.033320996790806,19.499999999999996,81.56699270667755,0.0
305,MIH119_2056,28,12,2,PHN11_PHW65_0512/PHT69,PHN11_PHW65_0512/PHT69,WIPV17/30359,1.0,85,44.0,45.0,46.0,30.0,0.07815583587920755,1.7320508075688767,-0.8106463754732586,1.4705559361971743,32.526911934581186,43.8325667160368,32.526911934581186,3.8348526808969594,78.57670784414672,0.0
306,MIH119_2057,29,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0505/PHT69,WIPV17/30958,,85,61.0,45.0,44.0,30.0,0.08074093357781183,1.7320508075688772,-0.03022544444371105,1.9911568069451016,31.112698372208094,60.767876583596475,31.112698372208087,5.316500307607148,86.35010618595719,0.0
307,MIH119_2058,30,12,2,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514/PHT69,WIPV17/30960,1.0,80,58.0,50.0,53.0,25.0,0.002638671570188426,2.5557238268604126,-0.3820563117999695,1.4762379202062768,40.60035548530583,57.118849674708066,34.06774331338658,10.071594304681959,86.29093142695402,0.0
309,MIH119_2060,29,13,2,PHN11_PHW65_0548/PHT69,PHN11_PHW65_0548/PHT69,WIPV17/30962,1.0,75,53.0,40.0,57.0,25.0,0.06697072331259774,1.7994549660566954,-0.612308025877152,1.4525880003828526,36.638893752132745,51.19406879332062,43.66453325778175,13.717409390433598,92.71487361605762,0.0
310,MIH119_2061,28,13,2,PHN11_PHW65_0552/PHT69,PHN11_PHW65_0552/PHT69,WIPV17/30963,1.0,80,58.0,55.0,56.0,35.0,0.01311793799583478,2.0396067291614743,-0.9222237836399636,1.311638380807124,45.87251448018354,57.118849674708066,32.12028043565858,10.071594304681959,83.12595071201541,0.0
312,MIH119_2063,26,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0604/PHT69,WIPV17/30366,1.0,70,55.0,35.0,53.0,25.0,0.25761264481115714,1.5015999114836838,-0.08459701697356202,1.8550966178433828,30.399551126605445,51.68309414322496,43.41505834731657,18.81110788291178,87.72879510593336,0.0
314,MIH119_2065,24,13,2,PHN11_PHW65_0604/PHT69,PHW65_MoG_0001/PHT69,WIPV17/30973,,70,56.0,45.0,57.0,30.0,0.06680285438659815,1.7320508075688772,-0.7924588200134577,1.3079643522847895,40.305086527633215,52.62278676401087,40.30508652763321,19.153128026237447,83.41203413243115,0.0
316,MIH119_2067,22,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0663/PHT69,WIPV17/30972,,85,56.0,50.0,46.0,35.0,0.06883517911274512,1.702000517791175,-0.45775871050436123,1.3192084574204312,35.23804438347299,55.78690309313775,29.568230045580805,4.8807215938688575,79.65748317606267,0.0
317,MIH119_2068,21,13,2,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0637/PHT69,WIPV17/30970,,85,65.0,55.0,52.0,40.0,0.050281670573918934,1.7020005177911752,-0.41775578244656264,1.3096855108811303,42.595906303027576,64.75265537596346,29.825974690254395,5.665123278597781,86.3088321399369,0.0
319,MIH119_2070,19,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0012/PHT69,WIPV17/30978,,55,54.0,35.0,54.0,25.0,0.2552085637089751,1.501599911483684,-0.051903970313120704,2.1445069205095577,30.973127562956492,44.23421039160556,44.23421039160556,30.973127562956485,74.71692066242359,0.0
320,MIH119_2071,18,13,2,PHN11_PHW65_0614/PHT69,PHW65_MoG_0015/PHT69,WIPV17/30980,,55,47.0,35.0,57.0,20.0,0.056977411904299315,1.923804400163087,-2.0972085347613794,1.274467646358649,32.69385687200963,38.50014608158261,46.69166652447253,26.958092508499163,79.99205163022614,0.0
323,MIH119_2074,15,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,80,39.0,35.0,47.0,25.0,0.27361484880136777,1.501599911483684,-1.258937173134988,1.3236297577178797,26.95809250849917,38.40750236747611,38.50014608158261,6.772278929010283,81.72528829812688,0.0
324,MIH119_2075,14,13,2,PHW52/PHM49,PHW52/PHM49,,1.0,75,42.0,45.0,44.0,30.0,0.08074093357781183,1.7320508075688772,-0.8006348846086294,1.4377393471409396,31.112698372208094,40.56888470414087,31.112698372208087,10.870399894305871,67.9433461445448,0.0
326,MIH119_2077,12,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,65,52.0,40.0,53.0,25.0,0.07098179143713522,1.7994549660566954,-0.3907193813046972,1.5038397663776573,34.067743313386586,47.1280049259058,40.60035548530583,21.97614961051637,78.03154930251928,0.0
328,MIH119_2079,10,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,60,62.0,40.0,53.0,25.0,0.07098179143713522,1.7994549660566954,-2.0632865829297234e-05,4.3839764070604,34.067743313386586,53.6935750346352,40.60035548530583,30.999999999999996,78.69606241113263,0.0
329,MIH119_2080,9,13,2,PHW65/PHT69,PHW65/PHT69,,1.0,70,50.0,45.0,52.0,30.0,0.07144683456102265,1.732050807568877,-0.8477861674094926,1.352982056603332,36.76955262170048,46.98463103929542,36.76955262170047,17.101007166283434,75.95190499891663,0.0
332,MIH119_2083,6,13,2,PHW65_MoG_0009/PHT69,PHW65_MoG_0009/PHT69,WIPV17/30977,1.0,40,61.0,35.0,54.0,25.0,0.2552085637089751,1.501599911483684,0.0,0.0,30.973127562956492,39.210044190878904,44.23421039160556,46.72871103025766,96.1768118649775,1.0
333,MIH119_2084,5,13,2,PHW65_MoG_0016/PHT69,PHW65_MoG_0016/PHT69,WIPV17/30981,1.0,70,61.0,45.0,56.0,35.0,0.20699481984020812,1.4281480067421148,-0.38531114814285256,1.3510429304411615,39.59797974644666,57.321249867940416,39.597979746446654,20.863228742865793,82.85782208384444,0.0
334,MIH119_2085,4,13,2,PHW65_MoG_0017/PHT69,PHW65_MoG_0017/PHT69,WIPV17/30982,1.0,85,48.0,40.0,46.0,25.0,0.07949281139192438,1.7994549660566954,-0.7992687794340002,1.260212458316884,29.568230045580812,47.81734550840379,35.23804438347299,4.183475651887592,83.84342079543849,0.0
335,MIH119_2086,3,13,2,PHW65_MoG_0018/PHT69,PHW65_MoG_0018/PHT69,WIPV17/30983,1.0,85,43.0,50.0,46.0,30.0,0.018946018662251225,2.0641777724759116,-1.5583043581013722,1.3844532497483928,35.23804438347299,42.83637201794506,29.568230045580805,3.7476969381493013,75.15852162165282,0.0
336,MIH119_2087,3,14,2,PHW65_MoG_0021/PHT69,PHW65_MoG_0021/PHT69,WIPV17/30984,1.0,85,68.0,45.0,53.0,40.0,0.49914382064251167,1.1917535925942102,-0.444268028119457,1.2501262286339914,37.47665940288702,67.7412394702387,37.476659402887016,5.926590506840755,97.17511305227626,0.0
339,MIH119_2090,6,14,2,PHW65_MoG_0025/PHT69,PHW65_MoG_0025/PHT69,WIPV17/30387,1.0,60,56.0,35.0,52.0,20.0,0.06202063330242455,1.923804400163087,-0.0004971595827772819,3.5146417418890836,29.8259746902544,48.49742261192857,42.595906303027576,27.999999999999996,80.3285337658489,0.0
341,MIH119_2092,8,14,2,PHW65_MoG_0034/PHT69,PHW65_MoG_0050/PHT69,WIPV17/30397,,75,50.0,45.0,53.0,30.0,0.07045747624659958,1.7320508075688772,-0.9686898053860938,1.3571813036398535,37.47665940288702,48.29629131445341,37.476659402887016,12.940952255126037,81.64489696267046,0.0
345,MIH119_2096,12,14,2,PHW65_MoG_0041/PHT69,PHW65_MoG_0041/PHT69,WIPV17/30995,1.0,70,44.0,40.0,48.0,25.0,0.07683360424504451,1.7994549660566954,-0.7294852700017629,1.443714776099494,30.85380526495389,41.34647531457997,36.770133269710946,15.048886306329424,74.10125720741758,0.0
346,MIH119_2097,13,14,2,PHW65_MoG_0048/PHT69,PHW65_MoG_0048/PHT69,WIPV17/30396,1.0,65,55.0,40.0,57.0,30.0,0.23289092722244886,1.4533631938113545,-0.7713519568725132,1.2694199797841297,36.638893752132745,49.84692828701575,43.66453325778175,23.244004395738468,82.36803083921188,0.0
348,MIH119_2099,15,14,2,PHW65_MoG_0052/PHT69,PHW65_MoG_0052/PHT69,WIPV17/30999,1.0,55,59.0,40.0,62.0,30.0,0.22418016349357978,1.4533631938113547,-0.6931394290558247,1.3944866038012809,39.85283180056544,48.32997061305051,47.494755473376635,33.84100974471172,79.2338839535485,0.0
350,MIH119_2101,17,14,2,PHW65_MoG_0057/PHT69,PHW65_MoG_0057/PHT69,WIPV17/31003,1.0,50,66.0,40.0,71.0,35.0,0.5585282456458904,1.198358465723876,-1.1714086112518405,1.4582819207031859,45.63792028774429,50.55893324585255,54.38915546144744,42.42398223931159,84.35025122591118,0.0
351,MIH119_2102,18,14,2,PHW65_MoG_0059/PHT69,PHW65_MoG_0059/PHT69,WIPV17/31004,1.0,60,41.0,40.0,50.0,30.0,0.2471446053240466,1.4533631938113545,-2.001554474270937,1.79984018318269,32.13938048432697,35.50704155516199,38.302222155948904,20.499999999999996,69.08132247366086,0.0
352,MIH119_2103,19,14,2,PHW65_MoG_0060/PHT69,PHW65_MoG_0060/PHT69,WIPV17/31005,1.0,80,60.0,45.0,57.0,30.0,0.06680285438659815,1.7320508075688772,-0.47574841506176996,1.411626939069236,40.305086527633215,59.088465180732484,40.30508652763321,10.418890660015819,94.49362185833452,0.0
355,MIH119_2106,22,14,2,PHW65_MoG_0063/PHT69,PHW65_MoG_0063/PHT69,WIPV17/31008,1.0,80,47.0,50.0,55.0,35.0,0.06072000469125572,1.702000517791175,-1.9843623171563312,1.838272756573266,42.13244437154379,46.28596439157378,35.35331853275966,8.161464350345726,84.20978457601952,0.0
356,MIH119_2107,23,14,2,PHW65_MoG_0067/PHT69,PHW65_MoG_0067/PHT69,WIPV17/30410,1.0,50,66.0,40.0,68.0,30.0,0.21498566821724296,1.4533631938113547,-0.6656802325778886,1.3905659876390568,43.70955745868468,50.55893324585255,52.09102213209051,42.42398223931159,81.06307499464508,0.0
357,MIH119_2108,24,14,2,PHW65_MoG_0071/PHT69,PHW65_MoG_0069/PHT69,WIPV17/30412,,35,63.0,25.0,64.0,20.0,0.8485086979105241,1.2811697612996233,-0.0011616271335165575,3.903065847924682,27.047568751404764,36.13531549011591,58.003698370345596,51.606578790206484,76.65304184397122,0.0
360,MIH119_2111,27,14,2,PHW65_MoG_0072/PHT69,PHW65_MoG_0075/PHT69,WIPV17/31015,,60,65.0,45.0,64.0,30.0,0.061371836185320605,1.732050807568877,-0.3489079694247965,1.4987516291489693,45.254833995939045,56.29165124598852,45.25483399593904,32.49999999999999,83.14962186528525,0.0
361,MIH119_2112,28,14,2,PHW65_MoG_0085/PHT69,PHW65_MoG_0082/PHT69,WIPV17/31017,,65,66.0,40.0,62.0,25.0,0.06261688015497086,1.7994549660566952,-0.028346917733989084,2.1840595033375627,39.85283180056544,59.816313944418894,47.494755473376635,27.892805274886165,93.72438053618089,0.0
362,MIH119_2113,29,14,2,PHW65_MoG_0085/PHT69,PHW65_MoG_0085/PHT69,WIPV17/31018,1.0,80,67.0,50.0,62.0,35.0,0.05582225952429636,1.702000517791175,-0.6365747093534566,1.2997991717643798,47.494755473376635,65.98211945181794,39.85283180056543,11.634427903684331,97.66884674149993,0.0
